"","BAC","MSFT","JPM","INTC","XOM","GE","PFE","JNJ","CSCO","IBM"
"1",0.00799901317805052,0.034326583147049,-0.0064848680049181,-0.00137203326448798,-0.00363979232497513,0.00502766249701381,6.10258794040419e-05,-0.00215383735485375,0.000523189373780042,0.00391559116542339
"2",0.00111224851571023,0.000773377949371934,0.000330314389429986,-0.0055852560326457,0.00319055351428688,0.0068085347302258,-0.000811076606623828,0.00686649279668927,-0.00580474687740207,0.00309977424331009
"3",-0.00687490683048964,0.00196441682055593,-0.000845256086904556,0.00613595731556416,0.00102403608616441,0.00441655050963163,0.00311064859852195,-0.00230681896209717,0.00136095611378551,-0.000669751432724297
"4",0.006837063934654,0.00137515680398792,-0.0043270057067275,-0.00945679657161236,0.000275528262136504,-0.00142366299405694,0.00197757408022881,0.00173502531833947,-0.00366820278577507,0.00106287316884845
"5",-0.00892862491309643,-0.00640069041401148,0.00464859744533896,-0.0116642480716109,0.00252316077239811,0.00145272980444133,-0.00207361718639731,0.00296782422810793,-0.00336463563144207,-0.000390635599615052
"6",-0.013137617148459,0.00222115218639374,0.00677936431020498,0.0076991175301373,0.00331687391735613,-0.00723925465717912,-0.000146931808558293,0.00160573853645474,0.00894205365329981,0.000733329623471946
"7",0.00668068462982774,0.00617280323058367,0.00893258024007082,-0.00307012326084077,-0.00371977686882019,-0.00117363769095391,0.0047891503199935,0.00100582803133875,-0.00454731332138181,0.000981582794338465
"8",-0.00592090142890811,0.00244686054065824,-0.00259289029054344,-7.54884677007794e-05,0.00109482510015368,-0.00648128660395741,-0.00160444807261229,0.005454754922539,5.85599336773157e-05,0.000875031459145248
"9",0.00412692921236157,0.0025840294547379,-0.00311169237829745,-0.00454156706109643,0.000818488886579871,0.00187217758502811,0.00134958978742361,-0.0044331825338304,0.00066622847225517,0.000548445736058056
"10",-0.00619184365496039,0.00252020871266723,0.00539279310032725,0.00513482559472322,0.00429955264553428,-0.00219329772517085,-0.000703969446476549,0.000303256907500327,-0.00404274417087436,0.00305734854191542
"11",-0.0031529264524579,0.00698569230735302,-0.000263373862253502,-0.0136137744411826,0.000366676395060495,0.00330362399108708,0.00190947053488344,2.42967980739195e-05,0.0039394972845912,0.00294326152652502
"12",0.0139216519892216,0.00090976245701313,-0.00110568187665194,-0.00812488421797752,0.00145901390351355,0.000983373145572841,0.000402771082008258,0.00262467889115214,-0.00750739546492696,0.0036583449691534
"13",-0.000384070037398487,0.0037600405048579,-0.00223518209531903,0.00181019108276814,0.00448079826310277,0.00210951291956007,0.00141109619289637,0.00448431866243482,-0.0109154684469104,0.00258157006464899
"14",-0.000182544565177523,0.000844910508021712,0.00151062442455441,0.0106560923159122,-0.0027609548997134,-0.00319201592355967,0.00102774379774928,-0.000365810992661864,0.00160321651492268,0.0041874572634697
"15",0.00311628519557416,-0.00616859970614314,-0.00262127304449677,-0.0103876544162631,-0.00770428357645869,0.00516432989388704,0.00203858898021281,0.00269984849728644,-0.00264346227049828,0.00253516784869134
"16",0.0031395482365042,0.00321815349161625,0.00237758900038898,-0.0135438591241837,0.00500549748539925,-0.00378238572739065,-0.0029339911416173,0.0116581050679088,0.00272167869843543,0.00605335319414735
"17",0.0024126973003149,0.00180291186552495,0.0012472114758566,0.00717487139627337,-0.00311952875927091,-0.00563814816996455,-0.00235970597714186,-0.00330375065095723,0.00364696537144482,0.00159627257380635
"18",-0.00851031206548214,0.000698492862284184,-0.00107060826849192,0.0157385934144258,0.000855876074638218,-0.00423907581716776,-0.00644309492781758,0.00235316948965192,-0.0122217312455177,-0.000441666721599177
"19",-0.00306032132357359,0.00648281443864107,-0.00337889231741428,-0.0117745259776711,0.00560581544414163,-0.00242816843092442,0.00316897872835398,0.00215957988984883,-0.00713020656257868,0.00109649740625173
"20",0.000451857864391059,-0.0025902041234076,0.00136597314849496,-0.00331011367961764,-0.00637187389656901,-0.00211144657805562,0.00129859172739089,-0.0047273556701839,-0.00130881881341338,-0.000617574085481465
"21",-0.00933100841939449,-0.00404114695265889,-0.000225869982386939,0.00618040887638927,0.00202859146520495,0.00371445715427399,0.00317328982055187,0.00187590182758868,0.00368425808846951,0.000845384609419852
