"","BAC","JPM","MSFT","XOM","GE","INTC","CSCO","WMT","IBM","PFE"
"1",-0.00344055239111185,-0.00836814101785421,-0.00124301807954907,-0.0113046104088426,-0.0047203185968101,0.00410129502415657,-0.0114764478057623,0.00632593734189868,-0.0109569821506739,0.005016447044909
"2",-0.00361127615906298,0.00667511066421866,0.00753600569441915,-0.00166192778851837,-0.00255483132787049,-0.00450373254716396,0.0100261410698295,0.014502395875752,-0.00224417028948665,-0.00388006726279855
"3",-0.00363417784683406,-0.0106356050819159,0.00469122594222426,-0.00374374981038272,-0.00385631574317813,0.0124525809660554,0.00533190043643117,-0.011531469412148,0.00805615819990635,0.0140334255993366
"4",0.0010826678480953,0.00968381483107805,-0.000607538619078696,-0.000903395062778145,-0.00157663691788912,0.000439168477896601,-0.00332583044655621,-0.00894407369196415,-0.004622558131814,-0.00790461897850037
"5",0.00504650175571442,0.0023534782230854,0.0127023607492447,-0.00977330654859543,-0.00639241700991988,-0.00119842099957168,-0.000246090348809958,-0.00274453987367451,-0.00302963075228035,-0.00420304108411074
"6",0.0122478911653161,-0.00963732413947582,-0.0026119970716536,0.00345877930521965,0.000908726244233549,0.00377902993932366,0.00842692237347364,-0.000656489399261773,0.00162600842304528,0.0104320989921689
"7",0.00757286231964827,0.00966762192547321,0.00700153084471822,-0.00245530088432133,0.000569563708268106,-0.0055527831427753,0.0100893285125494,-0.00186041300185025,0.000226111136726104,-0.00898813921958208
"8",-0.00768923200666904,-0.0132401194423437,-0.0123561173677444,-0.00134060485288501,-0.00984384212642908,-0.0051810909062624,0.000811254547443241,-0.00164053216576576,0.000884394801687449,-0.00624828413128853
"9",-0.00708374474197626,0.0160257052630186,0.00384547258727252,-0.00653402647003531,0.00474930601194501,-8.84383844095282e-05,-0.0034075821749866,0.000696244882419705,0.00219262321479619,-0.00130761996842921
"10",0.0070181735791266,0.00141204299870878,-0.00754524255171418,0.00569900032132864,0.0003149175317958,-0.00233415560796857,0.00566272810101509,0.00126340985298157,-0.00465583289042115,0.00768410880118608
"11",0.0141763659194112,-0.0169834494590759,0.0062826625071466,0.00124977785162628,0.00448699807748199,0.00430120760574937,0.00871585868299007,-0.000248168042162433,0.00242989859543741,0.00922264438122511
"12",-0.00161695491988212,-0.00457236636430025,-0.00783677771687508,-0.00452550500631332,0.0017823635134846,-0.0105180507525802,-0.0078877629712224,-0.00248364428989589,0.00118736224249005,-0.011450975202024
"13",0.00301935779862106,0.0135307125747204,0.00534649379551411,0.000382823694963008,-0.00705054262652993,-0.0120240245014429,-0.0061284638941288,0.000304960180073977,4.89509402541444e-05,0.000352501985616982
"14",0.0102224536240101,-0.0135334162041545,0.000154168999870308,0.000477444904390723,0.00362370372749865,-0.00471275672316551,0.00340450974181294,0.00382984080351889,-0.00522226328030229,0.00988237932324409
"15",0.000946354295592755,0.0140979494899511,0.000879267288837582,0.0110477395355701,0.00106957170646638,-0.00292397430166602,0.00541421072557569,-0.000496508786454797,-0.00068060407647863,-0.0039567700587213
"16",0.00863282661885023,0.00151492818258703,0.00815564673393965,-0.00254749041050673,-0.00733596784994006,0.00827157404273748,-0.0127436202019453,0.00132678437512368,-0.00329300155863166,0.00047337802243419
"17",-0.00818874500691891,-0.0120739573612809,0.00522960023954511,0.00114414561539888,-0.00743759144097567,0.00476083206012845,0.0030941313598305,0.0071293581277132,0.00158619810827076,0.00323801022022963
"18",-0.00571885053068399,0.0176281481981277,0.00555300200358033,0.00433932989835739,-0.00172456272412091,-0.00822132732719183,-0.00424774084240198,-0.00620792806148529,0.000233110346016474,0.00343836867250502
"19",0.0075038424693048,0.00210594665259123,-8.396460179938e-05,0.00203399476595223,-0.000828461954370141,-0.00326671241782606,0.00209012487903237,0.00936726108193398,0.00149959523696452,-0.00364214368164539
"20",-0.00351392570883036,-0.0144082792103291,0.0109442519024014,0.00328675494529307,-0.00349846435710788,0.00107120734173805,0.00136749853845686,0.00129752908833325,-0.00560627365484834,-0.00793735217303038
"21",-0.0138709517195821,0.0028176293708384,-0.00149448914453387,-0.00283205043524504,-0.00854724738746881,0.00869647040963173,0.0021431278437376,0.00794313289225101,0.00157220673281699,-0.00323077291250229
