"","AAPL","MSFT","BA","JPM","DIS","V","INTC","CRM","WMT","HD"
"1",-0.00896150525659323,0.00424387864768505,-0.0217361394315958,-0.0100419046357274,0.00521509442478418,0.00996008329093456,0.0343883894383907,0.00448723277077079,0.0014472451293841,-0.00182432553265244
"2",0.00372089329175651,-0.00811540335416794,-0.00839940365403891,0.0153463408350945,-0.0282199550420046,-0.00719359749928117,-0.00286137126386166,0.00559958396479487,-0.00136358244344592,-0.00147372228093445
"3",-0.0105673661455512,0.00641046557575464,-9.14699048735201e-05,-0.0061725527048111,-0.00777660589665174,0.000705544545780867,0.0239413902163506,0.00646483851596713,-0.010146395303309,0.00381343252956867
"4",-0.01184634398669,-0.000487318466184661,-0.00748783862218261,-0.00104500178713351,-0.0160671062767506,-0.00218384084291756,-0.00339312455616891,0.00386025616899133,-0.000955918803811073,0.00730518065392971
"5",0.0135423615574837,0.00121661915909499,-0.00542155746370554,0.0125814313068986,0.00222621811553836,0.00963649898767471,0.0259539615362883,0.000786043878179044,0.00338158337399364,-0.00587052246555686
"6",-0.00683913100510836,-0.00536474119871855,0.00804060790687799,-0.00365663785487413,0.00462984154000878,-0.000885447370819747,0.00120749417692423,0.00362946186214685,-0.00334919337183237,-0.000109731809061486
"7",0.00718768173828721,0.000446923600975424,-0.0127996783703566,-0.00432278122752905,-0.000921762257348746,-0.000610565475653857,0.0129889519885182,-0.00655698077753186,-0.00186021393164992,0.00707304058596492
"8",-0.00976332928985357,-0.00551318190991879,-0.00984132755547762,-0.00849710032343864,6.09677990723867e-05,-0.0128877200186253,0.00113896140828729,0.00579635566100478,-0.00424617901444435,0.00823407247662544
"9",0.00832197349518538,-0.00525270262733102,0.00410472322255373,0.00695539731532335,-0.000232598729780875,-0.000730710162315518,0.0229826476424932,-0.000164832192240283,-0.000299854174954817,0.00489585194736719
"10",-0.00297964620403945,-0.000812205602414906,-0.00238825217820704,0.00382237904705107,-0.00114316772669554,-0.00604105275124311,-0.00382781540974975,0.00796938594430685,-0.00324545055627823,-0.000730315921828151
"11",0.0113675249740481,-0.00240782252512872,0.00129255244974047,0.00403424818068743,0.00374978105537593,-0.00417170999571681,0.00433138478547335,0.00517544336616993,-0.00129348807968199,0.00901862978935242
"12",0.0079669039696455,-0.00216396548785269,-0.00813884939998388,0.00218479288741946,0.00409007864072919,-0.00015793411876075,-0.00194472842849791,-0.000124950645840727,-0.00242771347984672,-0.00430609006434679
"13",0.000903997221030295,-0.00359376077540219,-0.0145746478810906,0.00825043860822916,-1.82293224497698e-05,0.00624631019309163,0.00371981831267476,0.00480361469089985,-0.00152823585085571,0.00949750188738108
"14",0.0122965546324849,-0.00509863067418337,-0.0120568452402949,0.0111879287287593,-0.00513439625501633,0.00651182141155005,0.00166786788031459,-0.00769462343305349,-0.00448965327814221,0.00512223644182086
"15",0.00556603027507663,-0.000528731266967952,0.0041223531588912,0.00389723293483257,-0.0130214607343078,0.00350085156969726,-0.0106311365962029,-0.00239365664310753,0.00370363006368279,-1.32975046653883e-05
"16",0.00903676077723503,0.0014316919259727,-0.0106724966317415,0.0115701714530587,-0.00524497544392943,-0.010240095667541,-0.0117268804460764,-0.00279806344769895,-0.0018630645936355,0.0016298076370731
"17",0.00788651686161757,0.00144725444260985,-0.00743717793375254,-0.00548555096611381,-0.00295006204396486,0.00312878377735615,0.0134618300944567,-0.0107874609529972,0.00138858717400581,0.000901664257980883
"18",0.0151766166090965,-3.74333649233449e-05,0.00609306618571281,0.016753762960434,-0.00521663064137101,-0.0067763882689178,-0.0145827140659094,0.00595895107835531,-0.00306306011043489,0.00539168063551188
"19",0.0142598794773221,-0.00222010933794081,0.00237101758830249,0.0109578082337976,-0.0106220794841647,-0.00179632031358778,-0.0170623194426298,-0.00722146080806851,-0.000886236084625125,0.00432306574657559
"20",0.00905378628522158,-0.00279110413976014,-0.00190907786600292,-0.00250771082937717,0.00301970890723169,0.0066204727627337,-0.00570136029273272,0.00162440387066454,-0.00919897854328156,0.00326106930151582
"21",0.00664885528385639,-0.000294530647806823,-0.0111293811351061,-0.00297709973528981,0.00529293576255441,-0.0014046257128939,-0.00116790924221277,-2.73851310339523e-06,-0.00105613225605339,0.00132713362108916
