"","AAPL","MSFT","GE","DIS","JPM","XOM","PFE","INTC","JNJ","CVX"
"1",0.00525045208632946,0.00356450187973678,0.00344418478198349,-0.0327515378594398,0.000826329865958542,-0.00323937274515629,-0.00982220005244017,-0.00899142120033503,0.00172094709705561,-0.00346165569499135
"2",-0.00207851827144623,-0.00669258134439588,0.00676253391429782,-0.00570861902087927,-0.00807715952396393,-0.00386348203755915,0.00119778688531369,-0.00557121634483337,0.00443452876061201,0.00290441140532494
"3",-0.00700382562354207,-0.00726779876276851,-0.00373287010006607,-0.00369159458205104,-0.00177739653736353,0.00482027046382427,-0.00316697405651212,0.00125964498147368,0.00157063780352473,-0.00520828412845731
"4",-0.00455821864306927,-0.00676639145240188,0.000139389871037565,0.0133058149367571,0.00726212607696652,-0.00265404931269586,-0.00663640396669507,-0.00259109656326473,0.000600003928411752,-0.0199156906455755
"5",0.00588387716561556,0.00259900861419737,-0.00233886740170419,0.00455150287598372,-0.00718715926632285,-0.000247745949309319,-0.0111060570925474,0.00209528766572475,-1.06556908576749e-05,-0.00295964325778186
"6",-0.0129558993503451,-0.00358805432915688,-0.000448321283329278,-0.000344610743923113,0.00471188826486468,-0.00214895652607083,0.0131733966991305,0.000782428309321404,0.00519227795302868,-0.00317378947511315
"7",-0.00158228480722755,0.00135463150218129,-0.000162517200806178,0.010292979888618,-0.00679349061101675,-0.00523980241268873,-0.002405711915344,0.000618413498159498,-0.000148925581015646,-0.000601221923716366
"8",-0.00338534777984023,-0.0043798596598208,0.00341956806369126,-0.00530814565718174,0.00158115057274699,-0.00273483409546316,-0.00433767773211002,-0.00417384319007397,-0.00689111836254597,-0.000224878007429652
"9",0.00147162319626659,0.00405780551955104,-0.000640667451079935,-0.000439262395957485,-0.00702446745708585,-0.00408167392015457,0.0109546324238181,0.00403169449418783,0.000593765929806978,0.00856922660022974
"10",-0.0221057422459126,0.00296873738989234,0.00303741730749607,-0.00206435937434435,-0.000543771020602435,0.00130608049221337,-3.80718738597352e-05,-0.00313291954807937,0.00862649828195572,-0.00659383833408356
"11",-0.00191373634152114,0.000993778114207089,-0.000746467674616724,-0.00133326963987201,0.0143217230215669,-0.00198460859246552,-0.00606382079422474,-0.000121617129480001,-0.00187736086081713,-0.00278764613904059
"12",0.00506782159209251,0.00333158788271248,-0.00239677773788571,-0.00567950727418065,0.00212077889591455,0.000283867411781102,-0.00282254139892757,-0.00390119338408113,0.00182244007010013,-0.00552801741287112
"13",0.0066637396812439,-0.00457406276836991,-0.0053292247466743,0.00151457509491593,0.00161090749315917,0.000812592741567641,-0.00332040339708328,0.000508055672980845,-0.000804150768090039,0.00155955739319324
"14",0.00741879036650062,0.0012531008105725,0.00801954511553049,0.00699521321803331,-0.00746490387246013,-0.00565673736855388,-0.00126161589287221,-0.000290423718979582,-0.00168354518245906,-0.00718577718362212
"15",-0.00871344748884439,-0.00958466157317162,0.0021825882140547,0.00637775799259543,0.0126425130292773,-0.000908314832486212,-0.0029393513686955,0.00644538132473826,0.00135241099633276,-0.0050221080891788
"16",0.00314897089265287,0.00451205018907785,-0.0053074206225574,-0.00566911464557052,-0.00173742685001343,-0.00050115236081183,-0.00845203921198845,-0.000133450055727735,-0.00171708082780242,-0.00469299638643861
"17",-0.0142820561304688,-0.0090471850708127,0.000259048858424649,-0.00584602449089289,-0.000243960763327777,0.000484033807879314,0.00511658890172839,-0.00147381843999028,-0.00661131041124463,-0.00484055979177356
"18",-0.00149408751167357,0.000197599772945978,-0.00090949609875679,-0.00180018041282892,0.00395945040509105,-0.00373451528139412,0.000502337934449315,1.40384572659968e-05,-0.00473687425255775,-0.0041714203543961
"19",0.00066376687027514,0.0109535278752446,0.00254488876089454,0.0028452449478209,-0.0014426470734179,0.00504125468432903,-0.00714340433478355,0.00777379190549254,0.00205299211665988,0.00162296579219401
"20",0.00229456089437008,-0.000744447461329401,-0.000486080476548523,0.00461672525852919,0.00130860775243491,0.00186286715324968,0.00300923176109791,-0.00242465757764876,-0.00218164036050439,-0.00838952418416739
"21",0.00451443158090115,0.00391381420195103,0.00167465326376259,-0.00260557327419519,0.00146592943929136,-0.00585190439596772,0.000370166002539918,0.00234034773893654,0.00596972228959203,0.00329616060480475
