"","BAC","XOM","C","JPM","GE","MSFT","WMT","INTC","CVX","PG"
"1",0.14582160115242,0.00181963481009007,0.0187005251646042,0.0199262276291847,-0.0347918272018433,-0.0352425388991833,-0.00158688030205667,-0.00763168279081583,-0.00471767503768206,-0.0121670328080654
"2",0.0306319091469049,0.00246077077463269,0.0104839550331235,-0.000306881440337747,0.0390061847865582,0.00552272563800216,0.00109158386476338,-0.031136916950345,-0.0207440573722124,-0.000968133332207799
"3",0.102050215005875,-0.0115552553907037,0.0262973960489035,-0.0369786992669106,0.0173149239271879,0.0237653627991676,0.00263717654161155,0.014909346587956,0.0230052769184113,0.000126283062854782
"4",0.0722374394536018,0.01448286883533,-0.0466513484716415,-0.0323325358331203,-0.0113379936665297,0.0115648796781898,0.00976209994405508,0.0118747400119901,0.00199524848721921,-0.0173854790627956
"5",-0.102670326828957,0.00568934017792344,-0.0822301805019379,0.00440882612019777,-0.0407501980662346,-0.00468726735562086,0.0168617498129606,-0.0205341447144747,-0.0382707640528679,-0.0246494188904762
"6",-0.0086116986349225,-0.00241127796471119,-0.0417393483221531,-0.0035152796190232,0.00117151939775795,-0.0088824238628149,-0.00146910292096436,0.0105064734816551,-0.00718297250568867,0.00023750877880957
"7",-0.0607201941311359,-0.0047645652666688,0.0345171242952347,-0.0201720874756575,0.0138705028221011,-0.00423824368044734,-0.0205207206308842,-0.00736356340348721,-0.00248030014336109,-0.0165493376553059
"8",-0.0516348704695702,-0.00558827072381973,-0.00771883083507419,-0.0352854058146477,0.0213124435395002,0.0123311029747128,0.00458647776395082,0.00146181345917284,0.00413860892876983,0.00102386111393571
"9",-0.0515062436461449,0.00417610909789801,-0.0669070556759834,-0.021921694278717,-0.0365573465824127,-0.00404477398842573,-0.00806213542819023,-0.00975833833217621,0.00523859262466431,-0.00238009192980826
"10",-0.016877880319953,-0.00274640996940434,-0.0304549653083086,0.0239455718547106,0.00376370456069708,-0.000995863112621009,-0.00349638401530683,0.0106752766296268,0.0019812248647213,-0.00942699704319239
"11",-0.056130301207304,-0.00176239281427115,-0.0633655190467834,-0.0293994303792715,-0.0122638456523418,0.0102379359304905,-0.00464118644595146,-0.0196378733962774,-0.0103755779564381,-0.010821370407939
"12",0.0190118737518787,-0.0039535341784358,-0.0155700044706464,-0.016111433506012,-0.0214944146573544,0.00776811828836799,0.000394426693674177,0.000877630605828017,-0.00744587881490588,0.00997160840779543
"13",-0.0360581576824188,0.00167761719785631,-0.0351392738521099,-0.0309236664324999,0.0014954392099753,-0.00371471559628844,0.00299913436174393,0.00279940548352897,-0.0145091051235795,0.00376840610988438
"14",0.0116795180365443,0.00235760770738125,0.0130662703886628,0.0142198717221618,0.01186394225806,0.00308411871083081,0.00894419848918915,-0.0123056070879102,-0.00697945384308696,0.00308722187764943
"15",-0.0473584644496441,0.0021810638718307,0.00723229488357902,-0.00119562249165028,-0.0140670798718929,-5.29546996403951e-05,-0.0168929677456617,0.000956262811087072,-0.00691457837820053,-0.000529555778484792
"16",0.0134794656187296,0.000958241813350469,0.0051863738335669,-0.0178762264549732,-0.039305429905653,-0.00811521708965302,0.000969768443610519,-0.00211130804382265,0.0129190851002932,-0.00344768492504954
"17",-0.0117239644750953,0.00338574219495058,0.0035968697629869,0.00170063273981214,-0.00155560707207769,-0.00416312552988529,0.000752717489376664,-0.0130307227373123,-0.00804355926811695,-0.00654183607548475
"18",-0.0312601067125797,0.000695515132974833,-0.00371159426867962,0.0107927201315761,0.0239418316632509,0.00706955371424556,0.000580205174628645,0.01156394649297,0.00994390808045864,0.00120479904580861
"19",-0.0356887988746166,-0.00106334942393005,0.0120827946811914,0.00162798480596393,-0.0185571312904358,0.0059553268365562,-0.00295789889059961,0.00319203338585794,0.0140186250209808,-0.00557229295372963
"20",0.00983146298676729,-0.00288879033178091,-0.00862518511712551,-0.0103248218074441,-0.011089526116848,-0.00287457928061485,0.00596244772896171,-0.00922833383083344,0.0149893807247281,0.00101236661430448
"21",-0.00623905239626765,0.00122475856915116,0.0183355249464512,0.0146084260195494,0.0124729769304395,-0.010363164357841,-0.000848233699798584,0.0202818978577852,0.0138593260198832,-0.00393144320696592
