"","BAC","MSFT","JPM","CSCO","XOM","INTC","GE","HPQ","PFE","IBM"
"1",0.0044669765047729,0.00633222237229347,-0.00351930456236005,0.00296772993169725,0.00226274062879384,0.00656446442008018,0.00282121123746037,-0.00114315957762301,0.0022901720367372,0.010931059718132
"2",-0.0124031277373433,0.0112738301977515,-0.00891064293682575,0.00341053470037878,0.0064133470878005,0.0042422073893249,0.00347727444022894,0.00385919213294983,0.00755249848589301,0.00171744497492909
"3",0.00332018476910889,0.00168341491371393,-0.0151435397565365,0.00489956699311733,-0.00781533867120743,0.00706508476287127,-0.0141177242621779,0.00102750165387988,-0.00803411286324263,0.00213555479422212
"4",0.00267069973051548,-0.00126287236344069,0.00451504532247782,0.00523834768682718,0.00777062773704529,-0.00520607968792319,-0.00245888228528202,0.00477558746933937,0.00619707070291042,0.00115090480539948
"5",-0.00131052220240235,0.0206291452050209,-0.00725369155406952,-0.064813032746315,-0.00175334967207164,0.00819547194987535,0.00437535997480154,0.00306914350949228,-0.00541188288480043,0.00370456953532994
"6",0.0177097041159868,0.00721884379163384,0.00330983684398234,-0.000468121172161773,0.00450756913051009,0.00948655977845192,-0.00518619688227773,-0.00210918020457029,0.00630646105855703,0.00335867307148874
"7",-0.000810426485259086,0.00816395133733749,-0.00656085880473256,-0.00291432463563979,0.00136626162566245,-0.000378247088519856,-0.00873560551553965,-0.000148088627611287,-0.00561381224542856,0.00234508188441396
"8",-0.0127107603475451,0.00205747247673571,0.00390707980841398,-0.0198610201478004,-0.00963705033063889,-0.0110899787396193,0.000903062173165381,0.000657808675896376,-0.000314838340273127,0.00258994568139315
"9",-0.0205083899199963,0.000589353323448449,-0.00674001639708877,0.00397469149902463,-6.86135826981626e-05,0.0214039720594883,0.000804303213953972,0.00465349247679114,0.00665506580844522,0.00152188667561859
"10",0.00526711344718933,0.00120570533908904,-0.0173098668456078,-0.00446247216314077,-0.000660616031382233,0.00347901880741119,-0.00849643815308809,0.0104393102228642,-0.00441656867042184,0.00241994624957442
"11",-0.0054970164783299,-0.00284824916161597,-0.00130562554113567,-0.000209780817385763,0.00413975305855274,0.0194463711231947,-0.00681331427767873,0.0109046185389161,-0.00551000330597162,-0.00062914693262428
"12",-0.00702506490051746,-0.000263290858129039,0.003766855224967,-0.00468865688890219,0.00326668447814882,0.00242204777896404,-0.0068857166916132,0.00486899446696043,-0.00251259305514395,0.00333951995708048
"13",-0.00233721663244069,-0.00982136558741331,0.00565447239205241,-0.00669538415968418,-0.000726159778423607,-0.00417430233210325,-0.0106537556275725,-0.00135840650182217,0.00250211078673601,0.00295790005475283
"14",-0.0042651379480958,0.00239371322095394,-0.00440148916095495,0.00569653091952205,0.00474528595805168,0.000477733439765871,0.0086468867957592,0.00438144523650408,-0.0136903189122677,0.000467590522021055
"15",-0.00943241827189922,0.000412543478887528,-0.00266189663670957,-0.00404784642159939,-0.00159501389134675,-0.00508475955575705,0.00818441528826952,0.00556675950065255,0.0104535166174173,0.00339581980369985
"16",-0.00461743818596005,0.00421371823176742,-7.59246468078345e-05,0.00443366635590792,-0.000881153915543109,0.00212920061312616,-0.00138815969694406,0.00651519373059273,-0.00488974200561643,0.000666918989736587
"17",-0.000768414000049233,-0.00266033294610679,0.000528590579051524,0.00713620567694306,0.00529707269743085,-0.00380250625312328,0.00170925352722406,0.0109821390360594,0.000943232094869018,0.0025528990663588
"18",-0.000691797933541238,0.00256798299960792,-0.00229088799096644,0.00620119366794825,0.00145440944470465,0.00111623841803521,-0.00338788027875125,0.00592144299298525,-0.00868912041187286,0.000638121680822223
"19",0.0109478756785393,-0.00250412919558585,-0.000170858023921028,-8.23202135507017e-05,0.00736373942345381,0.00940653122961521,0.00235006678849459,0.00521672563627362,-7.10945460014045e-05,0.00166087655816227
"20",0.000178342292201705,-0.00483761820942163,0.00365490699186921,-0.00304919457994401,0.00528849801048636,0.00126577273476869,-0.00409006467089057,-0.00270973797887564,0.00480672065168619,0.00255060871131718
"21",-0.00765790930017829,-0.00654949527233839,-0.00251511065289378,-0.00497717363759875,-0.00406559929251671,0.00891122780740261,-0.00341745279729366,0.00199755886569619,-9.34659328777343e-05,0.00015715480549261
