"","AAPL","MSFT","GE","XOM","INTC","JPM","DIS","JNJ","PFE","CVX"
"1",-0.00270559592172503,-0.00226982193998992,0.00965629611164331,0.00461915880441666,-0.00521005876362324,0.00486770970746875,-0.00387587700970471,0.00874425750225782,0.0299951992928982,-0.00191761972382665
"2",0.0135836936533451,-0.0123591907322407,-0.000708065228536725,0.000664877064991742,-0.00131499860435724,0.00360574899241328,0.00718378601595759,-0.00450023775920272,-0.00181752629578114,-0.00448463438078761
"3",0.00896907318383455,-0.0129348486661911,-0.00995816010981798,-0.00217967829667032,0.00743141490966082,-0.00443300046026707,-0.000619888829533011,-0.00251647876575589,-0.020568510517478,0.00676227267831564
"4",-0.013325615786016,0.000164876997587271,-0.000579826941248029,-0.00494335731491446,-0.00833426415920258,0.0110578807070851,0.000602424202952534,-0.00330233434215188,0.0071479226462543,-0.014276840724051
"5",-0.0128604518249631,-0.00926979165524244,-0.00299857370555401,-0.00707098469138145,0.0157176721841097,-5.06315082020592e-05,0.000101929079391994,-0.0140699278563261,-0.0037796413525939,-0.00622431933879852
"6",-0.000114072339783888,0.00154270441271365,-0.00584815535694361,-0.00670689297839999,-0.0157159306108952,0.00131778756622225,0.00519235664978623,-0.000748021411709487,0.011330378241837,0.00132086011581123
"7",-0.00595937622711062,-3.84091363230255e-05,-0.00260765221901238,-0.000963053316809237,0.0034831939265132,0.00265427585691214,0.00130724138580263,0.000819962006062269,0.0114638525992632,-0.00231542345136404
"8",-0.0241414904594421,-0.00137306516990066,-0.00199852557852864,-0.00232165493071079,-0.00815852545201778,0.001876424648799,0.000476670800708234,-0.00519251683726907,-0.00374755961820483,0.00068198109511286
"9",-0.00290793366730213,0.000847884337417781,0.000854054058436304,-0.00293889478780329,-0.00221464643254876,-0.00178049458190799,-0.00238198298029602,0.00094912142958492,0.00712859677150846,-0.00248496886342764
"10",0.00909143965691328,0.00143642351031303,0.0033407686278224,-0.0041235014796257,-0.00487904716283083,-0.00230813352391124,-0.00513157621026039,0.00158290995750576,-0.00181297748349607,-0.00188281817827374
"11",0.0100373150780797,0.00299571920186281,-8.93987889867276e-05,-0.00191021431237459,0.000366293010301888,0.00429080845788121,-0.00628348300233483,-0.00210967403836548,0.00245315255597234,0.00607114192098379
"12",-0.00373137765564024,-0.00452699465677142,-0.00182411610148847,-0.000129457330331206,-0.00733031798154116,0.000591733725741506,0.00571936555206776,-0.0023449738509953,0.00990215968340635,-0.00867072213441133
"13",-0.000673461356200278,-0.00406922353431582,0.00226603448390961,-0.000190446953638457,-0.00566075788810849,-0.000168414699146524,0.000830213015433401,0.00332177011296153,0.00228250329382718,-0.00531786633655429
"14",-0.00472945347428322,-0.00185294065158814,0.00742202112451196,0.00139924150425941,-0.00337085220962763,-0.00153676455374807,-0.0020093834027648,0.000210045822313987,0.00635059643536806,-0.0123465647920966
"15",-0.0131954737007618,-0.0109619721770287,-0.00473634712398052,-0.00239687296561897,-0.00637383107095957,0.00508033903315663,-0.000851697230245918,-0.0111860241740942,-0.000341670558555052,-0.00113885651808232
"16",-0.0130760744214058,-0.0110274087637663,0.00142821518238634,0.00250682281330228,-0.00362957967445254,-0.00294964434579015,0.00357604189775884,-0.00293700862675905,0.00326382531784475,0.00534733291715384
"17",0.000582441920414567,-0.0111497836187482,0.000939989287871867,-0.00380331068299711,-4.61615891254041e-05,-0.0047038053162396,-0.00194287102203816,0.000345171254593879,-0.0045249960385263,-0.0039173373952508
"18",0.0101428208872676,-0.00643350929021835,0.00270480755716562,-0.00210382370278239,-0.00839304737746716,0.00296761700883508,-0.00172286538872868,0.00105276994872838,-0.0016302561853081,0.00424004811793566
"19",0.00309403496794403,-0.00611654203385115,0.00103339087218046,-0.00394882680848241,-0.00385734252631664,-0.000489833066239953,-0.0036761024966836,-0.00189156003762037,-0.00215112417936325,-0.0132455807179213
"20",0.00110976886935532,0.00167812395375222,0.00150779122486711,0.00184519973117858,-0.00513307237997651,-0.00626716436818242,0.0027410292532295,-0.00316060963086784,-0.00139491155277938,-0.011645327322185
"21",0.00248405826278031,0.0056786360219121,0.00264224200509489,-0.00415753526613116,-0.00522999977692962,-0.00115120643749833,2.4482753360644e-05,-0.00442538782954216,-0.00160175689961761,-0.00582980876788497
