"","MSFT","JPM","XOM","PFE","GE","INTC","CSCO","JNJ","IBM","V"
"1",0.00887300819158554,-0.0122354254126549,0.0017229508375749,-0.00133367290254682,-0.0014044624986127,-0.000465475051896647,0.00114679744001478,-0.0004162069526501,-0.00296098389662802,0.00351318856701255
"2",0.00327017274685204,-0.00220398069359362,-0.00630085868760943,-0.00156689528375864,-0.00277875806204975,-0.00291050877422094,0.00615542242303491,-0.000117006660730112,-0.00325727905146778,-0.00244460441172123
"3",0.0075248908251524,0.00841961521655321,0.00325074559077621,0.00386375794187188,-0.000238341934164055,-0.00222033145837486,0.00287041557021439,-0.000826214614789933,0.00103483430575579,0.000112550013000146
"4",0.0240218862891197,0.00198448402807117,-0.000551657634787261,0.0045173391699791,-0.00266987457871437,-0.00515941251069307,0.00122088787611574,-0.00073344080010429,-0.00135748274624348,-0.00273407087661326
"5",0.00980741064995527,-0.00446380767971277,0.000695761584211141,0.000955567636992782,0.00859051197767258,0.0013484904775396,0.00273425201885402,0.00134778581559658,0.00407153042033315,0.00372270820662379
"6",-0.0103957252576947,-0.00178609869908541,-0.00293944263830781,0.00306250527501106,-0.00511920684948564,-0.00131948431953788,0.00229300581850111,0.00332656176760793,-0.00374266528524458,-0.00286094797775149
"7",0.00646976986899972,-0.000971222179941833,0.00383424828760326,0.00512117240577936,0.00428298255428672,0.000265248672803864,-0.00052650534780696,-0.00171532423701137,0.0039697983302176,0.000647365115582943
"8",-0.00526362936943769,-0.00104773603379726,-0.00577707728371024,-0.00837951712310314,0.00219577481038868,0.0008629314834252,0.000590871029999107,0.00396970519796014,0.00138820591382682,-0.00251065823249519
"9",0.00413938332349062,0.00580922560766339,5.08006305608433e-05,-0.00319969607517123,-0.00185830623377115,0.00201990036293864,0.00417789630591869,0.000633663206826895,0.00143062858842313,0.00624079070985317
"10",0.00530102523043752,0.00781723111867905,-0.00243369257077575,-0.00499157421290874,-0.00789995491504669,-0.00895546562969685,-0.0107445446774364,-0.00143851398024708,-0.000256002240348607,0.00917659886181355
"11",0.00436856923624873,0.00114105723332614,5.84546905884054e-05,-0.00177411665208638,0.0109719634056091,-0.00230421056039631,-0.00246521853841841,0.000977668212726712,0.0045136446133256,-0.0148173989728093
"12",-0.00521653518080711,-0.000383363920263946,-0.00135856366250664,0.00458205910399556,0.000395281909732148,-0.0019353119423613,0.00173566734883934,0.00132559891790152,-0.00124581856653094,0.00458468543365598
"13",-0.00549920927733183,-0.00381566630676389,0.000503512739669532,-0.00390479364432395,-0.0036999445874244,0.000960645964369178,-0.010189039632678,0.000594498531427234,0.00149270868860185,-0.00185625138692558
"14",0.00375452172011137,0.00343808997422457,0.000197673522052355,0.000298089988064021,-0.0102656995877624,-0.00658101914450526,-0.00765161449089646,0.00154957862105221,-0.00154051173012704,-0.0106363892555237
"15",0.00873113423585892,-0.00333588989451528,-0.000793384562712163,-0.000836227613035589,-0.000242731854086742,-0.0101311318576336,-0.00141174928285182,0.00288813374936581,0.0054620997980237,0.00897907838225365
"16",-0.00303100585006177,-0.00379359698854387,-0.00150252366438508,0.00403310218825936,0.00626276480033994,-0.00156053144019097,-0.00415250565856695,0.00172739045228809,-0.00401683151721954,0.00318716419860721
"17",0.00231853267177939,-0.00182223529554904,0.00354827824048698,0.00204219250008464,0.00161771546117961,0.00387316476553679,-0.00993226375430822,-2.39799301198218e-05,0.00796087924391031,-0.00385173223912716
"18",0.00163504004012793,-0.00477095879614353,-0.00371592002920806,-0.00447587110102177,-0.00306416931562126,-0.00335127394646406,-0.010849510319531,0.00135804386809468,-0.00216950080357492,-0.00372425699606538
"19",0.0012634617742151,-0.00226456788368523,7.19720774213783e-05,0.0119739789515734,0.00217090314254165,-0.00327062816359103,0.00246600713580847,0.000991392531432211,0.00102437636815012,0.00531884795054793
"20",0.00730501674115658,-0.00332421739585698,-0.00320455175824463,-0.00183916825335473,0.000152965760207735,-0.00426903134211898,-0.00343020563013852,0.00242782663553953,-0.00320149725303054,0.00157217204105109
"21",0.00599716976284981,0.00253103883005679,0.00320561579428613,-0.00169389217626303,-0.00284484634175897,0.00338707654736936,0.000154933994053863,0.00269493251107633,0.00858676992356777,-0.00688094832003117
