"","MSFT","JPM","XOM","GE","PFE","CSCO","V","VZ","INTC","JNJ"
"1",-0.000286700495053083,0.000700562668498605,0.00437697861343622,0.00328400009311736,-0.00105683051515371,-0.0132955750450492,0.00245603220537305,-0.0012381870765239,0.00100781000219285,0.0038964964915067
"2",0.00650820368900895,-0.00365475052967668,0.00298751005902886,0.000205691729206592,-0.00720413820818067,0.00373347732238472,-0.00631168344989419,-0.000681659323163331,-0.0115172155201435,0.00232943054288626
"3",0.00443901866674423,-0.00501041952520609,-0.000526341318618506,-0.00140306353569031,0.0155059583485126,-0.00353982788510621,0.00254007335752249,-0.00587602378800511,0.00235472130589187,-0.000632657611276954
"4",-0.00263429363258183,-0.00081246648915112,4.07786938012578e-05,-0.00191894255112857,-0.00655868602916598,0.00627465080469847,-0.00252342037856579,0.00290266610682011,-0.00112705759238452,0.00192699080798775
"5",-0.0021721888333559,0.00348084652796388,-0.00217414181679487,-0.000205719887162559,0.00256345490925014,0.000183405602001585,-0.0021411906927824,0.00366439227946103,0.0121978018432856,-0.00504120299592614
"6",-0.00255730911158025,-0.00314019597135484,0.00104356638621539,-0.00121036556083709,0.001766188419424,0.00318749551661313,0.00706815905869007,0.000389110238756984,0.00537699367851019,-0.000741298485081643
"7",-0.00747571652755141,0.00703693181276321,0.000619337311945856,-0.00238763331435621,-0.0116543350741267,0.0142455920577049,-0.000486579287098721,-0.0040210341103375,0.00847365241497755,0.00865343771874905
"8",0.00980242993682623,-0.00409687589854002,-0.00218032347038388,-0.00152074673678726,-0.00611419882625341,-0.000783782335929573,-0.00172042171470821,-0.00508824596181512,0.00113088346552104,-0.0118831107392907
"9",0.0179136097431183,0.00465489784255624,0.00593764940276742,-0.00244523561559618,-0.000760989263653755,0.0078820725902915,-0.0062865330837667,-0.00514811649918556,-0.00102301663719118,-0.00379848247393966
"10",0.00682967714965343,-0.00674583995714784,0.00110327347647399,0.000268873060122132,0.011651317588985,-0.000663621874991804,0.00399427954107523,-0.0035808589309454,0.00779991922900081,0.00315684103406966
"11",0.00467007979750633,-0.00562229054048657,-0.00235734088346362,-0.00495543051511049,0.000681856938172132,-0.00161748635582626,-0.0040820213034749,-0.00590224517509341,-0.00263723474927247,0.000652689253911376
"12",0.00305588962510228,-0.00214279489591718,0.000514760031364858,-0.000724562909454107,-0.00260208453983068,-0.00275837210938334,-0.00272064213640988,-0.00178157119080424,3.98441843572073e-05,-0.00338043877854943
"13",-0.000326656794641167,0.00320240436121821,-0.0017531068297103,-0.00210447888821363,0.00772070977836847,-0.00584636302664876,-0.00139446638058871,-0.000115620765427593,0.00496073300018907,0.00483999494463205
"14",0.00944042857736349,-0.0117978937923908,-0.00181437993887812,0.00196356722153723,-0.00687829125672579,-0.00347196683287621,-0.00541137764230371,-0.00295044225640595,0.00146000785753131,-0.00143634178675711
"15",0.00077811029041186,0.00130417151376605,0.000800819485448301,-0.00565046397969127,0.00044147766311653,-0.00917767733335495,0.00278013362549245,-0.00487175956368446,-0.0115387979894876,0.00222540949471295
"16",-0.000735107867512852,0.00416930112987757,-0.00269888201728463,2.02635146706598e-05,0.00325808976776898,0.00172485690563917,-0.00699509773403406,-0.00187138502951711,-0.00109598436392844,-0.00440815137699246
"17",-0.00393825210630894,-0.00252933450974524,-0.00152364710811526,-0.000728362763766199,0.000666096864733845,0.00642802752554417,0.00335581949912012,-0.00322705926373601,0.00335791287943721,-0.000517835782375187
"18",-0.0107458168640733,-0.00655403826385736,0.000729326799046248,0.00155848579015583,0.00961766485124826,-0.00120297225657851,0.00410533789545298,-0.00365671119652689,0.00263644778169692,0.0116085633635521
"19",-0.0010115458862856,-0.00469954963773489,-0.00798406545072794,-0.000742678821552545,-0.0031120590865612,0.00397278508171439,-0.00688312295824289,-0.000966638792306185,-0.00460460130125284,-0.00661640847101808
"20",0.0181577447801828,-0.00280209793709219,0.000834953971207142,-0.000267719849944115,-0.000563547655474395,0.00118813524022698,0.00695034163072705,-0.000119712181913201,-0.00362885743379593,-0.00258037354797125
"21",0.00816712994128466,0.000647388456854969,-0.00698097608983517,0.00180387601722032,-0.00325549161061645,-0.000587455346249044,-0.0034474830608815,-0.00391012895852327,0.00180600490421057,0.00430844118818641
