"","C","MSFT","XOM","BAC","GE","INTC","JPM","WMT","AIG","IBM"
"1",0.00223595323041081,-0.0269655380398035,0.00175895646680146,0.0103411395102739,0.0453894250094891,0.00718973623588681,0.0251977369189262,0.00156703335233033,-0.00727817555889487,0.00176136591471732
"2",0.0175796635448933,-0.00375082553364336,0.0053203203715384,0.0142814489081502,-0.00442701810970902,0.00640301359817386,0.00876336451619864,-0.00277275172993541,-0.0208206493407488,0.00811600405722857
"3",-0.0128461718559265,-0.00129327003378421,0.00705634104087949,0.0242723133414984,-0.00309697980992496,-0.000666666659526527,0.030503811314702,0.012311534024775,-0.00102933670859784,0.000948418513871729
"4",-0.0097143929451704,-0.00682400306686759,-0.00523207010701299,0.0251992419362068,0.00226600305177271,-0.00428926339372993,-0.0181716736406088,0.00297172740101814,-0.0474125184118748,-0.00366320786997676
"5",-0.00096120749367401,0.0075494134798646,0.00726516079157591,0.0252443738281727,0.000957830692641437,0.00298265786841512,0.00234257755801082,-0.00610929494723678,0.0219020396471024,-0.00218079891055822
"6",0.00927803292870522,0.00296280439943075,0.00243312167003751,0.00440420256927609,-0.000506635871715844,-0.00944231357425451,0.0074298488907516,0.000553140125703067,0.00197702716104686,0.00153886538464576
"7",-0.00494147371500731,-0.0094169843941927,0.000450060237199068,-0.00040386850014329,-0.00329944002442062,-0.00424446817487478,0.00362273817881942,-0.00244726613163948,-0.0144141791388392,0.000398513744585216
"8",0.0011190150398761,-0.00507513713091612,0.00205670879222453,0.00041594504727982,0.00335183064453304,0.0114448172971606,-0.0173136163502932,-0.00480920029804111,-0.0743503049015999,-0.00118291703984141
"9",-0.0076664132066071,-0.011064657010138,0.00198821537196636,-0.0157287362962961,-0.00746457139030099,-0.0134772518649697,-0.00555119197815657,-0.00197387207299471,0.0026544164866209,0.00793863739818335
"10",-0.00973894447088242,0.0104557098820806,-0.00805661734193563,-0.00169365154579282,0.00180311233270913,0.000993214314803481,0.00496479123830795,0.00822024047374725,-0.003348124679178,0.00276503339409828
"11",0.00111653248313814,-0.00411326764151454,0.00566365523263812,0.00293394317850471,-0.00256040971726179,0.00363436038605869,-0.00821653660386801,0.000846916576847434,0.0134552195668221,0.00994214974343777
"12",0.000121569981274661,-0.0106306485831738,0.0026944933924824,-0.00325295701622963,-0.00290811923332512,0.00239627016708255,-0.0123632103204727,-0.0033109022770077,0.0170079413801432,0.00312941707670689
"13",-0.00378850614652038,0.00740266498178244,0.00165129464585334,-0.00573642691597342,0.00361504568718374,0.00317149329930544,0.0022871398832649,0.000408883934142068,0.000204871990717947,0.00345062185078859
"14",-0.000884544744621962,0.00362267764285207,0.00314925867132843,0.00363384839147329,-0.00279427482746542,0.000323980581015348,-0.00839395076036453,0.00538595532998443,0.00425568455830216,0.000630111084319651
"15",-0.00350142526440322,0.0057472875341773,0.00550473434850574,0.00150453229434788,-0.000703219266142696,0.0117102758958936,-0.00971049815416336,0.00682652555406094,-0.0258420072495937,-0.00287593575194478
"16",0.00673718331381679,-0.00333027867600322,-0.00680356798693538,0.000942649669013917,0.00717479595914483,-0.00798512529581785,0.0139193730428815,0.00139457243494689,0.0010161338141188,0.00147576304152608
"17",-0.00314921722747386,-0.00350993615575135,-0.00103803153615445,0.00117668381426483,0.00107668375130743,0.0100243613123894,0.0023049081210047,-0.00860875472426414,0.00611796602606773,0.00424289051443338
"18",0.00461145490407944,-0.00136479060165584,-0.000788930337876081,0.00256357062608004,0.000298655708320439,-0.00428212992846966,0.000137703973450698,0.00110150373075157,-0.00672218343243003,0.00666028261184692
"19",-0.00152510136831552,-0.00275120232254267,-0.00723585300147533,-0.000918714504223317,-0.0095874285325408,0.00848462246358395,0.00928075239062309,0.00357759115286171,-0.000954786839429289,0.00453231763094664
"20",0.00430029816925526,-0.000296340847853571,0.000682929530739784,0.00358110573142767,0.00417731329798698,-0.00389610836282372,-0.00734743569046259,-0.00474516116082668,-0.000473335414426401,0.00636009545996785
"21",-0.0023401933722198,-0.00564028602093458,0.00770303513854742,0.00084372767014429,-0.00101562612690032,-0.0128952451050282,0.00849384628236294,0.000714231806341559,0.00292456056922674,0.00448617665097117
