"","MSFT","XOM","C","INTC","GE","WMT","PFE","JPM","IBM","JNJ"
"1",-0.0100457370281219,-0.00482188118621707,0.00426930002868176,-0.00732523528859019,-0.0139589095488191,0.000983156147412956,0.000857645238284022,-0.000681390869431198,0.00247056782245636,-0.00188634532969445
"2",0.00890859588980675,0.0168889109045267,-0.00565169984474778,0.0145970433950424,0.00156597862951458,-0.0114370379596949,-0.00479744095355272,0.0104527762159705,0.00346215954050422,0.0021200196351856
"3",0.00281838071532547,0.00388202536851168,0.0128546189516783,-0.00513147609308362,0.00950844213366508,-0.00770813832059503,0.00633658422157168,-0.00761748338118196,-0.00196361285634339,0.00154426868539304
"4",0.000719966075848788,-1.066591835297e-06,0.0134892789646983,-0.0113913808017969,-0.00775324553251266,-0.00861415732651949,0.00546990195289254,-0.00273308716714382,-0.00121944316197187,-0.000859703694004565
"5",-0.000498733366839588,0.00133217824622989,0.00605615042150021,0.0212039090692997,0.00901646446436644,0.0119516681879759,0.00120621314272285,-0.00788555014878511,-0.00591856939718127,-0.00363142020069063
"6",-0.00972396228462458,-0.0134616643190384,0.0015330899041146,-0.012903337366879,-0.00520462542772293,-0.00080067093949765,0.000773509556893259,-0.00243886862881482,0.00934605486690998,0.00574296852573752
"7",0.00173641066066921,0.0110230278223753,-0.00516135478392243,0.00627074250951409,-0.00471214670687914,-0.0080620888620615,0.00110458780545741,-0.029828267171979,0.00225943350233138,-0.00487922225147486
"8",0.00785490591078997,0.00106284627690911,-0.00405245833098888,-0.0055676600895822,-0.000525367446243763,-0.00239004124887288,-0.000312154821585864,-0.00148791470564902,-0.002809789031744,0.000351499154930934
"9",0.00122848839964718,-0.00414789561182261,-0.000510215410031378,-0.00193789228796959,-0.00579760130494833,-0.00733705377206206,0.00276857358403504,-0.00356298475526273,0.00295498222112656,0.00111274479422718
"10",-0.00382553692907095,-0.00215285713784397,0.00363595830276608,3.52493298123591e-05,0.00385895650833845,-0.0139640932902694,0.00973741244524717,-0.00443428289145231,-0.00273947068490088,-0.000504860712680966
"11",0.00103310740087181,0.00719018187373877,0.00111334281973541,0.00395697727799416,-0.00295437499880791,0.000946769490838051,0.00330485845915973,0.00657602678984404,-0.000163325225003064,0.00210208864882588
"12",-0.000602099986281246,0.0114627247676253,0.00327311852015555,0.00918506644666195,0.00238079461269081,0.00737355649471283,0.00204385118559003,-0.00080678699305281,0.00374068110249937,0.000428633997216821
"13",0.00157626206055284,-0.000942165381275117,0.00315269455313683,-0.00691068824380636,0.00172964157536626,0.00531026581302285,-0.00590219302102923,0.00412720441818237,0.0048510623164475,-0.000571187818422914
"14",-0.00341587839648128,-0.000620701175648719,-0.00312601262703538,-0.00499540846794844,-0.00570574402809143,0.00290862401016057,-0.00327843078412116,-0.00394273176789284,0.0038066846318543,-0.00221266667358577
"15",-0.00195823609828949,-0.000469158490886912,0.00116017344407737,-0.00388802867382765,0.000820183428004384,-0.00429732911288738,-0.00715968804433942,0.00730562629178166,0.00307962740771472,-0.00135583034716547
"16",-0.00079657172318548,-0.0103010274469852,0.00422577979043126,-0.0101006841287017,-0.00860995799303055,-0.00199109199456871,-0.00864237360656261,0.00440856534987688,0.00422394881024957,-0.000202264316612855
"17",0.00187055894639343,0.00315624941140413,-0.00301380967721343,0.0010629667667672,-0.00136522098910064,0.00201446539722383,-0.00464787147939205,-0.0155105013400316,-0.00204470055177808,0.00590190617367625
"18",-0.00201617646962404,-0.00286737061105669,-0.00268284906633198,0.00172566308174282,0.000750891398638487,-0.00260000233538449,-0.00475395936518908,0.00226640189066529,-0.00316630350425839,0.000411321932915598
"19",-0.000987037899903953,0.000991925597190857,-0.00319935870356858,0.00538586173206568,0.00488164136186242,0.00497064413502812,0.00372380344197154,0.0039792968891561,0.000884986307937652,-0.000567054376006126
"20",0.00210140040144324,-0.00190546957310289,-0.000468504207674414,-0.00225463765673339,-0.00239211157895625,0.00117569172289222,-0.00326857808977365,-0.00101049663498998,-0.00399473169818521,-0.00275339209474623
"21",-0.00391836417838931,0.0043494924902916,0.000628557754680514,-0.0126098766922951,0.00263342563994229,-0.00334107619710267,-0.00955248344689608,-0.000307545124087483,0.00357252801768482,-0.00274989497847855
