"","AAPL","MSFT","JPM","GE","INTC","DIS","V","XOM","GS","BA"
"1",-0.00118232262320817,0.00111560232471675,0.00238742167130113,-0.010230123065412,0.00616275565698743,0.0051104030571878,-0.000361187849193811,0.00408023549243808,0.00892283767461777,-0.00376954721286893
"2",-0.00392965134233236,0.00296405586414039,0.000655789917800575,-0.00824048835784197,-0.00692378450185061,0.00737466476857662,-0.00098780682310462,-0.00110743439290673,0.00705016637220979,0.00479436572641134
"3",0.00286306603811681,-0.00204791431315243,-0.00110964034684002,0.00271623418666422,0.00484810676425695,-0.00119400559924543,-0.00364778493531048,0.00274798693135381,0.00341456313617527,-0.00448589492589235
"4",-0.0103688165545464,0.000477552122902125,0.000495404528919607,-0.00464289169758558,0.00543795712292194,0.00255901692435145,0.00352154648862779,0.00267957104369998,-0.00902914069592953,-0.00303499517031014
"5",0.0103899762034416,0.00203622528351843,-0.00286337360739708,-0.000285533140413463,0.00091849552700296,0.00251527735963464,0.0019266305025667,4.35066658610594e-06,-0.0102064562961459,0.00509084668010473
"6",-0.0053832745179534,-4.58529502793681e-05,-0.00148443155921996,-0.000238265783991665,0.00010033277067123,-0.00136618490796536,0.000497542438097298,-0.000119665302918293,-0.000859967374708503,-0.000965634186286479
"7",0.00304590701125562,0.00314815505407751,-0.00574946030974388,7.23754928912967e-05,0.0126919681206346,0.00182357896119356,0.00185874896124005,0.000963711470831186,0.00361822755075991,0.0113138472661376
"8",6.63601604173891e-05,0.00329033331945539,0.000980505021288991,-0.000926039298065007,-0.00324879982508719,-0.00496559590101242,0.00390140106901526,-0.00125309708528221,-0.000180544069735333,0.00224978709593415
"9",0.00378709193319082,0.00182364403735846,-0.00129749544430524,-0.00325292884372175,0.00359025876969099,-0.00201120693236589,0.00178897066507488,-0.00323736434802413,0.000325537956086919,-0.00746175087988377
"10",0.00369286746717989,-0.00186058483086526,-0.000748845282942057,0.000234034858294763,0.00862965080887079,-0.00112466560676694,0.000817879859823734,0.00295026204548776,-0.000889396294951439,0.00442379899322987
"11",0.00329575617797673,-2.87315233435947e-05,0.0108274389058352,-0.000359287660103291,-0.00101467536296695,0.00315106171183288,0.000543695234227926,0.00374492583796382,-0.00198468076996505,0.00115907657891512
"12",0.000805630232207477,0.000628989422693849,-0.0018389840843156,-0.00263676373288035,0.00180839572567493,0.0042733121663332,-0.000758438254706562,0.00119463203009218,-0.00264449161477387,0.00426012417301536
"13",-0.000643297098577023,0.00227331114001572,0.00308627565391362,0.00121297710575163,0.00450938427820802,0.00414131348952651,0.00282748648896813,0.00418702606111765,0.00519309099763632,0.00320630450733006
"14",-0.000287589646177366,0.00201120786368847,-0.00438545132055879,-0.00166374642867595,0.000806327851023525,0.0003336071386002,0.00081151444464922,0.000773113744799048,0.000932312570512295,-0.00151969329454005
"15",0.00347386347129941,-3.27001944242511e-05,0.00139104097615927,-0.00202329736202955,-0.000627785571850836,0.00252474285662174,0.00154523295350373,0.00235928664915264,-0.00372136244550347,0.00418130634352565
"16",0.00193841708824039,0.000228231307119131,-0.00192306458484381,0.00397049821913242,0.00351643143221736,0.000481166964164004,0.000828591757453978,-0.00136647827457637,0.00385456695221364,0.00656037637963891
"17",0.000176498375367373,0.000509066332597286,0.00210980791598558,-0.00192701595369726,0.00273670768365264,0.00504978280514479,0.0052705816924572,0.00249309744685888,-0.00285101006738842,0.00747836846858263
"18",-0.00082976050907746,0.0041835643351078,0.00613212725147605,-0.00164504395797849,0.000815389677882195,7.06274613548885e-06,-0.00283994060009718,-0.00229149148799479,-0.00325786042958498,0.00685785664245486
"19",0.00238470919430256,0.00401480309665203,0.00238807708956301,0.00642919912934303,0.00195232429541647,-0.00189254060387611,0.00260354252532125,-0.000147152604768053,0.0013434678548947,0.000470924191176891
"20",0.00490053230896592,0.00275663356296718,-0.00274793268181384,-0.00157605216372758,-0.000180246628588066,-0.000684395257849246,-0.00110692426096648,0.00134061032440513,-0.00425640493631363,0.00510562025010586
"21",0.00306967203505337,-0.00207440205849707,-0.00390078965574503,-0.00226919911801815,0.00438156817108393,0.00178175244946033,-0.00372011936269701,-5.68858667975292e-05,-0.00286695151589811,0.00696950126439333
