"","AAPL","MSFT","GE","DIS","PFE","JPM","XOM","JNJ","INTC","V"
"1",0.00227423827163875,0.0281804166734219,0.0214996058493853,-0.00662165693938732,-0.00912202429026365,-0.00139880715869367,0.00677253631874919,-0.00401082076132298,0.011768545024097,-0.00971688702702522
"2",-0.0085954936221242,-0.0119980052113533,-0.00890261214226484,-0.00920177903026342,-0.003607148071751,-0.000275572965620086,0.00209439895115793,0.00396854663267732,-0.0514216385781765,0.00638954807072878
"3",-0.0186425875872374,-0.00990868546068668,0.00101502053439617,-0.00330912042409182,-4.95166095788591e-05,-0.00600899290293455,-0.00630168244242668,0.0138133754953742,-0.01516152638942,0.0105931097641587
"4",-0.0167807694524527,0.00670060608536005,-0.00317913643084466,-0.00127945782151073,-0.00456738192588091,-0.00427209679037333,0.00318736047483981,-0.0029457185883075,0.000568895018659532,0.009901262819767
"5",0.000418937474023551,0.0141179142519832,0.0119858700782061,0.004174770321697,-0.00180691934656352,0.0132320886477828,0.00184314674697816,-0.00856497883796692,0.0135182840749621,0.00788526423275471
"6",-0.00202831486240029,-0.0103262783959508,-0.00142426753882319,-0.00207963469438255,-0.0019321310101077,0.00409423420205712,0.0052911713719368,0.0149087123572826,0.0230309534817934,0.0124087044969201
"7",-0.00466453237459064,-0.00202117580920458,-0.0126331206411123,0.000273890269454569,0.00202920334413648,0.00156013481318951,-0.000229965604376048,-0.00747737241908908,-0.00692343944683671,-0.000364254083251581
"8",0.013088084757328,-0.00644360994920135,0.00948464404791594,-0.000424119119998068,-0.00252678873948753,0.0013161979150027,-0.00206429162062705,-0.00382176600396633,0.0172150563448668,-0.000777945388108492
"9",-0.0104660727083683,0.00674528256058693,0.00260922010056674,0.00187886925414205,0.00715384678915143,-0.00625981809571385,-0.00283313705585897,0.00229026726447046,0.000362759601557627,0.00498030567541718
"10",-0.00344305695034564,-7.14908965164796e-05,-0.00654601398855448,-0.00876051187515259,0.0060185007750988,-0.0118457479402423,0.00209306343458593,0.00116165250074118,-0.00831936206668615,0.00377131812274456
"11",-0.0180160999298096,-0.000459899281850085,0.0114147644490004,0.00124077394139022,0.00307910027913749,-0.00688273040577769,-0.00416444940492511,-0.000655523908790201,0.00921643245965242,0.00504797091707587
"12",-0.00948720797896385,-0.00759719219058752,-0.000345168024068698,0.00519810197874904,-0.000958026445005089,-0.00729337148368359,0.00423469068482518,0.00058394338702783,0.00491598341614008,0.0193505641072989
"13",-0.00805843062698841,-0.00563028873875737,0.00307071278803051,0.0011615912662819,-0.00290991761721671,-0.00145742599852383,-0.00145451107528061,0.00141496548894793,-0.0174373295158148,0.0111901052296162
"14",0.000263011752394959,0.000550158612895757,0.0023783294018358,-0.00125749746803194,-0.00274300342425704,0.00224584108218551,-0.00145770364906639,0.00356417684815824,0.0046177888289094,-0.00139314646366984
"15",0.0028684341814369,0.00395031180232763,0.000180995368282311,0.00626133242622018,-0.00283887074328959,0.000840496388264,-0.00343744223937392,-0.00311953108757734,-0.00431483658030629,0.000316833175020292
"16",0.000739775423426181,0.00925406720489264,-0.00795999448746443,0.00355815514922142,-0.00114879303146154,0.00632933108136058,-0.00248357304371893,0.00742205046117306,-0.000858965679071844,0.00503942649811506
"17",-0.00891078449785709,-0.00259546749293804,0.00515262875705957,-0.0323218181729317,-0.00192031299229711,0.00442030280828476,-0.000472537794848904,-0.00101717875804752,-0.00769854616373777,-0.00030197820160538
"18",-0.0141334962099791,-0.00172392337117344,0.00326914107427001,-0.00247088260948658,-0.00845348834991455,0.00041391552076675,0.00228817178867757,0.00390237104147673,-0.00206770817749202,0.00770000275224447
"19",-0.0199828203767538,0.00284491921775043,-0.00144555501174182,0.00445982627570629,0.00401975819841027,-0.00873128138482571,-0.00450481148436666,0.00592556782066822,0.0151052298024297,0.00179900391958654
"20",0.0011900297831744,-0.00238457298837602,-0.00210910802707076,-0.0123315695673227,0.0040824431926012,-0.00890233460813761,0.00200579361990094,0.000488055433379486,-0.00400097854435444,0.0112860174849629
"21",-0.00511809671297669,-0.000885505869518965,0.00179040641523898,-0.00248170946724713,0.00391006423160434,-0.00863363314419985,-0.00414637941867113,0.00240596500225365,0.00797893106937408,-3.71887217625044e-05
