"","MSFT","INTC","XOM","C","GE","WMT","PFE","HPQ","JNJ","HD"
"1",-0.00126585189718753,0.00149761757347733,0.00931669026613235,-0.00342686497606337,-0.00233044032938778,-0.00533439265564084,0.00919537898153067,0.000621885585132986,0.00268066790886223,-0.00778312748298049
"2",-0.00462345313280821,0.00753156188875437,0.00392173090949655,-0.00295441364869475,0.000758893729653209,0.0013345314655453,-0.00245300773531199,-0.00614960398525,-0.000161637915880419,-0.00998787209391594
"3",-0.00584240444004536,-0.00500724045559764,0.00231318851001561,0.0105608217418194,-0.0029100296087563,-0.00271287653595209,0.00164228258654475,-0.00765797635540366,0.00297540938481688,0.00442256219685078
"4",0.00295373168773949,-0.00339591596275568,0.00328125967644155,0.0020003654062748,0.00552362017333508,0.00216811941936612,0.00101813464425504,0.0011819883948192,-0.00228037196211517,-0.00252523319795728
"5",-0.00370535254478455,0.00289371656253934,-0.00389914633706212,-0.000599707651417702,6.42932809569174e-06,0.00237313192337751,-0.00888179801404476,0.00205369875766337,-0.00141278642695397,-0.00522746285423636
"6",-0.000233561731874943,-0.000472755753435194,-0.00739137548953295,-0.00243603601120412,0.00236715748906136,0.00255354354158044,-0.00076587445801124,0.00445248885080218,-0.00106971431523561,0.00259441020898521
"7",0.00922991242259741,-0.00376133876852691,-0.00768316024914384,-0.00023073167540133,0.000563121167942882,-0.00098536757286638,-0.00300929346121848,0.00135979696642607,-0.00373195763677359,0.00115208188071847
"8",-0.00464888662099838,3.20552680932451e-05,0.00541432527825236,-0.0118352612480521,-5.62824498047121e-05,0.00274137314409018,0.000907787529285997,0.0139896553009748,-0.000686453597154468,0.00325186969712377
"9",0.00472884718328714,-0.00292750005610287,0.000888205308001488,-0.00285879662260413,0.00464392174035311,0.0051329368725419,-0.00027387504815124,0.00176165939774364,-0.00155839044600725,0.00721900211647153
"10",0.00204153335653245,0.000739621522370726,0.00164011842571199,0.00534283369779587,-0.00207547890022397,0.003504469525069,0.00123139284551144,0.00442590052261949,0.00358097092248499,-0.00643464690074325
"11",0.000190863618627191,-0.00248708901926875,0.00762267224490643,0.00241767452098429,0.00221068738028407,0.00213243742473423,0.00254469737410545,0.00737673323601484,0.00144502683542669,-0.00697883777320385
"12",0.00298711913637817,-0.00412911549210548,0.000104304352134932,0.00409202324226499,0.00124949170276523,-0.00042467875755392,-0.00063604157185182,-0.00229048565961421,0.00203168485313654,0.00269298581406474
"13",0.000927520217373967,-0.0062640099786222,-0.00494884746149182,0.000644838786683977,0.0033742724917829,-0.000502532697282732,0.00125319615472108,0.00440257089212537,0.000824495509732515,-0.00447648437693715
"14",0.00395458936691284,-0.005571065004915,0.00032619945704937,-0.000794617109932005,0.00162852893117815,0.00345650757662952,-0.00341913755983114,-8.0430880188942e-05,-0.0016385120106861,0.00037304701982066
"15",0.00266404263675213,0.001550437300466,-0.00134704087395221,0.00221661035902798,0.00208224542438984,0.00407962361350656,-0.00204024324193597,0.00633439933881164,0.00330598023720086,0.00404379330575466
"16",0.00538550410419703,-0.00199418351985514,0.00643649278208613,-0.000463994918391109,-0.00323195429518819,0.000286582158878446,-0.00474667083472013,0.00720094703137875,0.00330619676969945,0.00628272723406553
"17",0.00471099792048335,-0.0037847007624805,0.00431127473711967,-0.000632789975497872,0.00568044604733586,0.00102717103436589,-0.00408944534137845,0.00706112664192915,-0.00239090691320598,0.000153030661749654
"18",-0.000966508756391704,-0.00111259112600237,0.00292355916462839,0.000901034451089799,0.00262874737381935,0.00146577460691333,-0.00430924911051989,-0.0120750619098544,-0.00160830863751471,0.00169938907492906
"19",0.0175522454082966,-0.00302065652795136,0.000357703829649836,-0.00443854136392474,0.00203732820227742,0.00308664748445153,-0.0044832588173449,0.000561910623218864,0.00323474267497659,-0.00273425015620887
"20",0.000956720730755478,0.0066937142983079,0.0039140316657722,0.0014666240895167,0.00278205331414938,0.00613278010860085,-0.00346438656561077,0.00347468233667314,0.00204464490525424,-0.00358866015449166
"21",-0.00129143055528402,-0.00490235816687346,0.00456739543005824,0.00199342984706163,0.0025563701055944,0.00953546073287725,-0.00268344487994909,0.0121029037982225,-0.000694135786034167,0.00290853390470147
