"","AAPL","MSFT","BA","JPM","V","DIS","UNH","INTC","CSCO","JNJ"
"1",0.00101940031163394,-0.00805400963872671,-0.00234633218497038,0.00181745551526546,0.00358433765359223,-0.00451658805832267,-0.00756526878103614,-0.00545177655294538,-0.0106861954554915,-0.00042885827133432
"2",-0.00514526385813951,0.000509937235619873,0.00816371385008097,-0.000685880600940436,0.00561675988137722,0.0042066304013133,0.0101612266153097,-0.0227681007236242,0.0016203549457714,0.0047714333049953
"3",-0.00820866040885448,-0.00740483310073614,-0.00878891814500093,-0.00803196337074041,-0.0116154626011848,-0.00442194798961282,0.0312755294144154,0.00313465879298747,0.00641455594450235,-0.000713211367838085
"4",0.017829529941082,0.00248398375697434,-0.00697991298511624,-0.00472609372809529,-0.0252054892480373,0.00216959160752594,-0.00742059573531151,-0.0029615368694067,-0.00168537395074964,0.00289560062810779
"5",0.0227963291108608,0.00469954963773489,-0.00387435429729521,0.00169724866282195,0.00721360323950648,0.00429759081453085,0.0077451397664845,-0.00338978483341634,-0.00171414879150689,0.0059840246103704
"6",-0.0019630512688309,0.00592583790421486,0.013673790730536,-0.0108471717685461,0.00397804193198681,0.00988561194390059,-0.00114576960913837,0.00684974994510412,0.00106395990587771,-0.00659832637757063
"7",-0.000861708715092391,0.00392710976302624,-0.00595150189474225,0.00157581572420895,-0.00439617037773132,-0.00391659140586853,-0.00754663208499551,0.00107863766606897,0.00654101883992553,0.0157966278493404
"8",-0.012643164023757,0.00945852696895599,-0.00345670129172504,-0.0018323166295886,0.0125955119729042,0.00627485243603587,0.0101968003436923,-0.00195544306188822,-0.0068104793317616,0.00142190000042319
"9",0.0147729488089681,0.00223426474258304,-0.00255121616646647,0.00150255090557039,-0.00612084427848458,0.00311999372206628,0.0405247882008553,-0.0135965636000037,0.00325813004747033,-0.00281913159415126
"10",-0.000512994360178709,0.00881432928144932,-0.0029743229970336,-0.00145383237395436,-0.00193728867452592,-0.0021604613866657,0.00404013367369771,-0.0113854305818677,0.00476302765309811,-0.0659370496869087
"11",0.00146166572812945,0.00314123136922717,-0.011156409047544,-0.00779748382046819,0.00523293344303966,0.0024539849255234,0.00354934670031071,-2.13735966099193e-05,0.002691829809919,-0.00166583829559386
"12",0.00405858643352985,-0.00241830293089151,-0.0129448948428035,0.00307270372286439,0.00342128984630108,0.00255707837641239,0.0072333631105721,-0.00405120151117444,-0.00554168410599232,-0.0012399855768308
"13",0.00549662532284856,0.0007082688389346,-0.00940290838479996,0.00262486189603806,0.000522370741236955,0.0068294694647193,0.0141289848834276,0.00369116407819092,-0.000962400401476771,0.00195453059859574
"14",0.0124608930200338,0.00577656552195549,-0.0100710922852159,-0.00296892784535885,-0.00262945098802447,-0.000349598587490618,-0.0164295490831137,0.00119800097309053,0.00508930115029216,0.0106230732053518
"15",-0.00389979057945311,0.0025075962767005,-0.0111712403595448,-0.00213743280619383,-0.000274524267297238,0.00557171413674951,-0.00604343926534057,-0.0054143057204783,-0.00398079073056579,0.00710008479654789
"16",-0.00438825879245996,0.004220109898597,-0.016595009714365,-0.006461878772825,-0.00381856039166451,-0.0030452108476311,-0.00939604733139277,0.00640245527029037,-0.00189693435095251,0.00869573373347521
"17",-0.000679166463669389,0.00249426648952067,-0.0279279239475727,-0.00144243240356445,0.00158588378690183,-0.00103668123483658,-0.00208768807351589,-0.00402245111763477,0.00305507285520434,-0.012361079454422
"18",-0.00114782166201621,0.00703194038942456,-0.011704501695931,-0.00027568664518185,0.00126631441526115,0.00145924685057253,-0.00758199719712138,-0.00225769798271358,-0.00153637025505304,0.00804140698164701
"19",-0.00257621519267559,0.00342148193158209,-0.00826231297105551,-0.00445718551054597,-0.00394573854282498,0.00381952896714211,0.00382145936600864,0.000237704429309815,-0.00395959196612239,0.00193526281509548
"20",0.0220343321561813,0.00215391744859517,0.00132813456002623,-0.00103979150298983,-0.00791269727051258,-5.49455544387456e-05,0.0371218547224998,0.00717487139627337,0.00582560012117028,-0.00682827597483993
"21",0.00394122116267681,0.00280519318766892,-0.00835488922894001,-0.00210581533610821,-0.0017047212459147,-0.00017620762810111,-0.00301491352729499,0.00722377048805356,-7.1700444095768e-05,0.00123539916239679
