"","AAPL","MSFT","JPM","GE","PG","XOM","DIS","V","JNJ","INTC"
"1",-0.00421045860275626,-0.000612424861174077,-0.0173056349158287,0.000385632127290592,0.00693165231496096,-0.00269780680537224,0.00137971329968423,-0.00261860038153827,-0.0004930883878842,-0.00446949480101466
"2",0.0014736169250682,-0.00202279002405703,0.0193037539720535,-3.10576069750823e-05,0.00873500481247902,-0.00482110027223825,-0.00117352581582963,0.0248682964593172,-0.000618381076492369,-0.00435194186866283
"3",0.0029642810113728,0.000800921232439578,0.00712850084528327,-0.00618926761671901,-0.00160273793153465,0.000182282557943836,0.000809897319413722,-0.00965986028313637,0.0043696453794837,0.00905463472008705
"4",-0.00215478125028312,-0.00515529792755842,0.000386212603189051,0.00268204440362751,-0.0135583430528641,-0.00863068364560604,-0.00106100807897747,0.00268539297394454,-0.00104832649230957,0.00252072885632515
"5",0.00111254618968815,-0.00105590932071209,0.0127918347716331,0.00796864833682775,0.00488171726465225,0.00455204071477056,0.000276911130640656,-0.000574917590711266,-0.00101264845579863,0.00619813287630677
"6",0.000537468760740012,-0.00280565139837563,-0.00674397405236959,-0.00138267374131829,0.000296185578918085,-0.00531029794365168,-0.000246765266638249,0.00236929324455559,-0.00443599466234446,-0.00588699989020824
"7",-0.00139637908432633,0.000548575073480606,0.011567410081625,-0.00127027160488069,0.00853281002491713,-0.00205941358581185,-0.0030189526733011,-0.00544324144721031,0.000332964002154768,0.00406060740351677
"8",0.0038321428000927,0.00147933349944651,0.00299332803115249,-0.000914870412088931,0.000968401494901627,-0.00241987104527652,-0.00115143344737589,0.00194718490820378,-0.00591283617541194,0.00605755252763629
"9",0.000934686104301363,-0.00117126165423542,-0.00415346818044782,-0.00345058366656303,0.00317436549812555,-0.00338897202163935,-0.000558131083380431,0.00293988781049848,-0.00325469556264579,-0.00603391602635384
"10",-0.00503685930743814,0.00290102954022586,-0.0101477550342679,-0.00555270304903388,-0.00272104423493147,-0.00136786000803113,0.000329080881783739,0.00721868686378002,7.02523320796899e-05,0.0051932455971837
"11",0.00171617395244539,0.00186899676918983,-0.00130680773872882,-0.0053154886700213,-0.00035353668499738,0.00504733994603157,-0.000499729532748461,-0.000827212701551616,-0.00727221043780446,-0.00805228762328625
"12",-0.00483481399714947,-0.00143383687827736,-0.0137331821024418,-0.0107022151350975,0.00182117742951959,-0.00358519912697375,0.000248304422711954,0.00111642363481224,-0.00178472709376365,0.0031773739028722
"13",0.00410891929641366,0.000262315850704908,0.010206357575953,-0.000800028792582452,0.00462395884096622,-0.00132821628358215,0.00264579080976546,0.00513003719970584,-0.00225986307486892,0.000849130679853261
"14",-0.00495857838541269,-0.000728234299458563,-0.00290832156315446,0.00590702099725604,0.00410811603069305,-0.00114538439083844,-0.0010173215996474,-0.00082010863116011,0.00163657194934785,-0.0124028995633125
"15",-0.00281446217559278,-0.00610716827213764,0.00454539246857166,-0.00160866533406079,-0.0074426056817174,-0.00167560123372823,0.00278615625575185,0.00123996764887124,0.00213104160502553,0.000742153497412801
"16",0.00246701878495514,0.000678470241837204,0.00011327624815749,0.00101893453393131,0.000202470313524827,-0.00113053328823298,-0.000869053474161774,0.00278165726922452,-0.0012637065956369,0.00323185976594687
"17",0.00148926360998303,0.000776957196649164,-0.00439343368634582,-0.00063297594897449,-0.000335320219164714,-0.000817788881249726,0.00132806797046214,-0.00291917519643903,-0.00132563849911094,0.00600159913301468
"18",0.00284836045466363,-0.00494591146707535,0.00296115479432046,-0.00138711370527744,0.00318871135823429,-0.0028680928517133,-0.000407883693696931,-0.000948655128013343,-0.00194352259859443,-0.000330387993017212
"19",0.00155631138477474,-0.000585423375014216,0.00108082417864352,-0.00162369373720139,0.000314132077619433,-0.00155769137199968,0.00146432290785015,0.00518666673451662,-0.000685092993080616,-0.0048749172128737
"20",8.81940868566744e-05,0.00248674838803709,-0.00271386886015534,-0.0041914489120245,-0.00110300700180233,-0.000921660335734487,0.00255965301766992,-8.9447341451887e-05,-0.00486538466066122,-0.0016267477767542
"21",0.00317512126639485,-0.00753918755799532,-0.00547007052227855,6.51215887046419e-05,-4.38164061051793e-05,-0.00915142986923456,-0.000544350012205541,0.00213850033469498,0.000191582963452674,0.00251946994103491
