"","BAC","XOM","C","MSFT","GE","JPM","WMT","INTC","CVX","PG"
"1",0.0830620676279068,-0.010395610705018,0.0279425475746393,0.013730657286942,0.021985637024045,0.0471849404275417,-0.00816052034497261,-0.00244384189136326,0.00210385210812092,-0.0032259626314044
"2",0.0958601012825966,0.00286271353252232,-0.0124380746856332,-0.0159535594284534,0.00711831543594599,0.0645752027630806,0.00287280301563442,0.00169792061205953,-0.0102678630501032,-0.00579887023195624
"3",0.112539537250996,0.0127980960533023,-0.0119368741288781,-0.00555376103147864,-0.0110565228387713,-0.00277463579550385,-0.00359415961429477,-0.0126568917185068,0.0140291396528482,0.00158253847621381
"4",0.0251340866088867,-0.00983430352061987,-0.0764283016324043,0.144363597035408,0.0437532141804695,-0.0378314554691315,0.00140344246756285,0.00788301881402731,-0.00115329422987998,0.00311877322383225
"5",0.0244436431676149,-0.00536819361150265,-0.0167248100042343,-0.0093790739774704,-0.0341064631938934,-0.0248064436018467,-0.000946804357226938,-0.00237991451285779,-0.00153881311416626,-0.0106642059981823
"6",-0.0484882593154907,0.0120757417753339,0.0503738857805729,-0.00412435596808791,0.0143172116950154,-0.0640961974859238,-0.00343640288338065,0.0169650260359049,0.00722050853073597,-0.000669553061015904
"7",-0.0640098005533218,0.00463286647573113,-0.0145441191270947,0.0215297844260931,-0.0202770661562681,-0.0174716766923666,0.00579313421621919,-0.0236586425453424,0.00555142760276794,0.0134195080026984
"8",-0.000929594621993601,0.0044270153157413,0.0003738779341802,0.00285257888026536,-0.00652954867109656,-0.00258089695125818,0.00252722599543631,0.00302609917707741,0.00103169807698578,-0.00353892496787012
"9",-0.0376848243176937,0.00325665040872991,-0.0367526523768902,0.0104018654674292,-0.033823486417532,-0.016003206372261,0.00156947516370565,-0.00728254485875368,0.00349096185527742,0.0170448962599039
"10",-0.0327471271157265,0.000101530735264532,0.00667296862229705,0.000205429867492057,-0.0282011907547712,0.0154053196310997,-0.0141401877626777,0.0132844196632504,0.000528160133399069,0.0045912298373878
"11",-0.0506959147751331,0.00049817020772025,-0.0236769244074821,-0.00486417254433036,-0.0575205385684967,-0.0140753174200654,0.0040770722553134,-0.00562551850453019,0.0123319532722235,0.019341854378581
"12",0.0433963239192963,0.00205017579719424,-0.0425603426992893,-0.0193388238549232,-0.0319346748292446,-0.0257556028664112,-0.00288225221447647,0.00182185147423297,-0.00356833846308291,0.000149391547893174
"13",-0.022005207836628,0.00321159581653774,0.017683831974864,0.00949844345450401,-0.012134007178247,-0.00385835580527782,0.0022911480627954,-0.00073274812893942,0.00695104198530316,-0.000925215368624777
"14",-0.00280602462589741,0.00196413905359805,-0.0016910940175876,-0.00455325795337558,-0.0170653350651264,-0.00207106187008321,-0.00465734396129847,0.00950274430215359,-0.0038959770463407,-0.00264346413314342
"15",-0.0111840311437845,-0.00228467863053083,-0.0263101570308208,0.0633421242237091,-0.0672239512205124,-0.0123050538823009,0.00977205857634544,0.00596110336482525,-0.00209261104464531,-0.002447291277349
"16",0.0135590452700853,0.000532162724994123,-0.000548536772839725,-0.0163747891783714,-0.0109257372096181,-0.00218891818076372,0.00454480433836579,-0.000428694271249697,0.00835505127906799,-0.00679007079452276
"17",0.00430464185774326,-0.0052534444257617,-0.0522132478654385,-0.0022061774507165,-0.0150197241455317,0.0229546763002872,-0.000410223816288635,0.0149711780250072,0.00356195354834199,0.00107993627898395
"18",-0.0115417297929525,-0.00619201362133026,0.00959242507815361,-0.0100830411538482,-0.00842865277081728,-0.00651578744873405,0.00468260748311877,0.00442887144163251,0.00104699947405607,0.00101028976496309
"19",-0.0132921962067485,0.00311410194262862,0.0130360964685678,0.00979606062173843,-0.0283270459622145,-0.00917669013142586,-0.00256816716864705,0.00162313121836632,0.0071116304025054,-0.0104815838858485
"20",-0.0176170710474253,-0.00014910138270352,0.00437393877655268,0.0110066011548042,-0.0176885630935431,-0.00787045154720545,0.00329996692016721,-0.0035095913335681,-0.00231506885029376,0.000571941840462387
"21",-0.00245513860136271,0.00376003864221275,-0.00258393166586757,-0.0343000441789627,-0.034190472215414,-0.0190767999738455,-0.00458023650571704,-0.00800255034118891,0.0125793581828475,0.00909243244677782
