"","AAPL","MSFT","BA","JPM","DIS","V","CRM","INTC","WMT","JNJ"
"1",0.00757675198838115,0.00153439317364246,-0.00344630633480847,-0.000184868287760764,0.00102698244154453,0.0105633251368999,0.0236369166523218,0.0166403632611036,0.00105595495551825,-0.0167550183832645
"2",-0.0191947035491467,0.0120982127264142,0.00121913105249405,0.00900368858128786,0.00272803963162005,0.00869825854897499,-0.00510431546717882,-0.00104528735391796,0.00531332101672888,0.00121722707990557
"3",0.0211866404861212,0.000263107242062688,0.00929294899106026,-0.0120981158688664,-0.00843970291316509,0.00445986073464155,-0.000476854329463094,0.0029183286242187,0.00280830799601972,-0.000617711863014847
"4",0.00636804802343249,0.00397979281842709,-0.00568486982956529,-0.0072272140532732,0.0135416528210044,0.000669425644446164,0.00654129963368177,0.00503470469266176,-0.0103713981807232,0.0025409790687263
"5",-0.0064715794287622,0.010974133387208,0.00238351384177804,-0.0116463722661138,-0.00617947755381465,0.00792250502854586,-0.001781823229976,0.0110451262444258,-0.00810195412486792,0.00380436051636934
"6",-0.0102444365620613,7.04804187989794e-05,-0.02596733905375,0.000120786353363656,-0.00731391087174416,-0.0103178648278117,0.00497002666816115,-0.0125681776553392,0.00104248418938369,0.000635856005828828
"7",0.00573416100814939,-0.0122749507427216,0.00810326635837555,0.000352165632648394,0.0032161739654839,-0.0103887524455786,-0.0113982427865267,0.0099492697045207,0.00246705138124526,-0.00391004607081413
"8",-0.000984830665402114,0.00829468201845884,0.00314719532616436,0.00311216502450407,0.000473131949547678,0.00373740564100444,-0.00717842811718583,-0.00665907468646765,-0.00526802707463503,0.00136434461455792
"9",0.00898460671305656,0.00101589679252356,-0.0009764235583134,0.00862279068678617,-0.00565332127735019,-0.00321346614509821,-0.00339440163224936,-0.00280369748361409,-0.0197516288608313,0.00686800200492144
"10",0.00223668431863189,-0.00579386623576283,-0.0074520530179143,-0.00437835324555635,0.00254318816587329,-0.000694512447807938,0.00454155309125781,-0.000920392281841487,0.00288691348396242,-0.000170797400642186
"11",0.00784989912062883,-0.00471280934289098,-0.0110727241262794,0.0113492356613278,0.0041694138199091,-0.000913755211513489,0.00454175984486938,0.0103082424029708,0.00709134247153997,-0.00470276037231088
"12",0.0012895850231871,-0.000346548244124278,-0.000306608999380842,0.00129416433628649,-0.00253641721792519,0.000961170822847635,-0.00448420410975814,-0.00235775718465447,0.00822690688073635,-0.00189834809862077
"13",0.0159731488674879,0.00178531499113888,-0.0137796076014638,0.00454064318910241,0.00544045027345419,-0.00217724801041186,0.00420235469937325,0.0139529369771481,-0.00209416751749814,0.00413876958191395
"14",0.0168366748839617,-0.0118398843333125,0.00793429370969534,0.0151853822171688,0.00641578435897827,-0.0148819265887141,-0.00954666268080473,0.00817410089075565,-0.000458980968687683,0.00553435971960425
"15",0.00694392109289765,0.00425378186628222,-0.01317682210356,0.00583200342953205,-7.19217423466034e-05,-0.00939208082854748,-0.00490603037178516,0.00745512777939439,0.00166178529616445,0.00101674464531243
"16",0.00799807533621788,0.00413591647520661,-0.00718849338591099,0.0128598473966122,-0.00116879784036428,0.00107064377516508,-0.012243727222085,-0.00696069048717618,0.00561870541423559,-0.00663728034123778
"17",0.0138133112341166,0.00066368916304782,-0.0104394592344761,-0.00339433085173368,-0.0163526404649019,0.00969553086906672,-0.00328354164958,0.0101904636248946,-0.00355104776099324,0.000998467206954956
"18",0.015463531948626,0.00653439853340387,-0.00404469994828105,-0.00665336335077882,0.0038194430526346,0.00764831714332104,0.00118756864685565,-0.0095344353467226,-0.00666106073185802,-0.00971283949911594
"19",0.0103061711415648,0.0126687213778496,-0.0048300726339221,-0.00383099634200335,-0.000273513025604188,0.00301683275029063,-0.00304547324776649,0.00584903033450246,-0.00373812927864492,0.00163911050185561
"20",0.0109918974339962,0.0039358651265502,-0.0254554115235806,0.00489449221640825,-0.00456378422677517,0.00607108231633902,0.00297892466187477,-0.00308104418218136,0.00452568382024765,0.00230031926184893
"21",0.00822739768773317,-0.00929710268974304,0.00424189493060112,0.0146097568795085,-0.00418641371652484,0.00873107463121414,-0.00495031010359526,0.00424734968692064,-0.0061804074794054,0.0022272877395153
