"","MSFT","XOM","INTC","C","GE","PFE","WMT","HPQ","JNJ","JPM"
"1",0.00134559266734868,0.0048958552069962,0.00502793584018946,0.00183471362106502,0.0139906192198396,-0.00244284444488585,-0.00538014993071556,0.00512437289580703,0.00552907725796103,0.000372612674254924
"2",0.00804591737687588,0.0041840155608952,0.0094424756243825,-0.00217033526860178,-0.000420571828726679,-0.0074966954998672,-0.00326775736175478,0.00630064681172371,0.000164846540428698,0.0106230210512877
"3",0.00261314888484776,-0.0129479663446546,0.00965710636228323,0.00473267631605268,0.00500100757926702,-0.00534391682595015,0.00113975536078215,0.00419444683939219,0.00112763652577996,0.00209838687442243
"4",-0.00468619866296649,-0.00297514745034277,0.00122754729818553,-0.00104172725696117,-0.00418838392943144,0.000222993432544172,0.00137301557697356,0.00643583992496133,-0.00190882163587958,0.00219646887853742
"5",-0.000863817753270268,-0.00953069422394037,-0.000406983599532396,-0.000701833050698042,0.00343543500639498,-0.00507540535181761,-0.00717587256804109,0.0061961212195456,0.00241898559033871,-0.000911914394237101
"6",-0.00796329695731401,0.00487134279683232,0.00115412636660039,-0.00158967776224017,-0.0103218872100115,-0.00242399540729821,0.00325890770182014,0.000931529910303652,-0.00272848340682685,0.000451820640591905
"7",-0.000800062087364495,0.000556973682250828,-0.00617249263450503,0.000792774779256433,-0.000178413960384205,-0.000277598563116044,0.00265420391224325,0.00325160590000451,-0.000337960053002462,-0.0040142759680748
"8",-0.00133999390527606,0.0091952346265316,0.00933321285992861,0.00141592952422798,-0.000248332507908344,-0.00184180750511587,0.00592729449272156,-0.00193910440430045,-0.00115570984780788,0.00297962315380573
"9",0.00502293044701219,-8.90161682036705e-05,0.00959070678800344,-0.000600079074501991,-0.00229749293066561,-0.0016442050691694,0.00185681553557515,0.0070249093696475,0.00361307617276907,0.00276998616755009
"10",-0.00398285035043955,-0.00744910351932049,0.000727606122381985,-0.00565359322354198,-0.00093383522471413,-0.000118708012450952,0.00366849731653929,0.00797691661864519,-0.00112559832632542,-0.000942410726565868
"11",0.00952461734414101,-0.00483756978064775,-0.00838471949100494,-0.00149573176167905,0.00211712601594627,-0.00178006768692285,0.000213442559470423,-0.00429027201607823,0.0016531387809664,-0.00726938247680664
"12",-0.0051705613732338,0.00254492764361203,-0.00485683046281338,0.0042479271069169,0.0025651182513684,-0.00669445935636759,0.00110974931158125,0.00402452191337943,0.00354726938530803,-0.00353647954761982
"13",0.00502816773951054,-0.00446081813424826,-0.00414811680093408,-0.00127332261763513,0.00126571941655129,-0.00156969449017197,-0.00107175670564175,0.00189282931387424,-0.00291817192919552,0.00219424767419696
"14",0.0051425346173346,-0.0018556077266112,0.00225072610192001,-0.0015282032545656,0.00147938134614378,-0.00426493166014552,0.00129860977176577,0.0061336443759501,-0.0042360182851553,0.00550975743681192
"15",-0.000606943445745856,-0.00600007968023419,0.00646606041118503,0.00203190767206252,-0.000509513483848423,-0.00881798285990953,0.00420393049716949,0.00827660411596298,-0.000853973266202956,0.00602847710251808
"16",0.00172956404276192,0.00410391902551055,0.00137221801560372,-0.000339366204570979,-0.00163103616796434,-0.00400000065565109,0.00476471846923232,-0.00475065596401691,-0.000340695580234751,-0.0039375233463943
"17",0.00130394205916673,0.00072513212217018,0.0105313789099455,0.00392908928915858,0.0014311212580651,-0.00140701979398727,0.00270987069234252,0.00404021283611655,0.00498195923864841,0.00487286783754826
"18",0.00425073690712452,0.00365688232704997,-0.00457951752468944,-0.00163777568377554,-0.00015204529336188,-0.00547839840874076,0.0052656764164567,0.00164265302009881,0.00106685573700815,0.00355630624108016
"19",0.00397265795618296,0.00290085794404149,-0.00528084114193916,0.00464776158332825,0.00201690173707902,0.000754348759073764,0.00145540863741189,0.0010317019186914,0.00109392171725631,0.0024892371147871
"20",-0.00584850320592523,-0.0137496879324317,-0.00163379497826099,-0.00264221034012735,0.000253009930020198,0.00108324422035366,0.000807119242381305,0.00932356994599104,0.00481803435832262,-0.00112747948151082
"21",0.00599339511245489,-0.0066804657690227,0.00341150956228375,-0.00113865011371672,0.00154635752551258,-0.00238848431035876,0.00180832110345364,-9.53801354626194e-05,-0.00132372952066362,0.00101145217195153
