"","AAPL","MSFT","GE","JPM","PG","PFE","XOM","DIS","JNJ","V"
"1",-0.00325948791578412,0.00445489352568984,0.000659332785289735,-0.00736397132277489,0.00262991106137633,-0.00505618518218398,-0.00575578212738037,-0.000557933584786952,0.00705802300944924,-0.00231541926041245
"2",0.00156718003563583,-0.00617328612133861,-0.00128299777861685,-0.00050290854414925,-0.00137375493068248,-0.00144029653165489,0.00924160052090883,-0.00366587564349174,-0.00616023782640696,0.00667990138754249
"3",0.00218441686592996,0.00254195113666356,0.00486996537074447,-0.0038719903677702,0.00133492180611938,-0.00289059313945472,-0.00481862341985106,-0.00646885996684432,-0.0015289873117581,0.00333069264888763
"4",0.000636488606687635,-0.00525783328339458,-0.000311005307594314,0.0102917775511742,0.00342266075313091,0.00261156749911606,0.00184053182601929,-0.00793039985001087,-0.00474722636863589,-0.0211306307464838
"5",-0.00749641424044967,0.00296836323104799,0.000493734609335661,-0.00163149659056216,-0.000169737075339071,-0.000272411038167775,0.00270829768851399,-0.00201698904857039,0.00593972392380238,-0.00168943929020315
"6",-0.00615445198491216,-0.00151880155317485,0.00431534694507718,0.000307920767227188,-0.00200806208886206,0.00408134469762444,-0.00369980046525598,-0.00201840605586767,-0.00897753145545721,0.00709039811044931
"7",-0.00463591888546944,-0.00350910634733737,-0.00384384021162987,0.00472253607586026,-0.00445955898612738,-0.000387239851988852,0.00182487023994327,0.00582317635416985,0.00407673511654139,-0.0154596203938127
"8",-0.000776869186665863,0.0112943258136511,-0.000335997261572629,0.00410273298621178,0.000285303918644786,-0.00158538203686476,-0.00290118344128132,0.000168445738381706,-0.00255371397361159,0.00327123166061938
"9",-0.00302437553182244,0.00340999802574515,-0.00270786765031517,-0.00278366170823574,-0.00234731519594789,-0.00654385332018137,-0.00116333668120205,0.00640246132388711,0.00212791073136032,-0.00689503503963351
"10",-0.00107186532113701,-0.00690568890422583,-0.000228544304263778,0.00236770627088845,0.00269424682483077,0.00158356851898134,0.000555289967451245,-0.0027728658169508,0.00121133448556066,-0.00132267759181559
"11",-0.0107621373608708,-0.00514851184561849,-0.00104617653414607,-0.00906021986156702,0.00152186362538487,-0.00110300735104829,-0.00117078074254096,0.00027382920961827,-0.0016948493430391,-0.000157483533257619
"12",-0.00280898017808795,0.00356583530083299,-0.000281641085166484,0.0051485151052475,0.00440151570364833,-0.0048141865991056,-0.00332051538862288,-0.00443618884310126,0.00153014704119414,0.0055434163659811
"13",-0.00174253794830292,0.0012664922978729,-6.15972676314414e-05,-0.00199918798170984,-0.00241128262132406,-0.00363056524656713,-0.00094185525085777,-0.00563784595578909,0.00175333232618868,-0.0113370139151812
"14",-0.00591352488845587,-0.00107354251667857,0.00097398302750662,0.00234955293126404,-0.00062493933364749,-0.00543502811342478,-0.0066519039683044,-0.00562343001365662,0.00249485741369426,0.00242950324900448
"15",-0.00653638318181038,-0.00802893564105034,-0.00337124452926219,-0.000346612359862775,-0.00228554173372686,-0.000127347899251617,-0.00148298370186239,-0.000960949750151485,0.00348156155087054,0.000520571484230459
"16",-0.0140718165785074,0.00507906172424555,0.000689132895786315,0.00331930350512266,0.000174727902049199,-0.00394959887489676,-0.00718945683911443,0.000255121180089191,0.00181114731822163,-0.00841306056827307
"17",-0.0103122647851706,-0.0125921899452806,-0.00222795410081744,0.00689789187163115,0.0019185843411833,-0.00487889861688018,0.00259570800699294,0.000103279009636026,0.00427716830745339,-0.00215746858157218
"18",-0.00836247205734253,0.00133577757515013,-0.00358383147977293,0.00327005982398987,-0.00481774564832449,-0.00294758751988411,-0.00309177162125707,0.00277854944579303,0.00264632375910878,0.00473737344145775
"19",0.00194427673704922,-0.00242249318398535,0.00139662378933281,0.00539537658914924,-0.00214933278039098,-0.00301193888299167,-0.00186025514267385,0.00317956227809191,0.000816478510387242,0.00322902109473944
"20",-0.0101606100797653,-0.00013325635518413,-0.00118859799113125,0.00140937755350024,-0.00477653509005904,-0.00556698860600591,-0.00549986632540822,-0.00192440941464156,-0.000210781377973035,-0.00121873721946031
"21",-0.00263972929678857,-0.0126827163621783,0.00115874584298581,0.00149521254934371,0.00138988473918289,-0.00151411874685436,0.00396099779754877,0.00227356445975602,0.00094027747400105,0.00413047708570957
