"","AAPL","MSFT","BA","JPM","V","DIS","CRM","INTC","HD","UNH"
"1",-0.00138186628464609,-0.00530105410143733,-0.0217455066740513,-0.00729689514264464,0.00126168772112578,0.116641089320183,0.00157694215886295,0.000768260564655066,-0.000763324787840247,0.00144105241633952
"2",0.00167966913431883,0.00763592217117548,-0.0103062801063061,-0.00411244900897145,0.00243250327184796,-0.029414152726531,0.0277506578713655,0.00866899080574512,-0.00621480774134398,-0.00603264942765236
"3",0.00265676924027503,0.00600111903622746,-0.0197698269039392,-0.00827333331108093,0.0168111342936754,-0.00955484434962273,0.00542757287621498,0.0118103101849556,0.0142422821372747,-0.00515797361731529
"4",-0.00678928848356009,-0.00376075273379683,-0.0168105810880661,-0.00583556154742837,-0.00465621100738645,-0.00133508816361427,0.00757421646267176,0.00175485084764659,0.0061744749546051,-0.0114872483536601
"5",-0.00666088704019785,0.00160928082186729,0.0202698521316051,0.00249806814827025,-0.00397147750481963,0.0058536590076983,0.0143649494275451,0.00221597380004823,0.00175007770303637,-0.00326591520570219
"6",-0.0023282018955797,-0.0068479161709547,-0.00144207058474422,-0.00401173019781709,0.00353222573176026,0.0223238635808229,0.0188400093466043,0.00543487118557096,0.00574743933975697,-0.00530739175155759
"7",0.000833326077554375,-0.0103852385655046,0.00319627835415304,-0.00787981040775776,0.00319025781936944,0.0116372779011726,0.00722325360402465,-0.00033666257513687,-0.00509364483878016,-0.00517890555784106
"8",-0.00491274241358042,0.000299438775982708,-0.00823886599391699,0.00321992905810475,-0.00774230714887381,0.000524687289725989,0.00117956916801631,-0.000258345913607627,-0.00473290728405118,0.0118021415546536
"9",-0.00126384489703923,-0.00242202309891582,0.0165543146431446,-0.0017266150098294,-0.000329965667333454,0.00024705461692065,-0.00445133680477738,0.00403998931869864,-0.0024309023283422,0.00304401805624366
"10",-0.00713420705869794,0.004752391949296,-0.010173344053328,-0.00912899244576693,-0.00363989803008735,-0.00633849482983351,-0.00022064869699534,-0.00419650413095951,0.000926719745621085,0.0110633224248886
"11",-0.0100438222289085,0.0104587413370609,-6.01421197643504e-05,0.00541687617078424,0.0069197197444737,0.0415102019906044,-0.00349845900200307,-0.00214933906681836,-0.00201781536452472,-0.00253077899105847
"12",-0.00163362885359675,-0.000713250949047506,-0.0146854808554053,0.00167039572261274,0.000927211251109838,0.0218166261911392,0.00815257709473372,-0.00662400666624308,0.00765817984938622,-0.00161251134704798
"13",-0.00336087215691805,0.00128282397054136,-0.00789774395525455,-0.000230516146984883,-0.00524901039898396,0.0252544321119785,0.00422025052830577,0.00443996395915747,0.00153181352652609,-0.00297227106057107
"14",0.00381826353259385,-0.014870754443109,0.0114964479580522,-0.00274166883900762,0.00442829728126526,0.0046493262052536,0.00514564942568541,0.00664078257977962,-0.00926472060382366,0.00374276167713106
"15",-0.00570395868271589,0.000928104505874217,0.0117740351706743,0.000224484465434216,-0.00357331708073616,-0.0126302661374211,0.0117767965421081,0.00345642841421068,0.00297032040543854,-0.00268964492715895
"16",-0.00945592857897282,0.00563236372545362,-0.00596503308042884,-0.00346642220392823,0.00152544875163585,-0.0120270727202296,0.00111205887515098,-0.00218010926619172,-0.000726955651771277,-0.00268395361490548
"17",0.00202360609546304,0.00233588158152997,-0.00189912226051092,-0.00336867873556912,-0.001400092151016,-0.00199459982104599,-0.00502055650576949,0.00401387875899673,-0.0050622271373868,-0.00313161429949105
"18",-0.0148307140916586,-0.00516081647947431,-0.00196993188001215,-0.00117516936734319,0.00209090067073703,-0.0177196599543095,-0.00486881379038095,0.00205395882949233,-0.00106934120412916,-0.00142915663309395
"19",-0.00309309922158718,-0.00364420376718044,-0.00241420534439385,-0.00757995853200555,-0.0026920095551759,-0.00187023694161326,-0.00245884596370161,-0.0118404794484377,0.000235086801694706,-0.00240176497027278
"20",-0.0063984771259129,-0.00728737795725465,-0.0204496122896671,-0.00442498177289963,0.00406132778152823,0.00908305589109659,-0.00262673711404204,-0.0125022958964109,0.000628172012511641,-0.0026552090421319
"21",-0.00515413377434015,0.00304830702953041,-0.00669291149824858,-0.00613629491999745,-0.000306820234982297,0.0112536884844303,-0.00588006246834993,-0.00502961874008179,0.00580979883670807,-0.00483913999050856
