"","AAPL","MSFT","INTC","XOM","GE","JPM","JNJ","PFE","V","CVX"
"1",-0.000247943127760664,0.00865136552602053,-0.00140869978349656,0.00479222694411874,-0.000621941755525768,0.00471238233149052,-0.0080987885594368,-0.00308368005789816,-0.00245020142756402,0.00696872780099511
"2",0.00480223260819912,-0.000115093316708226,0.0178768336772919,-0.00238225003704429,-0.00335687957704067,0.00805080030113459,0.00593535043299198,-0.000477308873087168,0.00644389446824789,0.00212948326952755
"3",0.00651895673945546,-0.000230934543651529,0.000340307509759441,-0.00383747927844524,0.000671968329697847,-0.014832210727036,-0.00831745844334364,0.00237345555797219,-0.00385888246819377,0.000177592592081055
"4",0.00295415055006742,-0.0161358956247568,0.00782759208232164,0.00166044116485864,0.00168121012393385,0.00422242935746908,-0.000239024200709537,0.0011020393576473,0.00969025306403637,-0.00223818351514637
"5",0.00157234014477581,0.000777707435190678,-0.00497593404725194,0.00369590381160378,-0.00799971353262663,-0.00266331480816007,-0.00136864499654621,0.00157617300283164,-0.00269235973246396,0.0016966339899227
"6",-0.000143638826557435,0.00173495488706976,0.0010808277875185,0.00226667313836515,-0.00168706616386771,0.00323523674160242,0.000769770238548517,0.00205232691951096,0.0078066629357636,0.000731975538656116
"7",-0.0141698867082596,-0.0050747855566442,-0.00408253259956837,-0.0122539456933737,-0.00231625838205218,-0.00262884050607681,-0.00137527182232589,-0.000557531893718988,-0.00690043624490499,-0.00103147665504366
"8",-0.000595514080487192,-0.00127765396609902,0.00561809586361051,-0.00255342316813767,0.0004621566622518,0.00442916294559836,-0.00270801386795938,0.00600109994411469,-0.00494407350197434,-0.00029419141355902
"9",-0.00669512106105685,-0.00376499257981777,-0.000377332966309041,-0.00388519512489438,0.00356859830208123,0.000900708022527397,0.0058792931959033,0.00384451076388359,-0.00585555797442794,0.000465630844701082
"10",0.011385053396225,-0.00599945662543178,0.00491823069751263,-0.00209411815740168,-0.0044453744776547,0.00117459218017757,-0.00431060325354338,0.00436497433111072,-0.00579275283962488,-0.00733285769820213
"11",-0.000187492245458998,-0.00687457341700792,0.00194461061619222,0.00443504145368934,0.00132923293858767,-0.00251897657290101,-0.00572305964305997,0.00210260646417737,-0.00696215173229575,-0.00445719109848142
"12",0.00834980700165033,0.000240367284277454,0.0223232917487621,0.000981658580712974,-0.00147038185968995,0.00175175000913441,0.00788054335862398,-0.00110598676837981,-0.00473277270793915,0.00132881384342909
"13",0.00705677177757025,-0.00296702608466148,-0.00126243208069354,-0.00308546936139464,-0.00775707047432661,-0.00205402076244354,-0.0134962759912014,0.00297662219963968,-0.00175070879049599,8.11822028481402e-05
"14",0.00547408917918801,-0.00282566528767347,-0.00263497303240001,-0.00237477291375399,-0.00261346437036991,-0.00207095150835812,-0.00184951815754175,0.00506233284249902,-0.00391593016684055,-0.00211571995168924
"15",0.00343037745915353,0.00556189799681306,0.00281166890636086,0.000577439612243325,-0.00175115081947297,-0.00118290318641812,0.00450235605239868,0.00121331575792283,-0.000154420587932691,0.00349035090766847
"16",0.00167314952705055,-0.00137502024881542,0.00992701947689056,0.00228321854956448,0.000299734354484826,0.0019649975001812,-0.00791675969958305,0.000854409241583198,0.00236825854517519,-0.00581447966396809
"17",-0.0103681329637766,0.0046550021506846,-0.00394537951797247,0.00076861388515681,-0.00241089123301208,-0.000463580276118591,-0.0022391052916646,0.00153670588042587,0.00234212446957827,-0.00700760306790471
"18",-0.00466211093589664,0.000191950835869648,0.00676122820004821,-0.00583374686539173,0.00139101094100624,0.00269092060625553,0.00885454379022121,0.00261882273480296,-0.00238787429407239,-0.000298893835861236
"19",0.00213792291469872,0.000459518865682185,-0.00345831806771457,0.000899239152204245,-0.000505890871863812,-0.00192730152048171,-0.00409769779071212,0.00553839048370719,0.00472755264490843,-0.00110801041591913
"20",0.00369007769040763,-0.000309736613417044,0.0145876118913293,-0.00144599261693656,-0.00136782322078943,0.00581980030983686,-0.000543079513590783,0.00290683563798666,0.00669886125251651,-0.00167657388374209
"21",-0.0123876640573144,0.00458696717396379,-0.00817735865712166,-0.00330689712427557,-0.00464695924893022,0.00438014697283506,0.00284214550629258,0.000726200989447534,0.00664685107767582,-0.00193990767002106
