"","BAC","MSFT","JPM","XOM","CSCO","INTC","GE","IBM","PFE","HPQ"
"1",0.00841071829199791,0.00106770428828895,-0.00632585119456053,-0.00440890854224563,-0.00437626987695694,0.00244097644463181,-0.0137656945735216,0.00287727126851678,0.000162833021022379,-0.00616424670442939
"2",-0.0254430752247572,0.00345323118381202,-0.0258274804800749,0.00636335927993059,-0.0104343257844448,-0.00286147999577224,-0.0195025540888309,-0.000184848555363715,0.00447997124865651,-0.0586996003985405
"3",0.00861333124339581,0.00378014403395355,0.0114880176261067,0.00325194909237325,-0.000544861890375614,0.0139336977154016,0.0179571025073528,0.00562261836603284,-0.00240999343805015,0.0174385812133551
"4",-0.00942640379071236,-0.0144190508872271,0.00683238310739398,-0.00155318959150463,-0.0048174993135035,-0.00227435328997672,0.00893495976924896,-0.0022095434833318,-0.00792819261550903,-0.0237088985741138
"5",0.00867834035307169,-0.00147310120519251,0.000126220562378876,0.00161954376380891,0.016170646995306,-0.0017596879042685,0.0028585756663233,0.00753026269376278,-0.00614170590415597,0.0207867156714201
"6",0.00665619829669595,0.00514387572184205,0.0242015272378922,-0.0162032917141914,0.0153200728818774,0.00355341541580856,0.00591174745932221,0.00338606652803719,0.00517339538782835,-0.016319127753377
"7",-0.0121385892853141,-0.00166704086586833,-0.0124399214982986,-0.00630736351013184,0.0078175961971283,0.00975184328854084,0.0104471165686846,0.00366541347466409,-0.00190670578740537,-0.0131730232387781
"8",-0.00225958041846752,0.00264611095190048,-0.00663977116346359,0.000557521707378328,-0.00125768780708313,-0.00578689109534025,-0.00461542047560215,0.00147920614108443,0.00823841709643602,-0.0218840353190899
"9",0.0083442609757185,-0.00141108548268676,0.000898862781468779,-0.001381118549034,-0.0109222149476409,-0.00107315846253186,-0.00345875998027623,0.00399078382179141,-0.0110360532999039,-0.00413587968796492
"10",0.00676664104685187,0.00138942606281489,-0.0169829726219177,-0.00459587946534157,-0.00150750088505447,-0.0116866799071431,-0.000318386591970921,0.00240918807685375,0.00877721235156059,-0.0214693807065487
"11",-0.00754267210140824,-0.0112353535369039,-0.00983368419110775,0.00615117605775595,-0.00404352694749832,-0.0129433330148458,0.00924424640834332,0.00251437094993889,-0.00214064633473754,-0.000326651788782328
"12",0.0126064158976078,0.00022327687474899,-0.00705792382359505,0.00109113776125014,-0.00760848494246602,6.66017003823072e-05,-0.000582796579692513,-0.00184172228910029,-0.00917277950793505,-0.00347572681494057
"13",0.00242279237136245,-0.000668188149575144,0.0010229863692075,0.00784509349614382,-0.00201333244331181,-0.0033073287922889,-3.72594367945567e-05,0.00526468036696315,-0.00160907686222345,0.000555851962417364
"14",-0.0105671584606171,-0.0116569548845291,0.011775997467339,-0.000551941280718893,-0.00330466963350773,0.00104378908872604,0.000395131559344009,-0.00131356425117701,0.00153641670476645,-0.00165847351308912
"15",-0.018990533426404,0.000700038450304419,0.0126771051436663,0.00414171861484647,-0.0128756184130907,0.0052471999078989,0.00348636857233942,-0.000151148196891882,0.00271298713050783,0.0120896613225341
"16",0.00521546881645918,-0.0022080335766077,-0.00322297774255276,-0.000241681103943847,0.00297729694284499,0.00189563119783998,-0.00405168859288096,0.00207307306118309,-0.00705653335899115,0.00677851866930723
"17",-0.00604554545134306,0.0026775470469147,-0.00809738133102655,0.00649709114804864,0.00163553794845939,-0.00144717027433217,-0.0037708031013608,0.00422251969575882,-0.000777567445766181,0.00735391583293676
"18",-0.00213360670022666,0.000709866581019014,0.0103687066584826,0.00344500667415559,0.0038613008800894,-0.00383691256865859,0.00297952746041119,0.00211137370206416,0.00238691759295762,0.0146537348628044
"19",0.00385497929528356,-0.00152648822404444,0.00421617832034826,0.00507252337411046,-6.73218964948319e-05,-0.00249550398439169,0.00739456294104457,8.80190509633394e-06,9.93748326436616e-05,-0.00233611557632685
"20",-0.00186768069397658,0.00579337356612086,-0.00454255240038037,0.00060760643100366,-0.00368819409050047,-0.000903636100701988,0.00811643898487091,3.6026493035024e-05,-0.00688036996871233,-0.00264962273649871
"21",-0.0136942788958549,-9.6657095127739e-05,-0.00204600696451962,0.00304932589642704,0.00295948539860547,-0.00190015393309295,0.00466010347008705,0.00189981085713953,-0.000434828863944858,-0.00758622633293271
