"","BAC","XOM","C","MSFT","GE","JPM","WMT","INTC","CVX","PG"
"1",0.067998431622982,0.0192854311317205,-0.205651342868805,0.0195976253598928,-0.00812206231057644,-0.0290046520531178,-0.00577474012970924,0.0159907396882772,-0.00424036104232073,0.0173317808657885
"2",-0.0731914639472961,-0.0101485373452306,0.379220217466354,-0.0126899061724544,-0.0500024780631065,-0.00933539960533381,0.000853492820169777,-0.0380808040499687,-0.00346101983450353,-0.00322413467802107
"3",0.00715586682781577,-0.00414745789021254,-0.0422174893319607,0.00963391270488501,-0.00598478922620416,-0.0418552905321121,0.0097227431833744,0.00719183078035712,-0.0278325919061899,0.00213576597161591
"4",0.085220031440258,-0.0026212262455374,0.144920662045479,0.0154198138043284,-0.0519714392721653,0.00684844655916095,-0.00516959419474006,-0.0225877407938242,-0.00258032395504415,-0.00698006572201848
"5",0.208029374480247,-0.00954948924481869,0.21180135011673,-6.91320092300884e-05,-0.013895520940423,-0.012274194508791,0.000727880396880209,-0.00289936107583344,0.00042520830174908,0.0011715175351128
"6",-0.0993643626570702,-0.0105138048529625,0.0405627489089966,0.000707051134668291,-0.0518855564296246,0.0393274091184139,0.00787470024079084,-0.000101718549558427,0.00624959217384458,-0.00567210838198662
"7",0.0384067483246326,0.00379347102716565,-0.0150638362392783,-0.00105660571716726,-0.00560701172798872,-0.0163086894899607,0.00389500707387924,-0.0202207118272781,0.00455003324896097,-0.010507520288229
"8",-0.0587816052138805,0.0112888971343637,-0.238632902503014,-0.0104398038238287,-0.0288634393364191,-0.0091017996892333,0.00467444350942969,0.0150188440456986,0.00840402860194445,0.00441231764853001
"9",0.002586311660707,0.00246922392398119,0.0117090493440628,-0.00792500469833612,-0.0228033009916544,0.00761415343731642,0.00096242141444236,0.00623030448332429,-0.00474569154903293,0.00668810866773129
"10",-0.0461364053189754,0.00051940802950412,0.0703253969550133,-0.00254093483090401,-0.0438902750611305,-0.000170463143149391,-0.0167869590222836,-0.0159194581210613,0.00841631647199392,-0.00554642034694552
"11",-0.0397537387907505,0.0148174623027444,0.0765500068664551,0.0111005017533898,0.0154109224677086,-0.0111919408664107,0.00732424017041922,0.00639269221574068,0.0176809281110764,-0.00601791962981224
"12",-0.0171612314879894,-0.00880476459860802,0.0477303080260754,0.00595556991174817,-0.027102904394269,0.0095298932865262,0.00372955785132945,-0.0136773316189647,-6.98785443091765e-05,-0.00105955777689815
"13",0.0260505713522434,0.000270409393124282,0.087732121348381,-0.0100802555680275,0.00296225934289396,-0.00835444778203964,0.00184224569238722,-0.0258318372070789,0.00238153361715376,-0.000865566951688379
"14",-0.0738281458616257,0.000522051472216845,-0.0441477037966251,-0.00956112239509821,-0.0207114592194557,-0.0164312887936831,-0.00286934222094715,0.0122590493410826,-0.00349829765036702,-0.00423910981044173
"15",0.0455252267420292,0.00599562050774693,0.0177474375814199,-0.0011272591073066,0.000912667834199965,-0.0103412372991443,0.000448336300905794,0.0110081182792783,0.00862805638462305,-0.00909513235092163
"16",0.00245787971653044,-0.00927231274545193,-0.0310664735734463,0.00551989767700434,-0.0394644513726234,0.00107137102168053,0.00939318910241127,-0.0106803756207228,0.0176690295338631,0.000141450698720291
"17",-0.0306941512972116,-0.00971906632184982,-0.0353592447936535,0.0141442958265543,0.00673609785735607,-0.0122402748093009,0.00838683731853962,0.0111077893525362,0.00206690421327949,0.00183341500815004
"18",-0.00601930730044842,-0.00613291980698705,0.00211160653270781,-0.00250444561243057,-0.0158581957221031,0.00621648645028472,-0.00450671510770917,-0.0124855218455195,0.00831714272499084,-0.00366851547732949
"19",0.0373049005866051,0.0004209739563521,-0.00540760857984424,0.00482510961592197,0.00351461139507592,-0.00842063222080469,0.00725032947957516,-0.0115066496655345,-0.0137587273493409,-0.0128752058371902
"20",0.00403498066589236,-0.00119975104462355,-0.00536134093999863,0.0106175998225808,-0.0213858485221863,-0.018083643168211,0.000612459960393608,0.00414935871958733,0.00538491923362017,0.0125000011175871
"21",-0.02696811594069,0.00296080065891147,-0.0320304222404957,-0.000803602277301252,0.00593194924294949,-0.0023895432241261,-0.0016747135668993,0.00383624387905002,0.00596425961703062,0.000366768683306873
