"","AAPL","MSFT","BA","V","DIS","JPM","INTC","UNH","JNJ","CSCO"
"1",0.00303214811719954,-0.00355693488381803,-0.0352178700268269,-0.00386876077391207,-0.0116724194958806,-0.0119751049205661,0.0102009912952781,0.0124172139912844,-0.00685560470446944,0.00952519755810499
"2",0.00410780077800155,0.00138028396759182,-0.0170442443341017,0.0266285166144371,0.0045393924228847,0.0152913341298699,-0.0246469434350729,-0.00228169583715498,0.00855481904000044,-0.0362249910831451
"3",0.017521396279335,0.00269569107331336,-0.00185297674033791,-0.00104549957904965,0.0038967786822468,0.012251497246325,-0.0024431103374809,-0.00505809346213937,0.00409879861399531,-0.000868108530994505
"4",0.0124111939221621,-0.0036918050609529,0.0214039664715528,0.00310978363268077,-0.00152318354230374,0.00152397807687521,-0.00067614228464663,0.00201946264132857,-0.00514637026935816,0.0111746536567807
"5",0.00518469279631972,-0.00828562583774328,-0.0234353300184011,0.0136716505512595,0.0273276288062334,-0.00159325625281781,-0.0153426164761186,-0.010560292750597,-0.00920928828418255,5.45597868040204e-06
"6",-0.00842701271176338,0.0062990365549922,-0.000737607595510781,0.00406096456572413,-0.0195033121854067,0.00803277082741261,-0.00322352652437985,-0.00796516705304384,-0.0127145294100046,0.00733641115948558
"7",-0.00404840614646673,0.00103101576678455,0.0129439197480679,0.00427101599052548,0.0415675267577171,0.00225462066009641,-0.00100928219035268,0.00923512317240238,-0.00314197479747236,-0.00524108670651913
"8",-0.00444092880934477,-0.00135767878964543,-0.00219619018025696,-0.00949839036911726,-0.0256909653544426,0.0119298221543431,-0.000334959506290033,0.0100971860811114,-0.00173157150857151,-0.00598110677674413
"9",0.0114264497533441,0.00620431359857321,0.010675965808332,-0.00160714657977223,-0.00757535733282566,0.00363749987445772,-0.00260323542170227,-0.000198391164303757,-0.00307023292407393,-0.0211996510624886
"10",-0.000320220802677795,0.00237926095724106,-0.00865772739052773,0.0286702606827021,-0.00810485519468784,0.00383895612321794,0.021462719887495,-0.00373928411863744,0.00188176217488945,-0.0150912590324879
"11",0.00749792577698827,-0.000323015177855268,-0.0101812714710832,0.00213483953848481,-0.00146573164965957,-0.000231550438911654,0.00890651065856218,0.0023133922368288,0.0063660959713161,-0.00310045946389437
"12",0.00934966187924147,0.00864889658987522,0.00141230062581599,0.00207883142866194,-0.0100061194971204,-0.00332205323502421,-0.00106091215275228,-0.00887717120349407,0.003376011736691,-0.00367397512309253
"13",-0.00279146526008844,0.00966527126729488,0.0127409221604466,0.00417917361482978,0.017148045822978,-0.00880540534853935,0.00983037147670984,0.00368762272410095,0.0017920098034665,-0.019566398113966
"14",-0.0182771198451519,-0.00294153834693134,-0.00930965412408113,-0.0028289093170315,-0.00674514239653945,0.00247523607686162,0.00828053057193756,0.00837449822574854,0.00853959657251835,-0.00346110225655138
"15",0.00855402462184429,-0.00141661346424371,0.00819852482527494,0.002386842854321,-0.000645437568891793,-0.00111410347744823,0.00443675927817822,0.00808139983564615,0.00893676839768887,-0.00333630153909326
"16",0.00872620660811663,0.00376568525098264,-0.00295488443225622,0.00765157723799348,-0.0129312872886658,0.00131509359925985,0.00326551892794669,0.00379155483096838,-0.00635047629475594,0.0041021341457963
"17",0.0135967321693897,-0.00185849727131426,-0.0110020730644464,0.00359077309258282,-0.0022919864859432,-0.00443347217515111,0.00107267661951482,-0.00460381200537086,-0.00773848174139857,-0.0126044545322657
"18",0.000957346288487315,0.00174856057856232,-0.000556709244847298,0.00719919707626104,-0.00849739275872707,0.000846778857521713,0.00941874086856842,0.00712490128353238,-0.00427252473309636,-7.81199105404085e-06
"19",0.00101270747836679,0.00852795224636793,-0.0193499699234962,-0.000525594223290682,-0.00262141204439104,-0.00413030339404941,0.00776286469772458,0.0124094076454639,0.00373682845383883,0.0107784867286682
"20",0.00234616873785853,0.00619623484089971,-0.00565650733187795,0.00473326072096825,-0.00132863665930927,0.015330265276134,0.00681996066123247,0.0103205237537622,0.00805741362273693,-0.0109846228733659
"21",0.00721299275755882,0.00294045475311577,-0.00780219817534089,0.000788349541835487,0.0144271934404969,-0.00241077574901283,0.00805276446044445,0.000210773156140931,0.0075095328502357,-0.00628256285563111
