"","AAPL","MSFT","GE","DIS","JPM","XOM","INTC","PFE","JNJ","CVX"
"1",0.00150315975770354,-0.00577606121078134,0.000818165659438819,-0.00440827198326588,0.00629258994013071,-0.00191171723417938,0.00287133944220841,0.000277786108199507,0.00062681280542165,-0.0118244355544448
"2",0.00718672852963209,-0.00403778301551938,0.00209129275754094,-0.00423175608739257,0.00637270649895072,-0.00153629865963012,0.00153872568625957,-0.00203399220481515,0.00135728600434959,0.00692606158554554
"3",-0.00324621191248298,0.000217914610402659,0.00800101365894079,-0.00564708653837442,0.0123650226742029,-0.0108305364847183,0.00435594609007239,-0.000600926345214248,-0.00422883918508887,-0.00963791273534298
"4",-0.00367483007721603,0.00484372489154339,-0.00134246691595763,0.000640545098576695,0.00480735627934337,0.000148655133671127,-0.00577950896695256,-0.00227909325622022,-0.00064131966792047,0.00438805017620325
"5",0.00351965660229325,0.00670654233545065,0.000860727217514068,0.00998273864388466,0.00240617361851037,0.008600989356637,0.00423743529245257,-0.00171715300530195,-0.000970971712376922,0.0053900945931673
"6",-0.00501411920413375,-0.00709905521944165,0.00857007410377264,-0.0128312427550554,0.00490680383518338,-0.000516430765856057,-0.00566848739981651,-0.00172975577879697,-0.00808825343847275,0.0112123470753431
"7",-0.0149229252710938,0.00527460128068924,-0.00143828068394214,-0.00841875746846199,0.00131980748847127,0.0049290107563138,-0.00614541117101908,-0.00249457941390574,0.00110480980947614,-0.00293994648382068
"8",0.00770011357963085,0.00427427049726248,0.000311775947920978,0.00302289286628366,0.000332828029058874,-0.00972009263932705,0.000530758930835873,0.0020308205857873,0.00402316404506564,-0.0064116339199245
"9",0.00140705576632172,0.00498937536031008,0.00348386610858142,0.000672069378197193,-0.0101625369861722,0.000184130927664228,-0.00223585264757276,-0.00397860491648316,-0.00325993611477315,0.0107750808820128
"10",0.006389154586941,0.00425559468567371,0.00914616044610739,-0.0353557392954826,-0.00948426313698292,-0.00421405863016844,0.00480889901518822,-0.0104974303394556,-0.00146406178828329,-0.00415373453870416
"11",-0.00504215760156512,-0.00542015116661787,0.00347235053777695,-0.00620341766625643,-0.0223659053444862,0.000371552567230538,0.00397910876199603,-0.00320647517219186,0.00261962180957198,-0.0133236711844802
"12",-0.00522342277690768,0.00022450927644968,0.00272684684023261,0.0164252016693354,-0.0240390617400408,-0.00134782982058823,-0.00669599277898669,-0.00274585210718215,-0.00568308727815747,-0.000826074567157775
"13",0.00652145175263286,-0.00509238988161087,0.00111643574200571,0.00318903010338545,0.0225842595100403,-0.0011898874072358,-0.0049236579798162,-0.00442345160990953,-0.00453223008662462,0.00517747271806002
"14",0.00109856412746012,-0.00911925919353962,0.00207104603759944,-0.0151069965213537,0.0200104843825102,-0.00140716508030891,-0.00397354830056429,-0.00121930171735585,0.0032594557851553,0.026502899825573
"15",-0.00671561760827899,-0.00832093320786953,-0.00198903260752559,-0.000747939455322921,-0.000455176312243566,0.00138398364651948,-0.000196719513041899,-5.98511360294651e-05,1.55593024828704e-05,0.00486179394647479
"16",-0.00194218673277646,-0.0028398116119206,-0.000498622946906835,-0.00306793604977429,0.000139415176818147,-0.00559370312839746,-0.00683416891843081,0.00274069188162684,-0.00297050038352609,-0.00513794738799334
"17",-0.00381070654839277,0.00604347232729197,0.00477303517982364,-0.00702303182333708,0.00117932341527194,0.00120630557648838,-0.00308753829449415,-0.0030926342587918,-0.00122184178326279,0.00380167202092707
"18",-0.00860233511775732,-0.00072441651718691,0.00462782057002187,-0.0141678396612406,-0.00408245669677854,-0.00221473397687078,-0.00052028032951057,-0.00126319169066846,0.0013490297133103,-0.0107629569247365
"19",0.00563312601298094,0.00368574284948409,0.000814313010778278,-0.00477759493514895,-0.0111197559162974,-0.00795940309762955,-0.00876368582248688,0.00156806968152523,-0.00223848992027342,0.00533943297341466
"20",-0.00121522310655564,-0.00140981667209417,0.00701825600117445,-0.00475176842883229,-0.015528567135334,-0.00365668907761574,0.000332311319652945,0.000637155841104686,-0.00362769118510187,-0.0115621611475945
"21",0.00697742123156786,0.00425685662776232,0.00153984082862735,-0.0166369713842869,-0.00848173070698977,-0.000233901970204897,0.00147789996117353,0.00162743113469332,-0.00125972041860223,0.00474692415446043
