"","AAPL","MSFT","BA","JPM","V","DIS","INTC","CRM","WMT","UNH"
"1",-0.00525004928931594,0.00622617173939943,0.00316414679400623,0.0108723770827055,-0.00187275640200824,-0.00587429106235504,0.00931004155427217,-0.00152272300329059,0.000582998152822256,0.012154720723629
"2",0.0164063591510057,-0.014257462695241,-0.00192409881856292,0.0131947314366698,0.00648772250860929,-0.00230631465092301,0.0125761004164815,-0.00599593576043844,-0.0152404271066189,0.00165394158102572
"3",0.0143880657851696,0.00902802683413029,0.00264372327364981,0.00404306314885616,0.00200176215730608,0.0049194535240531,0.019249489530921,-0.00257905945181847,-0.00386317237280309,-0.00635829148814082
"4",0.0135688344016671,-0.0203888360410929,-0.00707112345844507,0.0149014489725232,0.00384342414326966,0.00136651133652776,-0.0133517617359757,-0.00837262161076069,-0.000695886788889766,0.00603294372558594
"5",0.0196069702506065,0.00101476686540991,-0.0243706405162811,0.000655728101264685,0.00429204618558288,0.0216869041323662,0.0164808128029108,-0.00670481799170375,0.00622789841145277,-0.00727758789435029
"6",0.0194380469620228,0.00532094622030854,0.00734430085867643,-0.00444984482601285,-0.00709648756310344,0.0455207899212837,0.00735939992591739,-0.00149258668534458,-0.00115710159298033,-0.0150848487392068
"7",0.00424313032999635,0.0156259201467037,0.00352695514447987,-0.00105004827491939,-0.0159253422170877,0.00202196114696562,0.000541436660569161,-0.014903181232512,-0.0139200519770384,-0.00456273881718516
"8",0.0026865154504776,-0.00240283459424973,-0.00150004867464304,-0.00455978466197848,-0.0135229704901576,0.00139541237149388,-0.00494913989678025,0.00574124930426478,-0.00304137379862368,-0.00281579978764057
"9",0.00534813664853573,0.000933219853322953,-0.026042690500617,-0.00807466544210911,-0.0105168307200074,0.00374953565187752,0.00727586401626468,-0.0147587144747376,-0.00329554011113942,0.00886053964495659
"10",0.00358055788092315,0.000390513450838625,-0.00872891303151846,-0.00636493507772684,-0.00928946305066347,0.00907890871167183,0.0115343406796455,-0.00228608213365078,0.0103668821975589,0.00863290950655937
"11",0.00281959841959178,-0.00678226398304105,0.0135092036798596,-0.00236349226906896,0.013817691244185,0.015013437718153,0.00304156495258212,-0.00761584565043449,-0.00779330404475331,-0.000632489274721593
"12",0.0016053948784247,0.0119176190346479,-0.0146017065271735,-0.0119632920250297,0.00226804194971919,0.0111417304724455,-0.000154802517499775,-0.0191897433251143,-0.00103457528166473,-0.000925320317037404
"13",0.00905488803982735,-0.00624058255925775,-0.00880585983395576,0.000398856587707996,0.0145273394882679,0.000203022558707744,-0.000986572820693254,-0.00302884331904352,-0.00185522774700075,0.0142650110647082
"14",0.0190560817718506,0.0146263465285301,-0.0262381564825773,-0.00635469797998667,0.00896839238703251,-0.0123957879841328,-0.000921154569368809,-0.00322492374107242,0.0089399665594101,-0.00121395126916468
"15",0.00839956291019917,0.00595477595925331,0.0117271253839135,0.00229223654605448,0.00743182795122266,0.00712373945862055,0.00502051459625363,-0.00801886059343815,0.00242388714104891,0.0093928650021553
"16",-0.00207292684353888,-0.00765919033437967,-0.0080977538600564,-0.00483896303921938,0.00183780211955309,-0.0112300692126155,0.0109474090859294,-0.0112444199621677,-0.0054684360511601,-0.00339706521481276
"17",0.00671306299045682,0.00499603617936373,-0.00221735169179738,0.00771718751639128,0.00524481246247888,0.000607048976235092,-0.00273302174173295,0.00346179609186947,-0.00711607234552503,-0.00161306723020971
"18",0.0121044209226966,0.00471854023635387,-0.0207510162144899,0.000111385663331021,-0.00105344050098211,0.00341398315504193,0.00804442726075649,0.00286852987483144,0.00106159131973982,0.0102403117343783
"19",0.0117833269760013,0.00784864090383053,-0.00543822860345244,0.00258522783406079,0.000389923457987607,0.00204196595586836,-0.00239683547988534,0.0116432197391987,0.00464277109131217,-0.00143120717257261
"20",0.0079886969178915,0.00683072302490473,0.0156842805445194,0.00699947914108634,0.0098480898886919,-0.0140128377825022,0.00642915861681104,-0.0063390526920557,-0.00250790221616626,-0.000690664281137288
"21",-0.00276924995705485,-0.00625245785340667,-0.0246100071817636,-0.00109580170828849,0.00643824879080057,0.00272135925479233,-0.0181575454771519,0.00302726868540049,-0.00894033256918192,-0.0151959797367454
