"","MSFT","JPM","XOM","GE","PFE","CSCO","INTC","JNJ","V","IBM"
"1",0.00551448948681355,-0.00617305096238852,-0.000143114142701961,-0.00361378351226449,0.00242445198819041,0.02353385835886,-0.0067763845436275,-0.00222511007450521,0.00152502558194101,-0.00664256373420358
"2",-0.000107726213173009,0.0024999501183629,0.00186924962326884,-0.00384248327463865,-0.00396754220128059,0.00464785005897284,-0.00160841189790517,0.0031727310270071,-0.000704813399352133,-0.00450055859982967
"3",-2.4585267965449e-05,-0.00296887592412531,-0.00749479234218597,0.00304447510279715,0.00605907430872321,0.00168278266210109,-0.000884552835486829,-0.00341680273413658,-0.00292235007509589,0.00105804181657732
"4",0.000983118778094649,-0.00164156034588814,0.00534393545240164,0.00604661414399743,0.000746748875826597,-0.0182083956897259,0.00933126732707024,-0.00312142446637154,-0.00330350594595075,-0.000827332027256489
"5",-0.00162615603767335,-0.00490081310272217,-0.00562082603573799,-0.0052892486564815,0.00114335783291608,0.0040710112079978,0.00347943184897304,-0.000594926357734948,-0.00644781673327088,-7.80289119575173e-05
"6",0.00257648178376257,-0.000371967122191563,-0.00306892022490501,0.000916190969292074,0.00296903261914849,-0.00803424976766109,-0.00228103180415928,0.000951779773458838,0.00877765752375126,0.00230269879102707
"7",0.0108265541493893,-0.00849410332739353,-1.32764653244521e-05,-0.000823701964691281,0.00131138227880001,0.00340298330411315,0.0019222378032282,-0.00311604212038219,0.00202409527264535,-0.00875330436974764
"8",0.00928989052772522,-0.00478930398821831,-0.00273924181237817,-0.00180791632737964,-0.000386164989322424,0.00470933923497796,-0.00268381461501122,0.00292787700891495,-0.00649342546239495,-0.00171448069158942
"9",-0.00254814326763153,-0.00634307414293289,0.0057786931283772,-0.0033368356525898,-0.00405199639499187,-0.000541774672456086,0.000983176985755563,-0.00701339915394783,0.00235435413196683,-0.00179222750011832
"10",0.000301671941997483,0.00404113903641701,0.00454219942912459,0.000338144134730101,0.000750191451516002,-0.00839686673134565,-0.00249868608079851,-0.00212252303026617,-0.0013910117559135,0.0010469505796209
"11",-0.00205575302243233,-0.00651774182915688,0.00382018182426691,0.000989886932075024,-0.00256658298894763,-5.88330658501945e-05,0.00347810355015099,-0.00667276838794351,0.00159659329801798,0.00327873532660306
"12",0.00214689201675355,0.000342300423653796,0.00202881870791316,0.00823252368718386,0.0045019555836916,-0.00420957617461681,-0.00278047914616764,-0.00142810109537095,0.00115148932673037,-0.0108524663373828
"13",0.00262032099999487,-0.00706080393865705,-0.00312365172430873,0.000491867947857827,0.000627751811407506,0.00511825829744339,0.00102519243955612,-0.00654649687930942,0.00386002496816218,-0.00188047694973648
"14",0.00736133754253387,-0.00597311416640878,0.0031637717038393,0.00282695819623768,-0.00221276422962546,0.00387309398502111,-0.00549906445667148,-0.00445806887000799,-0.000380525016225874,0.00283882464282215
"15",0.00827156845480204,-0.0114426650106907,-0.000210905083804391,-0.000203603238333017,-0.00447384500876069,-0.00217302795499563,-0.00083341560093686,-0.000446970632765442,-0.00788701046258211,0.00414637103676796
"16",0.00118637050036341,-0.0055664824321866,-0.00254267454147339,0.00160583609249443,2.73699271247096e-07,-0.00586349098011851,0.00661200890317559,-0.00205482565797865,0.00704572070389986,0.00208997493609786
"17",-0.000340309925377369,-0.00667298957705498,0.00079613970592618,-0.000657664379104972,0.00228485697880387,-0.000928686815313995,-0.00355810299515724,-0.00241306680254638,-0.00158304604701698,0.00213592033833265
"18",-0.00181820162106305,-0.00423182314261794,-0.000805649091489613,0.00387472985312343,-0.000305633555399254,0.00583077222108841,0.000866257352754474,-0.00275405892170966,-0.00186296482570469,-0.00426902435719967
"19",-0.00103291624691337,-0.0103277312591672,-0.00241747335530818,0.00151467579416931,-0.000581598491407931,-0.00308732758276165,0.00136911345180124,-0.00303417374379933,8.15572857391089e-05,-0.0011414421023801
"20",0.0107791516929865,-0.00253714621067047,0.000520306290127337,-7.05151833244599e-05,-0.000749758968595415,0.00411979109048843,-0.0010461799101904,-0.00212385156191885,-0.00577753968536854,0.00190450006630272
"21",0.00855187047272921,-0.0018414503429085,0.00010391918476671,-0.00393449934199452,0.00151405914220959,-0.00483457744121552,-0.00817489996552467,-0.00325088272802532,0.00315896212123334,0.00396247813478112
