"","BAC","MSFT","JPM","XOM","INTC","GE","CSCO","IBM","JNJ","PFE"
"1",0.00494063785299659,-0.00700225960463285,0.00359599920921028,-0.00357215781696141,-0.0162765718996525,-0.00273340428248048,0.00160925555974245,0.00572381867095828,0.00237101083621383,0.00241515855304897
"2",0.00744459964334965,-0.00663970736786723,0.000791568774729967,0.00199934444390237,0.00531179318204522,-0.00170870323199779,-0.00278921402059495,-0.00694147311151028,0.00222986470907927,-0.00719546945765615
"3",0.013715548440814,-0.00411769282072783,-0.00178886880166829,-0.00354239949956536,0.0066929841414094,-0.00624566432088614,-0.000276118400506675,-0.00176749180536717,0.00644783256575465,-0.000578386592678726
"4",0.00316472933627665,0.00425982102751732,-0.00946587789803743,-0.00450815632939339,-0.00611762935295701,-0.00279549066908658,0.00408451864495873,0.00500353565439582,0.00112226908095181,0.00316888862289488
"5",0.012439995072782,5.97622529312503e-05,0.00119610957335681,-0.000677528034429997,-0.0149772921577096,0.00468510948121548,-0.00069831742439419,0.000266658142209053,0.00402944581583142,-8.20707791717723e-05
"6",-0.00636660028249025,0.00213039922527969,0.00327463680878282,-0.0011791706783697,-0.0135033065453172,0.000646483327727765,-0.00644302368164062,-0.00394880492240191,0.000263187073869631,-0.00043929202365689
"7",0.00943974778056145,0.00501599162817001,-0.000271322554908693,0.00072587700560689,-0.00385255296714604,0.00011783267109422,-6.99545307725202e-06,-0.00116848153993487,0.00296404771506786,0.00419158581644297
"8",0.00496129551902413,0.00157641305122524,-0.00170119712129235,-0.00046043039765209,0.00528497295454144,-0.00400488078594208,-0.00336260139010847,-0.0083987032994628,-0.00553204119205475,-0.00458214664831758
"9",0.00775288790464401,0.000970423338003457,-0.00912896636873484,-0.00459467200562358,0.000764718803111464,-0.0029987704474479,-0.00295224552974105,-0.00550529500469565,-0.000502549635712057,0.00310852634720504
"10",0.000214897663681768,-0.00659636966884136,-0.000192865074495785,-0.0043419492430985,0.00448899995535612,-0.00289877038449049,0.00216708239167929,0.00205723149701953,-0.00261667231097817,-0.0010502029908821
"11",0.00366677297279239,-0.00212384783662856,0.00926180649548769,-0.00559170078486204,0.00566454418003559,-0.00173178699333221,0.00516905728727579,0.00409275712445378,0.00133416603785008,-0.00115981802809983
"12",-0.00120682758279145,0.00139264587778598,0.00079446699237451,-0.00314428005367517,-0.0135803651064634,-0.000311169103952125,-0.00221275258809328,0.00127483811229467,-0.00128313957247883,0.0047172917984426
"13",0.00189529568888247,-0.00325580546632409,-0.0102141089737415,-0.00827928818762302,-0.000568437622860074,-0.00445177964866161,-0.00259935762733221,0.00256846705451608,0.00201353663578629,-0.00121554255019873
"14",-0.00144581717904657,0.0138943204656243,-0.00428070919588208,0.00167925585992634,0.00305029982700944,-0.00284915906377137,0.00250458787195385,0.00354033522307873,0.00311592011712492,0.00399353681132197
"15",0.00930327922105789,-0.000519765890203416,0.0021303640678525,-0.00101368885952979,0.00560779357329011,-0.00219316361472011,-0.00454785535112023,0.00460780784487724,-0.00187218643259257,-0.00585550907999277
"16",0.00590492086485028,-0.00292406463995576,0.000603898719418794,0.000755364366341382,-0.00525383651256561,-0.00148900039494038,-0.00230866554193199,0.001281832694076,0.00297284452244639,0.000528519332874566
"17",0.00886440183967352,0.00393600575625896,-0.0129366861656308,0.00107522413600236,-0.00656795687973499,-0.00207376689650118,-0.0110244555398822,0.000867757422383875,-0.00064424448646605,0.00160161149688065
"18",0.00370424380525947,-0.00364562938921154,-0.00529665220528841,-0.00357169867493212,-0.00165259779896587,-0.00765370111912489,-0.0021117189899087,0.00558157544583082,-0.000693791138473898,-0.00115679239388555
"19",0.00444065034389496,0.000770234910305589,-0.00301843718625605,-0.00250065024010837,-0.00419881474226713,-0.00215024664066732,-0.0142322471365333,0.00671404413878918,0.00162092130631208,0.00176887470297515
"20",-0.00068747391924262,-0.00103002763353288,-0.00262840115465224,-0.0094820549711585,-0.0010258675320074,-0.00582258775830269,-0.00547219533473253,3.65047308150679e-05,0.0019478159956634,0.00133192888461053
"21",-0.00383215630427003,-0.00321323913522065,-0.000703740515746176,-0.00752657977864146,0.00776717951521277,-0.00147693825419992,-0.010601039044559,0.00178823806345463,0.000383921811589971,-0.00176202657166868
