"","AAPL","MSFT","BA","DIS","JPM","V","UNH","INTC","CSCO","JNJ"
"1",-0.00482057174667716,0.00342596042901278,-0.0172454249113798,0.0131724327802658,-0.00211479491554201,-0.00208235601894557,0.00881356280297041,-0.000613525044173002,-0.00530510768294334,0.00345119019038975
"2",-0.00303133367560804,0.00315729156136513,-0.0043223318643868,0.00274603278376162,-0.00531637715175748,0.00218877568840981,-0.0087596895173192,0.000838404812384397,-0.00774066802114248,-0.000850910611916333
"3",-0.00918155536055565,0.00327466707676649,-0.000858846236951649,-0.00949398521333933,-0.00303798099048436,-0.00247269286774099,-2.90532971121138e-05,0.00531499879434705,0.00136938400100917,0.00152728136163205
"4",0.0030087863560766,0.00471100257709622,-0.0116126323118806,0.0031517839524895,0.00251952954567969,-0.00537792919203639,0.0207299590110779,0.00333358207717538,-0.00450889347121119,0.00438072672113776
"5",0.0118126589804888,-0.000613148207776248,-0.0137608032673597,-0.00205552368424833,0.00241571222431958,0.00790845975279808,-0.010021461173892,0.000692663190420717,-0.00257274974137545,0.00396327348425984
"6",0.00904723443090916,-0.00579100288450718,-0.00625531934201717,-0.00725883338600397,-9.2842208687216e-05,0.000475564185762778,-0.0129702091217041,-0.00426929211243987,-0.0048140580765903,0.00162869913037866
"7",0.00347030279226601,-0.000261920737102628,-0.0247287563979626,-0.00211525708436966,-0.00369365070946515,0.00562406145036221,-0.0213116984814405,-0.000447422877186909,-0.00838820822536945,-0.00226695090532303
"8",-0.00328895403072238,-0.000667162297759205,0.00700505450367928,-0.000479817535961047,0.00245305732823908,-0.00396152213215828,0.00210697879083455,0.000403520098188892,-0.000247242162004113,0.00306803523562849
"9",0.00766723603010178,0.000865014793816954,-0.0118129709735513,0.00703500723466277,-0.00287779583595693,-0.00734056113287807,-0.00253202440217137,0.0074652349576354,-0.00955609045922756,-0.000745234603527933
"10",0.00850993301719427,0.0016755098477006,0.00421758089214563,0.00309129548259079,0.000830684904940426,0.000179148293682374,0.00355086964555085,0.00353965908288956,-0.00490950234234333,0.00251022912561893
"11",-0.000510897429194301,0.0051152054220438,-0.027104152366519,-0.00602635741233826,-0.00278059346601367,0.0053702094592154,0.00490498449653387,-0.00265759532339871,-0.00801246706396341,-0.000487184559460729
"12",0.00100496399682015,0.00692435912787914,-0.00153195753227919,-0.00209269160404801,-0.00143660826142877,0.00128483318258077,0.00204419228248298,0.000595106510445476,-0.00775007391348481,-0.00284403376281261
"13",0.00218368833884597,0.0110886041074991,-0.0203638002276421,0.00858627911657095,-0.00754373148083687,-0.0050538326613605,0.00185184553265572,-0.00659390911459923,-0.00833311304450035,0.00352163542993367
"14",0.00797746609896421,0.00409328797832131,0.00319627718999982,0.00626207096502185,0.000495896267239004,0.00434253737330437,0.00521952379494905,0.00819013454020023,-0.0133601501584053,0.00247537461109459
"15",0.00855234917253256,0.00664075231179595,-0.0104859862476587,-0.00511411810293794,5.05463794979732e-05,0.00318746222183108,-0.00258915778249502,0.0053279735147953,-0.0126750459894538,0.00143742049112916
"16",0.00328048644587398,-0.00265973736532032,0.00246118428185582,0.00248290877789259,0.00444473652169108,0.00282645644620061,0.00295323017053306,0.00080777209950611,-0.0111835822463036,0.00800512172281742
"17",-0.0029738605953753,0.0026456331834197,-0.00765548599883914,0.000809263612609357,-0.00316607509739697,-0.00097028975142166,0.0097825238481164,-0.00265433057211339,-0.028816370293498,-0.00387686002068222
"18",0.00194747431669384,-0.00170088477898389,-0.0035518582444638,0.0061715068295598,-0.00216298294253647,0.000908899470232427,-0.00145909190177917,-0.00557952933013439,-0.0287201516330242,-0.00173066405113786
"19",0.00283910124562681,0.00204471591860056,0.00106805237010121,0.00426014000549912,2.6713762053987e-05,0.00471410946920514,6.11095892963931e-05,-0.00442292774096131,-0.00813317857682705,0.00618483079597354
"20",0.00603987043723464,0.00581042235717177,-0.00520849227905273,-0.00380873214453459,0.000793926068581641,-0.00282310228794813,-0.00359910191036761,0.000402435369323939,0.0024124039337039,-0.000679622346069664
"21",0.0079404516145587,-0.00352086452767253,-0.00342726334929466,-0.00781629141420126,-0.000284516689134762,0.002534105675295,-0.00685414485633373,0.00861215498298407,-0.00732124643400311,0.0036561768501997
