"","BAC","MSFT","JPM","CSCO","XOM","INTC","GE","HPQ","PFE","IBM"
"1",-0.00251602637581527,0.0162885077297688,0.0150705566629767,0.00644156849011779,-0.00348660163581371,0.00571175292134285,-0.00337397307157516,0.00277672964148223,0.000315148761728778,0.00226604333147407
"2",0.020140565931797,0.00188924139365554,-0.00178919301833957,0.00239929929375648,0.0106446491554379,0.000339468038873747,0.00237463763915002,0.0155088985338807,-0.00441474467515945,0.00317074242047966
"3",-0.00307703204452991,0.0098626846447587,-0.00432257680222392,-0.00227873958647251,-0.00820900406688452,-0.00915639288723469,0.000405523634981364,0.0108849061653018,0.00760940508916974,0.00128225097432733
"4",-0.00565472524613142,0.00752024725079536,-0.000164279364980757,0.00296960864216089,-0.0020558200776577,0.000380457349820063,-7.3967850767076e-05,0.00900991633534431,0.0111582493409514,0.00298828654922545
"5",6.06368739681784e-05,-0.013304129242897,-0.00863831024616957,-0.00308070029132068,-0.0097647849470377,-0.00593860866501927,0.000562628149054945,0.00845016818493605,-0.00661732908338308,-0.00425961706787348
"6",-0.000610432529356331,0.0191245097666979,0.00946536939591169,0.00508842943236232,0.00694243051111698,-0.00287488964386284,0.00303777563385665,0.00112516735680401,0.00056842336198315,0.00630471203476191
"7",-0.0114184245467186,0.00282310927286744,0.0021639671176672,-0.0407829284667969,-0.00853694230318069,0.0016495386371389,-0.00504801655188203,-0.00210958532989025,-0.00944894924759865,-0.00127964129205793
"8",0.00857789721339941,-0.00131974695250392,-0.00511589599773288,0.0107790054753423,0.00713848182931542,-0.00370284426026046,-0.000673083937726915,0.0031012911349535,0.00429583387449384,0.000651647220365703
"9",-0.00367807247675955,0.00449041370302439,0.00215405109338462,0.00854718033224344,0.00166327517945319,-0.00301749515347183,0.00681463815271854,-0.00147773406933993,-0.000218449393287301,0.00108991132583469
"10",-0.0100188376381993,0.00270499172620475,0.00671752542257309,-0.00415095593780279,-0.0011557589750737,0.00222608004696667,0.00272650574333966,-0.000254360347753391,0.0011863661929965,0.000622831517830491
"11",-0.0127644762396812,0.00993740651756525,-0.00243360735476017,-0.000788555073086172,0.00446148682385683,-0.000624655280262232,0.00573862995952368,-0.00958315189927816,-0.00311494595371187,0.00316788186319172
"12",0.00894606206566095,0.00452674878761172,-0.00939919520169497,0.00678744772449136,0.0027599676977843,-0.00108279217965901,0.00305493548512459,0.00162451690994203,-0.00434868317097425,0.00105216458905488
"13",-0.0134559664875269,0.00169496145099401,0.00463695824146271,0.00432473421096802,-0.00109804351814091,-0.000180764589458704,0.00205671181902289,0.00632239319384098,0.00224276096560061,0.00145575392525643
"14",-0.014558918774128,0.000251721212407574,0.00488531310111284,-0.00487007945775986,0.00141478842124343,-0.00456762220710516,0.00404315069317818,0.00335912639275193,0.00185310246888548,-0.00111328961793333
"15",-0.0123869916424155,0.000444235949544236,0.00319105386734009,0.00865112710744143,0.00425011850893497,0.00232396763749421,-0.00287926220335066,0.00769758736714721,-0.0033378207590431,0.0026588283944875
"16",-0.00501258904114366,0.00502778170630336,-0.00728361401706934,0.00847785454243422,-0.00147783244028687,-0.00440862542018294,0.00531122600659728,0.00683467322960496,-0.00174924940802157,0.0017796428874135
"17",-0.00673672463744879,-0.00398043636232615,0.00252543878741562,-0.000996274640783668,-0.000752282154280692,-0.00229582330211997,0.000532409874722362,0.000214228595723398,0.00122256309259683,0.00168534344993532
"18",-0.0212991237640381,-0.00364953372627497,-0.00502804992720485,-0.00470637157559395,-0.00255064596422017,-0.002648203400895,-0.00457127718254924,-0.00080224999692291,-0.00949999410659075,-0.00103742780629545
"19",0.00752391153946519,0.000140227857627906,-0.00879498198628426,0.00920177809894085,0.00601706514135003,-0.000663882354274392,-0.00567671656608582,-0.00532228266820312,-0.00800155848264694,-0.000648482295218855
"20",-0.00770736671984196,0.0026874749455601,0.00440334435552359,0.00115406385157257,0.00140742852818221,0.00459974678233266,0.00220046099275351,0.00717028649523854,0.00436804164201021,-0.0012162234634161
"21",-0.00210840022191405,0.00288643152453005,-0.00217457278631628,-0.0102117136120796,-0.00196298747323453,-0.00201210496015847,-0.000564364483579993,0.00204236037097871,0.00287025980651379,0.00406882259994745
