"","AAPL","MSFT","BA","JPM","V","DIS","CRM","INTC","WMT","HD"
"1",0.00377816194668412,0.00128745345864445,-0.0367871969938278,-0.00511929672211409,0.00712414644658566,-0.00473833736032248,0.0057100779376924,0.00948180258274078,-0.00196658703498542,-0.00272634183056653
"2",0.00483972718939185,-0.00640120776370168,-0.00994290690869093,-0.00393885234370828,0.00709346774965525,-0.00488085811957717,0.00363149796612561,0.00478637078776956,0.00518924044445157,0.00254585221409798
"3",0.00626074243336916,-0.00225233472883701,-0.00599317159503698,-0.00764713110402226,-0.00326178874820471,-0.00122754974290729,0.011930838227272,-0.00833099335432053,-0.00984243489801884,-0.00569909065961838
"4",-0.00424173148348927,0.0143530517816544,-0.00716713210567832,-0.0110364193096757,-0.00212106481194496,-0.00274587236344814,-0.00129493791610003,-0.0131948636844754,-0.00450344057753682,0.0062223682180047
"5",0.00389145989902318,0.00558998808264732,0.00269840308465064,-0.00619018822908401,-0.00533540826290846,-0.00297410297207534,-0.00359505880624056,-0.0138133382424712,-0.00225368631072342,-0.000436554633779451
"6",0.00280258734710515,-0.00180200929753482,-0.00047193662612699,0.006521160248667,-0.0020364501979202,-0.00260497117415071,-0.00590313132852316,0.000831469602417201,0.000614482327364385,-0.00281591480597854
"7",-0.00140187900979072,-0.00512680411338806,-0.00107807922177017,0.013590045273304,-0.00227111694402993,0.00227650557644665,0.00447492906823754,0.00164893688634038,0.0014823138481006,-0.000544680224265903
"8",-0.0110220983624458,0.00458560371771455,-0.000453526270575821,0.000117711366328876,-0.00274793105199933,-0.00121764652431011,-0.005100067704916,0.00325345317833126,0.00238563632592559,-0.00132661405950785
"9",0.0104655437171459,0.000954727467615157,-0.00641654105857015,0.00171835185028613,0.00973805412650108,-0.000525335199199617,-0.00127934047486633,-0.00637277821078897,0.000383460515877232,0.00436290958896279
"10",0.00512889726087451,0.00194210011977702,0.00803781114518642,0.0083212498575449,0.00257270247675478,-0.00448187766596675,0.00152448646258563,0.00525324698537588,0.000569903524592519,0.000761044793762267
"11",0.00766425486654043,0.00247063115239143,-0.0060515021905303,0.00889759138226509,-0.000403854297474027,0.000836021674331278,0.00212697824463248,0.00393606489524245,-0.00295443902723491,-0.00269258045591414
"12",0.00345234177075326,-0.000188255507964641,-0.00128064281307161,-0.000118413598102052,0.00250408379361033,-0.0029264553450048,-0.00424445699900389,0.0105156218633056,0.00563013227656484,-0.00281520327553153
"13",0.0122868968173862,-0.00218821503221989,-0.015705656260252,-0.00445088697597384,0.000182664414751343,-0.00167521415278316,0.0063711921684444,-0.000387309381039813,-0.00143354921601713,0.000618533929809928
"14",0.0164102930575609,0.00192170310765505,-0.026403870433569,-0.00594254396855831,-0.000711449945811182,0.00507756602019072,-0.00327447848394513,-0.0043034739792347,0.00102174456696957,-0.00151189730968326
"15",0.0132696833461523,0.00206472631543875,-0.0154526326805353,-0.00433645397424698,0.00199917750433087,-0.00437730178236961,-0.00524100428447127,-0.0089212516322732,-0.00374767510220408,0.00195479835383594
"16",0.00248363520950079,-0.00026681664166972,-0.0107106966897845,-0.00681233312934637,0.00417986791580915,0.00321009289473295,-0.00205001095309854,-0.00174785044509917,-0.00134239753242582,0.00260774721391499
"17",0.00631257612258196,-0.00209258729591966,-0.00833319779485464,-0.00240982766263187,-0.000597733713220805,-0.00723428744822741,-0.00147885887417942,-0.00243146042339504,0.00139695359393954,-0.00113306497223675
"18",-0.00178701023105532,-0.00027745749684982,-0.0035087070427835,-0.00475726462900639,-4.67410427518189e-05,-0.00724206678569317,-0.00485610216856003,0.0036118607968092,0.00972880888730288,0.00268064858391881
"19",0.0115708289667964,-0.00732769817113876,0.00920809525996447,-0.00821417011320591,-2.16423686651979e-05,0.001686533796601,-0.00281042885035276,-0.00314442859962583,-0.00567166088148952,-0.00167249259538949
"20",0.00899265334010124,-0.00429873773828149,0.00201903143897653,-0.00924437772482634,-0.00381147372536361,-0.00347533682361245,-0.00253809476271272,-0.00056342309108004,0.0026375527959317,0.000598016427829862
"21",0.00903723016381264,0.00615882640704513,-0.00130362284835428,0.0106574837118387,0.00160778604913503,-0.00218307855539024,-0.00333561468869448,0.00237108953297138,-0.0020639868453145,-0.00333894905634224
