"","AAPL","MSFT","BA","DIS","V","JPM","INTC","UNH","CSCO","JNJ"
"1",-0.00610345415771008,-0.00186954415403306,-0.0111112110316753,0.0576836466789246,-0.0349146313965321,-0.0264036133885384,-0.0299813617020845,-0.027578504756093,0.016307046636939,0.0052039185538888
"2",-0.0152952056378126,-0.026969701051712,0.0178012941032648,0.0790723264217377,0.0163158718496561,0.0379512868821621,0.00467040669173002,0.0822867304086685,0.00556009588763118,-0.00616983463987708
"3",-0.0573925450444221,0.00344229070469737,-0.0306828543543816,0.00280018383637071,0.0206559877842665,-0.0400444865226746,0.0249977596104145,-0.0637193620204926,-0.0495692752301693,-0.027474220842123
"4",0.065471462905407,-0.0139626292511821,-0.0282890480011702,0.00773960677906871,0.0301910508424044,0.0443113222718239,0.0185047425329685,0.0481124445796013,0.00815530493855476,0.0561932697892189
"5",-0.071848452091217,-0.0089513873681426,-0.0167880598455667,7.00317468727008e-05,-0.026543453335762,-0.0242315605282784,-0.00700128404423594,-0.0579881556332111,-0.0170941296964884,-0.0316128768026829
"6",0.00517215579748154,0.00959862396121025,0.000942772545386106,0.0544411726295948,0.00768449855968356,0.0103347580879927,0.026628578081727,-0.00354102835990489,0.0117724277079105,0.0699110180139542
"7",0.0399299338459969,-0.0238364785909653,-0.0110715823248029,-0.012814037501812,0.0135700441896915,-0.0577079877257347,-0.00545638985931873,0.0142775001004338,-0.0552331767976284,-0.0120057016611099
"8",-0.00987972412258387,0.00937634985893965,-0.014033081009984,0.012359619140625,-0.0405340008437634,0.0291591621935368,0.0306745395064354,0.00967041309922934,-0.00763838179409504,0.0498613193631172
"9",0.0111882826313376,-0.0171902198344469,-0.00186316075269133,0.0302571505308151,0.00668989215046167,-0.0308166276663542,0.0061896238476038,0.0434834472835064,-0.0270825121551752,-0.0359829999506474
"10",-0.0129826096817851,-0.00541919749230146,0.00794220622628927,0.000105833831185009,0.0142476577311754,-0.0150209683924913,0.00298603996634483,0.0102379024028778,0.00438125245273113,-0.0142248002812266
"11",0.0104689747095108,-0.00485428096726537,0.0222453642636538,-0.00839995499700308,0.00394270056858659,0.0301567632704973,-0.0134180169552565,0.00516355223953724,0.00559923471882939,-0.0121440421789885
"12",-0.0892877802252769,-0.00713379075750709,-0.0232373364269733,0.00480301957577467,-0.0046495059505105,-0.0299658514559269,0.0033918209373951,0.0102367429062724,-0.00870046392083168,-0.0299885366111994
"13",0.0566739104688168,0.00097772351000458,-0.000276349426712841,0.0067701144143939,-0.00412855623289943,0.0160526055842638,-0.00218030554242432,-0.00323658948764205,-0.0195757988840342,0.0542822107672691
"14",0.0307351313531399,0.00166225549764931,0.00678242417052388,-0.00838677305728197,-6.30752110737376e-05,-0.0419254414737225,0.0183107405900955,-0.00415738439187407,0.0102859186008573,-0.0357166640460491
"15",-0.0413106568157673,-0.00201696786098182,0.00946363061666489,-0.00148217496462166,-0.0146890468895435,0.00945032481104136,0.000688448955770582,0.000355528929503635,-0.00732073513790965,0.0760281533002853
"16",0.00941494014114141,0.00666925869882107,0.00208068336360157,-0.000932482304051518,0.0139094721525908,-0.0565394349396229,0.00545691139996052,-0.0194114800542593,-0.0521084442734718,-0.00780004495754838
"17",0.00471779191866517,0.00323812267743051,-0.00263524590991437,0.00599578581750393,0.00697651552036405,0.0467653870582581,6.27004374109674e-06,-0.0252351704984903,0.00436275638639927,0.0529248043894768
"18",0.0154105164110661,-0.0100704720243812,0.00699275685474277,0.00364435859955847,0.00573764927685261,-0.00298340967856348,0.00257928692735732,-0.00660553527995944,-0.0237054619938135,-0.0414559505879879
"19",-0.0329363718628883,0.00370073178783059,-0.0128411529585719,-0.00336001347750425,-0.00974982511252165,-0.0121920695528388,0.00232934765517712,-0.00586899556219578,-0.00612894538789988,-0.0234718751162291
"20",-0.00252441363409162,-0.000288589159026742,-0.00290100113488734,-0.00818467140197754,0.00615113461390138,0.0286228749901056,-0.00450365152209997,0.000566703907679766,0.00961501430720091,-0.0196911916136742
"21",-0.0447805747389793,0.00483077764511108,-0.00844426359981298,0.00712941586971283,-0.00532830692827702,-0.056622352451086,0.00914185214787722,-0.00935967825353146,-0.00741493096575141,-0.0397361293435097
