"","MSFT","JPM","XOM","GE","VZ","INTC","CSCO","V","IBM","PFE"
"1",-0.00684708263725042,-0.00474473275244236,-0.0112958932295442,0.00308455852791667,-0.00635322788730264,-0.000324654014548287,0.00210381206125021,-0.0069393920712173,-0.00445252610370517,0.000220920017454773
"2",-0.00511201238259673,-0.00387290026992559,-0.00478410208597779,-0.00659903651103377,-0.00144301354885101,0.00390701089054346,0.00130051258020103,-0.00280942628160119,0.00243702204898,-0.0023513357155025
"3",0.0109505606815219,0.0074158632196486,-0.00758085073903203,-0.00319764460437,-0.00184625224210322,0.00279978988692164,-0.00305654853582382,0.00296810758300126,-0.0061042788438499,0.000608499860391021
"4",0.0131680797785521,0.00309507688507438,-0.0013716738903895,-0.00325757404789329,0.00309909787029028,0.00426629139110446,-0.0110294800251722,-0.00394782423973083,-0.00200260244309902,-0.000513680803123862
"5",-0.00761074759066105,-0.00230302312411368,-0.0144314328208566,-2.40365789068164e-05,-0.000587666174396873,-0.0058362428098917,0.000823080947156996,-0.0036580313462764,0.0029857715126127,0.00213595060631633
"6",-0.00548194907605648,0.00986263528466225,0.0069699645973742,0.000274158112006262,0.00165140244644135,0.00596180930733681,0.00121099094394594,0.00541664846241474,-0.00206887326203287,0.00201717508025467
"7",0.00409648520871997,0.00495364563539624,-0.00439302902668715,0.00982415117323399,-0.000668840133585036,-0.00963373482227325,-0.00271354778669775,-0.00318577187135816,0.00736963609233499,-0.00193069863598794
"8",0.00491620739921927,0.00670857075601816,-0.00171875907108188,0.00306194787845016,0.00156866165343672,-0.000695471826475114,-0.00558849610388279,-0.00177309836726636,-0.00494399946182966,0.0017942973645404
"9",0.00204294384457171,-0.00374814728274941,-0.00704965926706791,-0.00114278495311737,-0.00128982926253229,0.00381448608823121,-0.00193293858319521,-0.000976160925347358,-0.00337542593479156,0.00182391051203012
"10",-0.000912395655177534,-0.00337685737758875,0.00500219594687223,0.00564930122345686,0.00404933840036392,0.00884668063372374,0.000194535983609967,0.00339919491671026,-0.000966566789429635,0.00313623016700149
"11",0.00333255459554493,0.00115764781367034,0.00134665810037404,-0.00123394001275301,-0.00794972479343414,0.000149920771946199,-0.00179282447788864,-0.00449598208069801,-0.00305684376507998,0.000908009184058756
"12",-0.00164905970450491,0.000474328349810094,0.000247680436586961,-0.00602609710767865,0.00307121709920466,-3.6519457353279e-05,0.000809640157967806,0.00740574998781085,0.00487560173496604,0.00290022348053753
"13",-0.00040470517706126,0.00506508769467473,-0.000297642895020545,-0.00139966956339777,0.000472054700367153,-0.00134869862813503,-0.000771181366872042,-0.00193730078171939,-0.00234224274754524,-0.00260695978067815
"14",0.00250769918784499,-0.00196745269931853,0.000214436993701383,0.00153964466881007,-0.000438813411165029,0.00481646973639727,-0.0098281167447567,-0.00205912813544273,0.00367425801232457,-0.00292632635682821
"15",0.00810027029365301,0.00384757737629116,-0.00304071558639407,0.00268149562180042,0.00519359484314919,-0.000137812021421269,-0.000616647419519722,0.000388986605685204,0.00562693923711777,-0.00143829430453479
"16",-0.00190017058048397,0.00894687324762344,-0.000453108077635989,0.00128815416246653,-0.000155801288201474,-0.00367130665108562,-0.00270157400518656,-0.00647678133100271,0.00370441912673414,-0.00182408874388784
"17",0.00596634531393647,-0.00498620001599193,-0.000959178258199245,0.00293525890447199,0.00285888137295842,-0.00187338120304048,6.55148105579428e-05,0.00056295731337741,-0.00111642316915095,0.00260477093979716
"18",0.00384272681549191,-0.00383814563974738,-0.000841233355458826,-0.00125718838535249,0.00292315077967942,0.00592264579609036,-0.00346986902877688,0.00291813048534095,-0.000464862969238311,0.00266372947953641
"19",-0.00112073333002627,-0.00344615220092237,-0.00302854389883578,-0.000615782104432583,0.00136647757608443,0.00354164815507829,-0.001001205178909,-0.0023705258499831,-0.00162123877089471,0.0050114463083446
"20",0.00617151148617268,0.0021199812181294,-0.00365204946137965,0.00166844646446407,0.00313285388983786,0.000264092057477683,-0.0025664942804724,7.41025214665569e-05,-0.00250550336204469,-0.000489880563691258
"21",0.00988874677568674,0.00721460720524192,0.00112313241697848,-0.00310766161419451,0.000741096446290612,-0.00287454202771187,-0.0025585766416043,-0.00515640201047063,0.00198370707221329,-0.0034010331146419
