"","BAC","MSFT","JPM","XOM","CSCO","INTC","GE","HPQ","PFE","IBM"
"1",0.00694335019215941,-0.00300227478146553,-0.0090162493288517,0.00401597889140248,0.00610308535397053,-0.00516703957691789,0.0102731864899397,0.00774321891367435,0.00149892608169466,0.000705493497662246
"2",-0.0016681996639818,-0.0134176341816783,-0.00048656587023288,-0.00448788050562143,-0.0231434721499681,0.00121533172205091,0.00550690898671746,-0.0088733583688736,-0.00641546724364161,-0.00527460128068924
"3",-0.00046849055797793,0.0222647935152054,-0.00558938598260283,0.00418757228180766,-0.0051508485339582,-0.00462481705471873,-0.00469963671639562,0.002920355880633,0.00192525691818446,-0.00979072693735361
"4",-0.015666700899601,-0.00229234201833606,0.00538485776633024,-0.00373240187764168,-0.000237506232224405,-0.00369969755411148,0.0069126058369875,-0.00393849844112992,0.00872224196791649,-0.00581812206655741
"5",0.00255986186675727,0.0271736700087786,-0.00931979808956385,0.00554026756435633,-0.0136754186823964,0.0142142716795206,0.00616878550499678,-0.00260504079051316,-0.00308828824199736,0.0095071429386735
"6",-0.000696896866429597,0.0332711189985275,-0.00348687660880387,0.000146694233990274,0.00623144442215562,-0.000852724770084023,-0.00921325478702784,-0.00674049463123083,-0.00207661278545856,0.000631547009106725
"7",-0.0101749068126082,-0.00976655073463917,-0.00345461652614176,0.00166401150636375,-0.000148266786709428,-0.00140696577727795,0.0102003961801529,0.00123412755783647,0.00357369380071759,0.0034874458797276
"8",-0.00328719918616116,0.000606079236604273,-0.00140839326195419,0.0165028627961874,-0.00612237490713596,-0.0105100842192769,-0.00326813338324428,-0.00217406242154539,-0.00734512414783239,-0.00421582069247961
"9",0.00133109930902719,0.0176426116377115,-0.00423323875293136,0.0027981367893517,0.00232473062351346,-0.0033704056404531,-0.00403578672558069,0.00414971215650439,0.00354983238503337,0.0131552154198289
"10",-0.00603016605600715,-0.00196205987595022,-0.000595526013057679,0.00282470090314746,0.00158530531916767,-0.00024136493448168,-0.00275150872766972,0.000618872814811766,0.0136025166139007,-0.0129980714991689
"11",-0.0147955100983381,0.00131417054217309,-0.0017598366830498,0.00433042086660862,-0.00254654604941607,0.00668847840279341,-0.00261230044998229,-0.00474771065637469,-0.00404516188427806,-0.00609290180727839
"12",0.00518351700156927,-0.00630321493372321,-0.00532257463783026,-0.000126961109344848,-0.00761506287381053,-0.0020230847876519,0.010455597192049,0.000101352379715536,-0.00294841220602393,0.00263388943858445
"13",-0.00905134063214064,-0.016129981726408,0.00395578751340508,0.000401907251216471,0.00555038871243596,-0.00172647833824158,-0.000380722776753828,-0.00458598509430885,-0.00600384455174208,0.0029357320163399
"14",-0.0109548140317202,0.00685631902888417,-0.00123570230789483,-0.000181540221092291,-0.0143315698951483,0.00484523409977555,0.00748097663745284,0.00557811046019197,0.00870392099022865,-0.00166254199575633
"15",4.23158453486394e-05,-0.00316271651536226,-0.00161479599773884,-0.00348303350619972,-0.000300633982988074,0.00273442734032869,0.00145800004247576,-0.00262318854220212,-0.00519828451797366,-0.00507881352677941
"16",-0.00562789803370833,-0.00510666705667973,0.00331930420361459,0.00905862543731928,0.004188631195575,-0.00466983718797565,-0.00213185651227832,0.00269990065135062,-0.00511224288493395,-0.00105855043511838
"17",-0.0147206801921129,-0.00536050368100405,-0.00298275635577738,0.00201335223391652,0.000709415529854596,-0.00232167262583971,-0.00114148447755724,-0.00940061639994383,0.00782147422432899,0.00174020696431398
"18",0.000354740972397849,-0.000761029776185751,-0.00442948937416077,0.000592998287174851,0.00341506069526076,-0.000364878971595317,-0.0116094453260303,0.00309934047982097,-0.00618415651842952,0.00358834560029209
"19",0.0026254914700985,-0.00479705212637782,0.00292186182923615,0.0117036988958716,0.000251442164881155,-0.000904912827536464,-0.00470554130151868,-0.00610248371958733,-0.00737749086692929,0.00244741677306592
"20",-0.0103638581931591,-0.00128326285630465,0.000546611845493317,0.00427133962512016,-0.00130045774858445,-0.00257660006172955,-0.0061108167283237,-0.00718531617894769,0.000421953795012087,-0.00146527634933591
"21",0.00268918881192803,-0.00539490673691034,-0.00256741628982127,-0.000153473622049205,0.00499675236642361,0.00371154095046222,0.00393776595592499,-0.00170351925771683,0.00892601255327463,-0.00108737766277045
