"","MMM","AXP","BA","CAT","KO","XOM","GE","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","CVX","CSCO","TRV","UNH","NKE","GS","V","AAPL","DD"
"1",-0.00214549154043198,0.00901694968342781,0.0326880142092705,-0.00114070239942521,-0.000589952804148197,-0.00160733924712986,0.00960063003003597,0.000139559226226993,0.00132239225786179,-0.00167820614296943,-0.0023574149236083,-0.00359962647780776,-6.91989698680118e-05,0.00413563288748264,-0.00316278473474085,-0.0118364244699478,0.00135918834712356,0.000435559952165931,0.00759105058386922,-0.00412959326058626,-0.00127297220751643,0.00159752985928208,-0.00314632127992809,0.00163533922750503,0.0045234328135848,-0.000714423018507659,-0.0143449380993843,0.00625915639102459,0.00606015417724848,0.000811230507679284
"2",-0.00240667769685388,0.00435577472671866,-0.00400969898328185,0.00130675989203155,-0.00241880305111408,0.00307002849876881,0.0031606110278517,-0.000252871570410207,0.00266602099873126,0.00294572906568646,0.00209093117155135,-0.00040465802885592,0.00783226639032364,-0.00186878070235252,0.00260019162669778,0.0108950845897198,-0.00834174547344446,0.0007602873374708,-0.00525812013074756,0.00105441047344357,0.00154866825323552,-0.000741204887162894,0.00343282730318606,0.00307653937488794,0.003923409152776,-0.000783078314270824,-0.0081467516720295,0.00323268864303827,-0.0109134763479233,0.00219863723032176
"3",-0.00536439195275307,0.00202627386897802,0.00771345244720578,0.0060489778406918,0.00627749878913164,-0.00328620453365147,0.0016376442508772,0.00453525222837925,-0.00110079417936504,-0.00113551551476121,0.000487971090478823,-0.0011050320463255,0.00159241468645632,-0.00249734707176685,0.00474832532927394,0.00312674883753061,-0.000946389569435269,-0.003690016688779,-0.00248139444738626,0.00487370882183313,-0.0156875420361757,-0.00122156762517989,-0.00133690040092915,-0.00728892581537366,-0.0130739854648709,-0.000224203744437546,-0.0130834374576807,-0.000399214070057496,0.011528137139976,0.00065274367807433
"4",0.000769402890000492,0.000734143424779177,-0.00304299988783896,0.000506794604007155,0.000486774282762781,-0.000103570724604651,0.00260941335000098,0.00347733334638178,-0.000451236177468672,0.00359213398769498,-0.000941546633839607,0.00539273815229535,-0.00151966838166118,-0.00176523311529309,0.00818912126123905,0.0059056393802166,0.000743644894100726,-0.0102608921006322,-0.015488930977881,-0.00557728204876184,0.0015832259086892,0.000884276407305151,0.00801661610603333,-0.000995347159914672,0.0109645966440439,0.00112648436333984,0.00485815480351448,0.00189949292689562,-0.0128823537379503,0.00145979691296816
"5",-2.14682859223103e-05,-0.0022898253519088,-0.00610102713108063,0.00425975350663066,0.0115894293412566,-0.00120670348405838,-0.00406703120097518,-0.00207436690106988,-0.00281278416514397,-0.00491199176758528,-0.00127956282813102,-0.00400656135752797,0.00808027014136314,0.00166924635414034,-0.0011781114153564,0.00356466392986476,0.008150989189744,0.0011413210304454,-0.007583053316921,-0.00269180233590305,0.00240231375209987,0.00101561401970685,-0.0012134222779423,0.000304864573990926,-0.00327889318577945,-0.00424804585054517,0.00486991601064801,-0.0046008201315999,0.00736186839640141,-8.80634161148919e-06
"6",-0.00330332620069385,0.00166965858079493,-0.00245999475009739,-0.00398514047265053,0.0049308049492538,-0.00304137007333338,-0.00321232667192817,-0.00223699538037181,0.00110911414958537,-0.004518186673522,-0.0010628750314936,0.00382202141918242,-0.00291199353523552,-0.00189397309441119,0.00132717133965343,-0.00138863211032003,-0.00110819237306714,0.00393548235297203,-0.000358106917701662,-0.00166396459098905,-0.000361551734386012,0.00156788481399417,-0.00280575174838305,0.000717359711416066,-0.00225743628107011,0.000970242253970355,-0.0066378191113472,0.00643197447061539,-0.00297420029528439,-0.00113014574162662
"7",0.00584479281678796,-0.0011186400661245,-0.00155394407920539,-0.00497974781319499,0.00202072085812688,0.00388466054573655,0.000771468039602041,0.00277533661574125,0.00110831530764699,0.00394005328416824,0.00394383678212762,-0.00256205582991242,-0.00325208134017885,0.00171424972359091,0.000675423943903297,0.00097177957650274,0.000310210161842406,0.00665629468858242,0.000124576443340629,0.00429340079426765,-0.0236831773072481,0.00273616123013198,-1.44057466968661e-05,0.00186417635995895,-0.00260195042937994,-0.00474242679774761,-0.00171268940903246,-0.00817446876317263,-0.00687181809917092,0.00131235911976546
"8",-0.0124116502702236,-0.00430251052603126,-0.00272694183513522,0.00461185956373811,-0.00184744328726083,-0.00128701946232468,-0.00367687293328345,-0.00100854644551873,-0.00151921191718429,0.000129981708596461,0.00289824884384871,-0.00259425188414752,0.00327496393583715,-0.00252361060120165,0.00244901748374104,0.00495140161365271,0.00119096564594656,-0.00275870272889733,-0.00670481938868761,0.004529126919806,0.00628968654200435,-0.00107370514888316,0.00669243838638067,0.00274401134811342,0.000872267293743789,-0.00250812759622931,0.00428356882184744,0.00578030198812485,0.0101874005049467,-0.00243162363767624
"9",0.0044240509159863,-0.000334627635311335,0.000535642495378852,0.00490576960146427,0.000793008832260966,-0.00290480349212885,-0.00407546758651733,0.000334170967107639,-0.00219616084359586,-0.00344974012114108,0.00077746098395437,-0.00477042328566313,-0.000462144758785143,-0.000222998220124282,-0.00235525402240455,0.00767525285482407,-0.00108902005013078,0.00245167594403028,-0.0116148591041565,-0.0058412803336978,-0.00348527682945132,0.00124101433902979,-0.00186138064600527,-0.00362562108784914,0.00322907650843263,0.00600955355912447,0.00336629757657647,-0.000170054074260406,0.0010055189486593,-0.00105889362748712
"10",0.00111900933552533,0.00752175832167268,-0.00313650583848357,0.000290215073619038,0.000222517541260459,-0.00259538437239826,0.00150332634802908,0.00198420044034719,-0.00219758646562696,-0.00130151456687599,0.00442937994375825,-4.13289744756185e-05,-0.00304397218860686,-0.00373337464407086,0.00455913599580526,-0.00100146362092346,-0.000687583931721747,0.00131636497098953,-0.0044743069447577,-0.00679539330303669,0.00599234038963914,-0.00151606800500304,-0.00547027494758368,-0.00312966713681817,0.00502704503014684,-0.00907095149159431,-0.00192331825383008,1.43798497447278e-05,0.00577310798689723,0.000816197483800352
