"","MMM","AXP","BA","CAT","KO","XOM","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","DIS","CVX","CSCO","TRV","UNH","NKE","GS","V","AAPL","WMT","WBA","DOW"
"1",-0.00118080952786912,0.00192622967301146,-0.00133026284938361,0.000402867604788152,6.32102030436146e-05,-0.00140971280896295,0.00113444075255102,-0.00230931469353739,0.00103716297308319,0.000122704365284054,0.00309024987081956,-0.000116345063777857,0.00263585491346891,0.00350720752544959,0.00284630340881575,0.00224602086303464,-0.000432019306295648,-0.0012901479681104,0.00141040996343884,0.000804660670461798,0.00472724057787801,0.00125631466046709,-0.00025980906108212,0.000528223518009243,0.00280146147097182,0.00118890923550843,0.00358933530464298,0.000920848882405071,-0.00241075659268457,0.000403379474265824
"2",-0.0021173366749483,0.00104825763637099,0.00123531813263023,2.99840927976446e-05,6.32386559987832e-05,0.00120322836649045,0.00100614861991938,-6.60721062634186e-05,0.000131306418703263,0.00141719065746667,0.00387530989462216,6.47034038565983e-05,0.00270381888629006,4.46563991701142e-05,-0.000216131491157869,0.00138009425066807,0.00049361621899651,0.00161639088009812,0.0022629064660199,-0.0010835267579274,0.00334698101935235,0.000389269713165433,0.000521434304043776,0.000724049991378834,0.000914213553029272,0.000706262044166732,0.00367783275878769,0.00131328010133767,-0.00287926967099556,-0.00159686084732482
"3",-0.00188934560573528,0.00185104490292092,-0.000491981147714763,0.00044799894960434,0.000103523314283702,0.000200089672316144,0.000976869693037427,-0.000656357778840149,0.000589650223721605,0.00132041375698559,-0.00015651367461856,0.000147111412387202,0.00249439880113605,0.00220037881963971,0.00126156455994845,0.00179520619393193,0.000170815553982923,2.27071528478559e-05,0.00145134813129474,0.000392664583653065,0.0033507965390403,0.000979088455979865,0.000556771021209139,0.000546243233600911,-0.000205541109903093,0.00099059869649507,0.00273062471988245,0.00130536147266818,-0.00275191456851064,-0.000421713150279531
"4",-0.00169579988298987,0.00142063031079787,0.00074209242505385,0.000171754898614268,0.000138524940725792,0.000344713175588069,0.00095566946242642,-0.000522019988087253,0.000382723440152607,0.00107277030043104,0.00135066437085189,0.000224447249030293,0.00230101449623579,0.000928529443873325,0.00048865059735133,0.00147997134057155,0.000334662568482096,0.000401654411717987,0.00222311778024731,6.98679186209021e-06,0.00327827252876134,0.00058312313614493,0.000529808967427235,0.000565232174914702,0.00020807778411108,0.00121066074016274,0.00277933795222479,0.00133234571049783,-0.00258004002432831,-0.0001988033329157
"5",-0.00159815854930055,0.00167341364840915,-0.000135140786239815,0.000349182940754129,0.0001694428058632,0.000248834846745874,0.000938914498084631,-0.000555259269765047,0.000476797170632346,0.000861567551626651,0.000194813875316576,0.000295964284089801,0.00215305948026978,0.00165890826525305,0.000876952329016893,0.00175554558070919,0.000248523368715713,0.000444896527688154,0.00148918049933328,2.95672218916499e-05,0.00321263070487945,0.000848920343736993,0.000500720248483104,0.000554143250688496,-0.000108423554422527,0.00134790944405517,0.00284652155734419,0.00134537719604544,-0.00243193593006824,-7.2988633647543e-05
"6",-0.00155401678987822,0.00152767612461935,0.000488697484546663,0.000235454979901018,0.000196746044096062,0.000250067767140074,0.00092562990049137,-0.000547426546971409,0.000434048206247851,0.000701904338872894,0.000830078093080767,0.000362113981549257,0.00204359234269792,0.00124548226084637,0.000677944509899138,0.00150753085187264,0.000293927779070172,0.000366975499336959,0.00218713992752393,5.20494540802865e-05,0.00314903513425619,0.0006705004331679,0.000474456034045752,0.00055571884040918,9.38252976620361e-05,0.001431361346373,0.00283900110279386,0.00135410354857027,-0.00231117325229221,-2.56386057343927e-05
"7",-0.00153472210244065,0.00161200574384084,4.50748313091623e-05,0.000308341630385153,0.000220857348127626,0.000238791233578471,0.000915095675061752,-0.000549325221689149,0.000453474738484297,0.000584176693169682,0.000429032336456803,0.00042329898023885,0.00196314973831488,0.00147764649169356,0.000778930878163976,0.00173195624116748,0.000269990324704409,0.000400110940847735,0.00152339470533684,4.20919339445972e-05,0.00308767645426413,0.000790267170244997,0.000451115226756106,0.000555010377173524,-4.01176717208622e-05,0.00148192987092746,0.00283447305346238,0.00135954914691496,-0.00221358307457476,-5.5658858572476e-06
"8",-0.00152638352159069,0.0015632445666876,0.00036054382943752,0.000261630103961896,0.000242149875282619,0.000237046656046053,0.00090674236612769,-0.000548872484898218,0.00044464670096498,0.000497857619577245,0.000667249802615482,0.000479891895445516,0.00190411941137226,0.0013478518804698,0.000727432616460069,0.00152867523761501,0.000282610456961238,0.000394815873774731,0.0021546029134085,4.39182619811041e-05,0.00302846152745098,0.000709872155677452,0.000430404933865634,0.000555131969978568,4.79252922822582e-05,0.00151255807164142,0.00283529317170812,0.00136299434595195,-0.00213483788693782,2.62175769719545e-06
"9",-0.00152279404132716,0.00159144336531107,0.00013620752968496,0.000291566518629006,0.000260953159939618,0.000235403310047944,0.000900118454347987,-0.000548981474811215,0.000448658444011288,0.000434649536564482,0.000521994224548105,0.000532237374211743,0.00186081459581375,0.00142023236818119,0.00075363017574372,0.0017128371884061,0.000275956955031551,0.000392606152246221,0.00155433674407291,4.404736511355e-05,0.00297131628021363,0.000763838378061489,0.000412031572430128,0.000555085802836683,-1.00370627359583e-05,0.0015311076866104,0.00283558008001141,0.00136516803878626,-0.00207131490467843,6.00225646288188e-06
"10",-0.00152125103152646,0.0015751363431158,0.000295737552311295,0.000272380914117581,0.00027755821162334,0.000234918600904048,0.000894865900201214,-0.000548955382198906,0.000446835379472532,0.000388378573591855,0.000609563069994216,0.000580654197011594,0.00182904801808919,0.00137992708703801,0.000740287097224667,0.0015459906286566,0.000279464770185651,0.000394509312279899,0.00212517766382204,4.38552215610058e-05,0.00291616832606856,0.000727612833802691,0.000395731700114186,0.000555094819087001,2.81096027691278e-05,0.00154234194754161,0.0028355027133263,0.00136654023655333,-0.002020073750919,7.39262014316122e-06
