"","MMM","AA","AXP","BA","CAT","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","T","BAC","CVX","CSCO","TRV","UNH"
"1",0.00186947533453113,0.00164642009344829,0.000900566995891664,0.00123971469048143,-0.00063262367722974,0.00156023235218141,-0.00180377751434238,0.00151879053397657,0.00119885494711713,0.00488686022755348,0.00350760238684389,-7.15746044505738e-05,-0.0012115587636013,0.0024354112708734,0.0041522649577452,0.00105505592199821,0.000911207710922251,-0.000893937374435509,0.00162844142433774,0.000655881455802747,0.000871341285237102,-2.6650330936627e-05,-2.67034087768521e-05,0.00309094199892323,-0.000546705070560974,0.00549574432444341,0.000873756636751925,0.0013271047577998,0.00331514621470365,0.00217754027413563
"2",0.000941078656269306,0.00156181481581963,0.00113005583954042,0.00334159004186484,0.000641388444567859,-0.00094342421506698,-0.00136505301000545,0.00261145313436813,0.00138607538737567,-1.48629412440527e-05,0.000585225126311251,-8.05737971895084e-05,-0.000379948804839039,-0.000698275751493153,0.0044490675200441,0.00156251528802271,0.00161677886391331,0.00272803111861285,9.79140966334776e-05,0.00196041051117575,0.00248019669225119,0.00166520648195229,0.00170939791252501,0.00300718024925731,0.000262866284227011,0.0012540825780925,0.00294380039164466,0.0025031076218831,0.000567146378199483,-0.000326341231169099
"3",0.00151156132653519,0.0014655065704789,0.0012197080400485,0.000946838913289116,0.000691002535905671,0.00188954382652657,-0.00125469080428206,0.00204932726318344,0.000947061104845649,0.000547443262927415,0.00347819882858575,-3.72815946542065e-05,-0.000215251130687751,0.00102196526897401,-4.85655800851249e-05,0.00136209541240156,0.00135516615534749,6.14046648497279e-06,0.000725086648409206,0.000302251645485309,0.000229965341366772,0.00040496721866061,-0.000471027546444518,0.00257842095378502,0.000374891962445546,0.00301883674791178,-0.000250358027475363,0.00256457661110097,0.00157437197341577,0.000148207020722894
"4",0.00100995760312863,0.00137549356803007,0.00128609775056291,0.00185517026999847,0.00051683232992767,-5.15828253098789e-05,-0.00116305886392377,0.00155762535761874,0.00110820731721769,0.000439455198113751,0.000849554701923286,-8.98352719585982e-06,-0.000154633822707607,0.000963686822017416,0.00429458936536722,0.00113849638965515,0.00120293586668435,0.00155029287446817,0.000907845528697885,0.00185582382772477,0.00202215210288227,0.00107825949655058,0.00165532770390756,0.00225697473014682,0.000383315474917124,0.0025341501874036,0.0017345691384726,0.00253203621668414,0.00142265026421675,0.000250316747395106
"5",0.00145662843164679,0.00129191049217922,0.00133633965285053,0.00164995401948235,0.000349628022260139,0.00134536871252717,-0.00107669735278144,0.00123523378295315,0.00105943308605444,0.000424480652512889,0.00324343777933139,8.69683391526714e-06,-0.000112541754230047,0.00111038926162746,0.000876184202524564,0.000967343421259132,0.00115655597732529,0.000732505107137222,0.000994322834538873,0.000406257734082981,0.000666269921843173,0.000727278673487544,-0.00039826376379576,0.00202081890756579,0.000384272955641773,0.0027141773688248,0.000672291538157391,0.00250617985619919,0.00150617885824528,0.000321500754041859
"6",0.00105872791228938,0.00121431655264453,0.00137438090775531,0.00166428710277362,0.000227301768186745,0.000345884811422232,-0.000994801739469126,0.0010325906609884,0.00107340342044277,0.000404883041834412,0.00106348543001089,1.9722600541527e-05,-7.57930794729923e-05,0.00112415615724797,0.00341881354024499,0.000843504911539963,0.0011469788127475,0.00115665072791203,0.00103171276990592,0.00175869195493016,0.00168544052773473,0.000909841249339484,0.00158420940510539,0.00184740835415843,0.000384354481225285,0.00266066764758457,0.00121606929139872,0.00249076044777961,0.00150138626097751,0.000360017711287634
"7",0.00141318694048494,0.0011422832306403,0.00140318464452174,0.00167564986545232,0.000144658040796671,0.00106147696248868,-0.000917119543797727,0.000906162510298761,0.00106947526311032,0.000391139856962196,0.00304862849500524,2.65978999020054e-05,-4.21941142067942e-05,0.00113909269461471,0.00156220596184969,0.000754857832289874,0.00114593950094009,0.000938143719186346,0.0010481098275447,0.000496882348836907,0.000920010744502506,0.000814900194003612,-0.000329572431537708,0.0017200735396785,0.000384362945021265,0.00267938505305832,0.000941856305433614,0.00248197141072732,0.00150931329249436,0.000381632679866456
"8",0.00109742650506208,0.00107541205699515,0.00142499400618089,0.00166922027636612,9.04360156907158e-05,0.000549181123628116,-0.000843433071370335,0.000827391298451778,0.00107057260054829,0.000380645141918005,0.00124088586060337,3.08850919756589e-05,-1.12320370517292e-05,0.00114226084345008,0.00290931481296014,0.000691536852417852,0.00114611200463273,0.00105046353359398,0.00105528409581909,0.00167413994204413,0.00149480960231031,0.000864273085131306,0.00151789664973146,0.00162657202045934,0.000384363710440224,0.00267357788286444,0.00107940800422079,0.00247700458715791,0.00150984086422379,0.000393693124875226
"9",0.00137871332675626,0.00101333309565908,0.00144150742813674,0.00167116024163495,5.52721665915489e-05,0.000915939565506076,-0.000773536755721359,0.00077832494165685,0.00107026677263112,0.000372746206659359,0.00288708128807303,3.35584320328493e-05,1.73372651759725e-05,0.00114401030187881,0.00193404763709256,0.000646325688669834,0.00114624842507033,0.000992769522998529,0.0010584242481253,0.000575768655512876,0.00106317111221696,0.000838597381344175,-0.000265557355403986,0.00155791417485174,0.000384363786573441,0.00267554505689694,0.00101053816607524,0.00247420249859641,0.00151071927953056,0.000400428469344335
"10",0.00112813641083236,0.000955702920670184,0.00145401091673014,0.00167083663041634,3.25756798541709e-05,0.000653373292965677,-0.000707235643673666,0.000747763034770727,0.00107035193512296,0.000366786799422378,0.00138799655457492,3.52254315266686e-05,4.37043514333718e-05,0.0011445208671246,0.00263956360601595,0.000614047685901968,0.00114629387694195,0.00102239738846442,0.00105979859932655,0.00160053969120835,0.00138730438340088,0.000851949681620352,0.00145609970265156,0.0015074989537729,0.000384363793661784,0.00267492038992132,0.00104499700553353,0.00247262219777632,0.00151088600764669,0.000404189404791872
