"","MMM","AA","AXP","BA","CAT","KO","DD","XOM","GE","HPQ","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","WMT","DIS","T","BAC","CVX","CSCO","TRV","UNH"
"1",0.00167644524481148,-0.00367977749556303,0.00877594575285912,0.00551836006343365,-0.0018241589423269,-0.00322861247695982,-0.00804998353123665,-5.40487671969458e-05,0.00612329412251711,0.00038296333514154,-0.00212851562537253,-0.00852076523005962,0.00536825926974416,0.000645385414827615,0.00789373461157084,0.00687915319576859,-0.00223697652108967,0.0210554860532284,0.00143709557596594,0.00514198513701558,0.000128028055769391,-0.000383107893867418,0.00192655390128493,-0.00119746138807386,-0.00140336388722062,0.00490629486739635,0.0024413198698312,-0.0013401493197307,0.00417541293427348,0.00896734558045864
"2",0.00164312671404332,0.010441767051816,0.0107148280367255,0.00322795961983502,-0.000701616052538157,-0.00272369082085788,-0.000795640284195542,0.00462146336212754,0.000147627404658124,0.00637980829924345,0.00292613357305527,-0.00477118464186788,0.00176087720319629,0.00329939252696931,0.00643684528768063,0.000153911023517139,0.0104391695931554,0.00694197602570057,-0.0091862753033638,0.00159473484382033,0.00464670825749636,-0.000914093863684684,-0.00024185590154957,0.00346152973361313,-6.29310452495702e-05,0.00739082181826234,-0.000784035073593259,-0.00640253582969308,0.000241626883507706,-0.00124886038247496
"3",-0.00194168998859823,-0.00449207983911037,0.00671829422935843,-0.000531128142029047,-0.000522201764397323,-0.00344583299010992,-0.00345887639559805,0.000940068915951997,0.00183301325887442,0.0193130671977997,0.00083801249274984,0.00334841501899064,0.00417260732501745,0.00108735333196819,0.00690063927322626,0.00757226953282952,-0.000440158095443621,-0.00249779294244945,0.000798467779532075,-0.00276349065825343,0.0119269676506519,-0.00010296844993718,-0.000296681566396728,0.00635550869628787,-0.00427734293043613,0.00156645919196308,0.000884016160853207,0.000703995989169925,0.00429880898445845,0.00428625103086233
"4",0.00520691648125648,-0.00399277871474624,0.00244374759495258,-0.00787430722266436,0.00209733447991312,0.00084386597154662,-0.00915687344968319,-0.00134359335061163,0.00140760187059641,-0.0138954548165202,-0.00170162273570895,-0.00490502826869488,0.00356960669159889,0.000793956220149994,0.000973704620264471,-0.00366785493679345,0.000201219911104999,-0.0079243378713727,0.00682754395529628,-0.000326462672092021,-0.0029780869372189,-0.00461743259802461,0.00256387889385223,-0.012372906319797,0.00117503339424729,-0.00697544123977423,0.00367003213614225,-0.00223800889216363,0.00272294855676591,-0.00382920377887785
"5",0.000981749151833355,0.00572677049785852,0.00254039349965751,0.00777792138978839,0.00840539112687111,-0.000151661413838156,-0.0024726502597332,0.00113039847929031,0.00173138943500817,-0.0099786501377821,0.000314295437419787,-0.014362059533596,0.00085602153558284,0.00284142233431339,0.00126105605158955,-0.000358235090970993,0.00102265796158463,-0.00843171123415232,0.00144073506817222,0.000136973030748777,0.00633481983095407,-0.00476978672668338,0.00596650503575802,0.00220906874164939,0.00202080421149731,-0.00191516347695142,0.000614969350863248,-0.00235600094310939,0.000949243200011551,-0.00191113888286054
"6",0.00213463511317968,0.00262268376536667,-0.00232213409617543,-0.00439851172268391,0.00108407565858215,5.16751060786191e-05,-6.04710294282995e-05,-0.00125998421572149,-0.00258028088137507,-0.00474133435636759,0.00248380564153194,-0.00299041043035686,0.00104993407148868,0.00151161255780607,0.00242201774381101,-0.00308020785450935,0.00382291711866856,-0.00448025250807405,0.00271079642698169,-0.0002762894728221,0.00427807727828622,-0.00315081351436675,0.000431031454354525,-0.000220956018893048,0.00901217013597488,-0.00617207121104002,-0.000349786161677912,0.001923234667629,-0.00093179167015478,-0.000761336705181748
"7",0.00242936401627958,-0.00225783814676106,-0.0116388890892267,-0.000292656623059884,-0.00756599754095078,-0.000468072888907045,-0.00348869501613081,-0.00174982764292508,0.00110774766653776,0.00323889753781259,-0.00299519649706781,-0.00145968422293663,0.00139995384961367,0.00149501266423613,0.00279942713677883,0.00805292651057243,0.00455947034060955,0.00865760073065758,0.00249348510988057,-0.000424797821324319,-0.00083197740605101,0.0140368426218629,0.00415873341262341,0.00259535876102746,1.97616318473592e-05,-0.00497336778789759,0.00199998053722084,0.00355934887193143,0.00333734159357846,-0.00329462881200016
"8",0.00346671114675701,-0.00542863830924034,-0.00200053444132209,0.00144954200368375,-0.0030052806250751,-0.00147327256854624,-0.00144603324588388,0.00293619302101433,-0.00166341650765389,-0.0151780154556036,0.00382650946266949,-0.000110919449070934,-0.000394075410440564,0.00210558739490807,-0.000604093598667532,0.00205958122387528,0.00150578760076314,0.0066975075751543,0.00148461596108973,0.00429407227784395,0.000663759827148169,0.00621469179168344,0.000550043710973114,0.00308674573898315,-0.0017429020954296,0.0103951673954725,0.000792468141298741,-0.00225381855852902,0.00323899951763451,0.00173273601103574
"9",0.000745676807127893,0.00207017315551639,0.00611073849722743,-0.00529007008299232,-0.000302829692373052,-0.0045012217015028,0.00165175215806812,0.000178157730260864,-0.00416419329121709,0.0132097722962499,-0.00412826985120773,-0.0160909648984671,0.000701671931892633,0.00236398121342063,-0.00558099523186684,0.000567138544283807,0.00137212360277772,0.00362601806409657,-0.00354032614268363,0.00152550952043384,0.00369593873620033,0.00386947463266551,0.00237085507251322,-0.0025065653026104,0.00348230148665607,-0.00802629999816418,-0.00366311962716281,0.000660533143673092,0.00254649296402931,0.000267064984655008
"10",-0.000848378462251276,0.00346419936977327,-0.00423808768391609,-0.00757125625386834,-0.00277863629162312,-0.00394585588946939,-0.0028806827031076,-0.00202789041213691,-0.0113614145666361,-0.000639514357317239,0.00804689526557922,0.0031116483733058,-0.000996622140519321,0.00353786931373179,-0.00199516373686492,-0.00177432561758906,0.00815269537270069,0.00288708787411451,-0.00138902885373682,-0.000265849812421948,-4.93396837555338e-05,0.00466480338945985,0.00399143155664206,0.00296955928206444,-0.000468456069938838,0.0029910677112639,-5.11482212459669e-05,0.00195167015772313,0.00310663343407214,0.000841814209707081
