"","MMM","AXP","BA","CAT","KO","XOM","HD","INTC","IBM","JNJ","JPM","MCD","MRK","MSFT","PFE","PG","RTX","VZ","DIS","CVX","CSCO","TRV","UNH","NKE","GS","V","AAPL","DD","WMT","WBA"
"1",-0.00387705024331808,-0.00193627027329057,-0.00804962310940027,0.00599729921668768,0.00348406960256398,0.00098374905064702,0.0099426256492734,-0.00110585207585245,-0.006962934974581,0.00283750775270164,-0.00975776370614767,0.00665053259581327,0.00631987582892179,0.00925522949546576,0.00252536544576287,0.00709631619974971,0.00491573009639978,-0.00303565827198327,-0.008384776301682,-0.00743694277480245,0.00107309792656451,-0.00780787458643317,-0.00280688260681927,0.0140736754983664,0.00300729740411043,-0.000895300472620875,-0.00216201390139759,0.0163004118949175,0.00282549648545682,0.0113940462470055
"2",0.00195337645709515,0.00267920317128301,0.00664119236171246,-0.00226936931721866,0.00666095828637481,-0.00128170242533088,-0.00809070374816656,0.00353671284392476,0.000718362105544657,-0.0130412010475993,-0.00147619820199907,-0.00838474463671446,0.000281836721114814,-0.00198221835307777,-0.000815048522781581,-0.00763495545834303,0.00306204007938504,-0.00201151589863002,0.000597923237364739,0.00304479082114995,-0.00465689739212394,-0.00511679193004966,0.00987318810075521,0.00115142937283963,-0.00446069519966841,0.00207626144401729,0.00372941279783845,-0.000326529581798241,0.00211907573975623,-0.00479950523003936
"3",-8.20408604340628e-05,0.00433747284114361,-0.00415347050875425,-0.00655846949666739,0.0073760892264545,0.00393458362668753,-0.00299934274517,-0.0119578978046775,-0.00714310677722096,-3.96109498979058e-06,-0.00143225491046906,-0.00758560840040445,-0.00353485043160617,0.00217035366222262,0.0034883813932538,7.0911628426984e-05,-0.00205141073092818,0.00656687235459685,-0.00252289487980306,-0.00307545089162886,-0.00526247778907418,-0.000361748825525865,0.0019765067845583,0.000641476188320667,-0.0061103580519557,-0.0034196877386421,0.00587232923135161,0.00911960657685995,0.00651758629828691,-0.00350864208303392
"4",-0.00367830437608063,0.00438063824549317,0.0114015424624085,-0.00139689608477056,0.00231180293485522,-0.00383404130116105,0.000796399544924498,-0.00603091111406684,-0.00699724908918142,-0.00221373187378049,0.000562032859306782,-0.00278050871565938,0.0023422515951097,0.00648461375385523,0.000608154747169465,-0.00240078056231141,-0.00648466031998396,0.00326739810407162,-0.0022487270180136,-0.00327393529005349,-0.00739387655630708,0.00390213611535728,0.0044335788115859,0.00565081089735031,-0.00539960293099284,0.00145199603866786,5.94462562730769e-06,0.0076426537707448,0.0057768770493567,0.00914996210485697
"5",0.00383651931770146,-0.0013508714037016,0.00227091833949089,-0.00731354486197233,6.18627018411644e-05,-0.00661573465913534,0.00481288088485599,0.0013249731855467,-0.0133218532428145,-0.00263881660066545,-0.00524363992735744,0.0132782021537423,0.00434279022738338,0.00264886301010847,0.0074821375310421,-0.000812661775853485,0.00552607188001275,0.00356386788189411,-0.0125528732314706,-0.011577838100493,-0.0128545081242919,-0.00708893546834588,0.0112467147409916,0.00364354508928955,-0.000832302903290838,0.00137925846502185,-0.00112245290074497,0.000280346197541803,0.0135875642299652,-0.00216632685624063
"6",-0.00048770965076983,-0.00389458239078522,-0.000240039415075444,0.0137635814025998,0.00104332121554762,0.00458332477137446,0.00556996511295438,-0.00280584860593081,-0.0166466254740953,-0.00410718051716685,0.00370068731717765,0.00626068655401468,-0.00379126775078475,2.2579157302971e-05,0.00174849608447403,0.00378728890791535,-0.00183605682104826,0.00299461162649095,0.00405871029943228,-0.00453394185751677,-0.0226402692496777,-0.00497255753725767,0.00114625599235296,-0.000682764395605773,-0.00229676137678325,0.00525331543758512,-0.00424892455339432,0.0013627705629915,-0.00426389230415225,-0.000866967660840601
"7",-0.0133482404053211,0.00139332644175738,0.00343055604025722,0.0121971555054188,0.00232730689458549,-0.00603749696165323,0.00646469416096807,0.00918914843350649,-0.00893955677747726,0.00352102890610695,0.00277038710191846,0.00569618679583073,-0.00141862442251295,0.00570840341970325,0.00373425288125873,0.000703679746948183,-0.0088676642626524,0.00494988029822707,0.00109304673969746,-0.0018556258874014,0.0128162372857332,-0.0176351182162762,0.00747437821701169,0.00428275438025594,0.00138092471752316,-0.00657120393589139,0.00467010587453842,-0.00558413984254003,0.00248792674392462,-0.00878685433417559
"8",-0.00161734188441187,0.00302367028780282,-0.012139935977757,-0.00111349881626666,-0.00727353803813457,0.00953406374901533,-0.000829698576126248,-0.00958917569369078,0.000394917995436117,0.00790432561188936,0.00270499242469668,-0.00380150857381523,-0.00170590879861265,-0.00428766757249832,0.0014780992642045,-0.000999681185930967,-0.00393286719918251,0.0119528379291296,-0.00840278062969446,-0.00200791982933879,-0.00636547571048141,0.000755506858695298,0.00774535676464438,-0.00228336825966835,-0.00945607572793961,0.00607733521610498,0.00456437189131975,-0.00379056925885379,0.00256580393761396,0.000283390399999917
"9",-0.00677005155012012,0.00055262038949877,0.00796681176871061,0.00553986104205251,-0.00481091439723969,-0.00347537733614445,-0.00542801572009921,-0.016839761286974,-0.0111280381679535,0.000193031170056202,-0.000546991766896099,0.00053693720838055,-0.000688682252075523,0.00159911240916699,0.00107660098001361,-0.00975211802870035,0.00472991541028023,0.00116182398051023,-0.000471890729386359,0.000855256395880133,0.00796763598918915,-0.00626358017325401,-0.0035615477245301,0.00871529616415501,-0.00518157938495278,-0.00319991912692785,0.00623923866078258,-0.00489416439086199,-0.00736835272982717,-0.00694713415578008
"10",0.00608238065615296,0.00477001816034317,0.00417263293638825,0.00894950609654188,-0.000159071802045219,-0.00676761567592621,-0.00815137568861246,-0.00262979581020772,-0.00845435447990894,8.89064831426367e-05,-0.00302576250396669,-0.00151844904758036,0.00504498928785324,-0.000526437012013048,0.00940680503845215,-0.00904986634850502,-0.00581161398440599,0.00208425568416715,0.00294012716040015,-0.00122267322149128,0.00495764054358006,0.000504400115460157,0.00932676531374454,-0.00274662068113685,0.00949917268007994,0.00365946302190423,0.00393315637484193,-0.00925292260944843,0.00861856807023287,0.00262886099517345
"11",0.00330657046288252,0.00196820497512817,0.000990606960840523,-0.00453889695927501,-0.0383663289248943,0.00157798430882394,0.00360641675069928,-0.00707146199420094,0.00501319393515587,-0.000576972728595138,-0.00460263201966882,-0.00439257174730301,0.00699979439377785,0.0035228026099503,-0.00320608215406537,-0.000508116965647787,-0.00583911687135696,0.00946776196360588,0.00764398602768779,-0.00850913114845753,0.0122573273256421,-0.0143682844936848,0.00298695405945182,0.0101218661293387,-0.00482839206233621,0.00205969531089067,0.00562212569639087,0.00596394715830684,0.00742186419665813,0.000625401444267482
"12",0.00243978691287339,0.00147714093327522,0.00100849044974893,-0.00319015374407172,-0.00402116123586893,-0.00148906500544399,-0.00153352925553918,-0.00544142024591565,0.00479062832891941,0.0046299621462822,-0.00644321646541357,-0.00592843256890774,0.0028117757756263,8.59337524161674e-06,0.00794304627925158,8.79454164532945e-05,0.00885756406933069,0.00301059102639556,-0.00873452238738537,0.00254193623550236,0.00418488122522831,0.00183456030208617,-0.00251797144301236,0.00217947782948613,-0.00501243723556399,-0.00193385744933039,0.00963767897337675,0.0167833976447582,0.00236660218797624,-0.00297230039723217
"13",0.00134765007533133,0.00492445472627878,-0.00380355259403586,0.00895274896174669,-0.00762970419600606,0.0107114473357797,0.00271178665570915,0.00460633495822549,-0.00168349733576179,-0.00866372231394053,-0.00385619723238051,-0.00200919550843537,0.00126806215848774,0.00684137875214219,0.0047337175346911,0.00181736587546766,0.00125001568812877,-0.000529581273440272,-0.00223777070641518,0.00555003806948662,-0.0097490381449461,-0.0103258909657598,0.0077916462905705,-0.00601725187152624,-0.0112913567572832,-0.0097555099055171,0.00776497274637222,-0.00145407859236002,0.00217282772064209,-0.00483246566727757
"14",0.00416795397177339,0.00172645377460867,-0.00649310741573572,0.0092696538195014,-0.00264890980906785,0.00513649871572852,0.00441666971892118,-0.0108278188854456,0.00332559878006577,0.00296677905134857,0.00061477447161451,-0.00152685621287674,0.00686310883611441,-0.00336243491619825,-0.000375460513168946,0.00260039931163192,-0.00442688539624214,-0.00256056757643819,-0.00147711392492056,-0.000408079446060583,-0.00483310548588634,0.00160830479580909,-0.00851253792643547,0.000286744063487276,0.00272283121012151,-0.00571369007229805,-0.00533044803887606,-0.00382743519730866,-0.00175570766441524,-0.00633259862661362
"15",-0.00334267481230199,-0.00104530004318804,-0.00636648200452328,0.00753385294228792,0.00660216202959418,0.00171050406061113,-1.40216952786432e-05,-0.00417830143123865,0.000111608620500192,-0.000731384032405913,-0.00529216602444649,-0.00289061153307557,0.00121063960250467,-0.000604260480031371,0.000743263924960047,-0.000313437340082601,0.00285353278741241,-0.00326703232713044,0.00224706530570984,-0.00725449761375785,-0.00440205866470933,0.0011023455299437,-0.00117246306035668,6.08180307608563e-05,0.00143066130112857,0.00500414334237576,-0.00165748887229711,0.00819399859756231,0.00533222872763872,-0.00106657738797367
"16",0.0088531281799078,-0.00128914823289961,0.0145876193419099,0.00226351991295815,-0.0208067130297422,-0.000496655178721994,-0.0109709687530994,-0.00608706334605813,-0.000436150323366746,0.00834914483129978,-1.49155639519449e-05,0.0105986213311553,0.00891981273889542,0.00265721092000604,0.00213004928082228,-0.00112321239430457,-0.00723870797082782,-0.00442864885553718,-0.000785685784649104,0.00152688927482814,-0.0100191757082939,0.00206319452263415,0.00114564143586904,0.00529274065047503,-0.00122246483806521,0.00163352605886757,-0.00307159847579896,-0.00238684844225645,0.0106206219643354,0.00249404110945761
"17",0.000605656066909432,0.00378766539506614,0.00244985986500978,-0.00183183385524899,0.00343861593864858,0.00384032260626554,-0.0025052884593606,-0.00504258787259459,0.00217838468961418,0.00100552523508668,0.000901288061868399,0.00611073803156614,-0.00798280537128448,-0.00495144538581371,0.013054545968771,0.000330763490637764,0.00340148014947772,-0.00687319552525878,0.00296438904479146,0.00428013829514384,-0.0135401114821434,0.00729036424309015,0.000394891889300197,0.0019714767113328,-0.0147180557250977,-0.0056942249648273,-0.00548006361350417,-0.0036525446921587,-0.009199527092278,-0.000879245752003044
"18",-0.00444279564544559,0.00398711953312159,-0.00832147803157568,-0.00176388362888247,0.00496630650013685,-0.00241508288308978,0.0037170045543462,0.00185394694563001,0.00493723805993795,-0.00104837713297457,-0.0090703796595335,-0.00038549693999812,0.0103984531015158,0.00430238246917725,-0.00251692463643849,0.00122140382882208,-0.00906998571008444,0.00037532314308919,-0.0095415934920311,-0.00532796652987599,-0.00195394060574472,-0.00350493844598532,0.00630590505897999,-0.0039247116073966,-0.00397016340866685,0.0103250900283456,0.0069229225628078,-0.00292403809726238,0.0002515540109016,-0.00542287155985832
"19",0.00302992854267359,0.00681843562051654,0.00507005723193288,0.00133740238379687,0.00193761975970119,0.000352377101080492,-0.00668441876769066,-0.00754676619544625,0.00106838834472001,0.00331876543350518,-0.00323196989484131,0.00647571822628379,0.00776920700445771,-0.000115054564957973,0.00424753502011299,-0.000424385507358238,-0.000915035663638264,0.000420119176851586,-0.0047048949636519,0.00813445262610912,-0.00183521665167063,0.00367647502571344,0.00810950063169003,0.00168393098283559,-0.0209144949913025,0.00342015735805035,0.00134262314531952,-0.000900667859241366,6.76648414810188e-05,-0.00491716945543885
"20",-0.00614429591223598,0.00229087006300688,0.00374119379557669,0.00542050460353494,0.00745011819526553,0.00744418380782008,0.00574420392513275,-0.0112328818067908,-0.000608282978646457,0.00321121141314507,0.00305475411005318,-0.000291629112325609,-0.000819203385617584,0.00478715728968382,0.000544783018995076,-0.0018723449902609,-0.0124842207878828,-0.00232594856061041,-0.00320011889562011,0.000854504120070487,0.00271104136481881,0.00379485543817282,-0.00472699152305722,0.00138107233215123,-0.00794208981096745,-0.00232306495308876,0.00810449291020632,-0.00335855479352176,-0.00171449361369014,0.00253433734178543
"21",-0.00375174079090357,0.00661783758550882,-0.00183608359657228,0.0105839911848307,-0.00439315196126699,-0.00583118619397283,0.00462950998917222,-0.00310010300017893,-0.00688257161527872,0.000332026102114469,-0.00806782115250826,-0.00419639144092798,0.00112349179107696,0.00414364086464047,0.00408841576427221,-0.0013703660806641,0.00182723242323846,-0.0055659357458353,-0.000136237140395679,-0.000580278399866074,-0.00630154693499207,0.00259542628191411,-0.0100329732522368,-0.00111209228634834,-0.00872251763939857,0.00291671510785818,0.012432087212801,0.0012950828531757,0.00671954546123743,-0.00123333011288196
"22",0.00114685366861522,0.00160671176854521,0.0109868198633194,0.00988281331956387,0.0021145292557776,0.00278668804094195,-0.00249615497887135,-0.00499916262924671,0.000157950475113466,0.000207080258405767,-0.00339560490101576,-0.00109073403291404,-0.00532516790553927,-0.00179646338801831,0.00412668799981475,0.000106768755358644,-0.00471236882731318,0.0023250833619386,-0.00207169936038554,-0.00169157492928207,0.00751701230183244,-0.00615972792729735,-0.00126292591448873,0.00348520115949214,0.00205163122154772,0.000981827150098979,0.00291351554915309,-0.000677387230098248,0.00159552891273052,-0.00657572411000729
