"","CVX","WMT","JNJ","PG","CSCO","GS","MRK","NKE","VZ","KO"
"1",0.0289801917970181,-0.00340955355204642,0.0119209578260779,0.00933308154344559,0.00392061239108443,-0.00364421331323683,-0.00277004134841263,0.00842657592147589,0.00166932318825275,0.00397889269515872
"2",-0.00898728426545858,0.000284465088043362,0.00606038514524698,0.0114863812923431,0.00559857813641429,-0.00731688272207975,0.00482601160183549,0.00389891862869263,0.00392895191907883,0.0113248461857438
"3",-0.00470069842413068,-0.000369142508134246,0.00840133242309093,0.00772823020815849,0.0105267176404595,-0.00665956782177091,-0.000374446157366037,-0.0102416649460793,0.00124469795264304,-0.00826388690620661
"4",0.0105104763060808,-0.00566784059628844,0.000154608540469781,0.00131420255638659,0.00286156497895718,0.00876776408404112,-0.000617644749581814,-0.00492075877264142,-0.00600323639810085,0.0129848942160606
"5",0.0103551466017962,0.004196772351861,0.00167260668240488,-0.00556743610650301,0.00742802303284407,0.00939950067549944,0.016148429363966,-0.00295012257993221,0.00244584190659225,-0.00588499801233411
"6",0.00312423682771623,-0.000201900795218535,0.00439099501818419,0.0091672046110034,-0.000958308926783502,-0.0101637570187449,0.0227134246379137,0.00480362726375461,-0.00303004705347121,0.00593392504379153
"7",-0.00422820821404457,-0.00377919082529843,-0.0046177301555872,0.00839220732450485,0.0127473082393408,-0.00708296149969101,0.00410346314311028,0.00242870533838868,0.00199375324882567,0.000957906129769981
"8",-0.00104755267966539,-0.00560638168826699,0.0145397940650582,0.00251862267032266,0.00647304067388177,-0.0128666553646326,0.0058188852854073,-0.00707696424797177,-0.00756495213136077,0.00974704045802355
"9",-0.0150223840028048,-0.00457346113398671,0.00717905070632696,0.00990821700543165,-0.00530771911144257,0.000775521795731038,0.00880880188196898,-0.00287238182500005,0.000350639398675412,0.00508727319538593
"10",0.00937408674508333,-0.00529503356665373,-0.00352003262378275,0.0119026452302933,-0.00555490842089057,0.00261752051301301,-0.00494697596877813,0.00319473003037274,0.00331637705676258,-0.00434629945084453
"11",0.00724526448175311,-0.00193708064034581,0.000109184918983374,-0.00425468385219574,0.000240424444200471,-0.000241735964664258,-0.0112002044916153,0.00754378316923976,-0.00263559562154114,-0.00284474226646125
"12",-0.00108375935815275,-0.00190018292050809,0.00114544469397515,-0.00468156719580293,0.00491852452978492,-0.000804956303909421,0.00127275567501783,-0.00446703610941768,0.000331964693032205,0.000755206332542002
"13",-0.00848024897277355,-0.00611756928265095,-0.0010623715352267,0.00384717481210828,0.000801473623141646,-0.01219985447824,-0.0109724495559931,-0.00757249211892486,-0.00443388754501939,0.00398779427632689
"14",8.90766314114444e-05,-0.0100847454741597,-0.0012141487095505,0.000254121667239815,0.000337489327648655,-0.00877733249217272,0.00126814271789044,-0.00121755513828248,0.00152376969344914,0.00451018614694476
"15",0.0180825293064117,-0.00968485977500677,0.000772909203078598,0.00469692284241319,-0.00330988364294171,-0.00638907868415117,-0.00768516538664699,0.00189471268095076,-0.00650460924953222,-0.0017468387959525
"16",0.0206636320799589,-0.00553494738414884,-0.00340607622638345,-0.0014507903251797,0.00241958256810904,-0.00634832214564085,-0.0012057248968631,0.00593508733436465,-0.000798467837739736,0.00405090861022472
"17",-0.00919741205871105,0.000386256229830906,0.00572057906538248,0.0046619214117527,0.0098876915872097,-0.00330748944543302,-0.00369209470227361,-0.00133369432296604,0.00429050391539931,9.54174029175192e-05
"18",0.00522861490026116,-0.00112788903061301,-0.00212093652226031,-0.00019478662579786,0.00523655768483877,-0.00409205351024866,-0.000154560999362729,-0.00167555024381727,0.00389264081604779,0.00530302990227938
"19",0.000302190834190696,-0.00520250154659152,-0.00138383614830673,-0.00213241227902472,-0.00293424469418824,-0.00901213102042675,0.006522246170789,-0.000980719923973083,0.000262955843936652,-0.000810939527582377
"20",-0.000400954799260944,-0.00366959604434669,-0.00513693690299988,0.00158008397556841,-0.00260672601871192,-0.00480966316536069,0.00473442114889622,0.00259640673175454,-0.00841610971838236,0.000442165648564696
"21",-0.0157451126724482,-0.00492031220346689,0.000115898794319946,0.00273368810303509,0.00124429271090776,-0.0106337098404765,0.0182427428662777,0.00667061842978001,0.00320939579978585,0.00123655633069575
