"","PFE","HD","PG","MRK","XOM","VZ","WMT","CVX","KO","MCD"
"1",-0.00322650047019124,0.000738822389394045,0.00205963687039912,-0.00619221804663539,-0.00587571412324905,-0.00416002795100212,0.00213240878656507,-0.00786975584924221,0.00217405776493251,-0.00483503844588995
"2",-3.94880589738023e-05,0.00250161648727953,-0.00307756965048611,-0.000127134044305421,0.00219123647548258,-0.000116248891572468,0.00189436960499734,-0.00617443723604083,-0.00346661475487053,0.00457923719659448
"3",0.00114078540354967,0.00148927955888212,0.0036122752353549,0.00281888758763671,-0.0106913428753614,0.00359491561539471,0.00393333984538913,0.00815421063452959,0.00102292490191758,0.00538214016705751
"4",-0.000331867689965293,0.00267122383229434,-3.47995410265867e-05,-0.00762537773698568,-0.0087398374453187,0.00160977942869067,0.00463532702997327,-0.00527820875868201,0.00246458267793059,-0.00457210186868906
"5",-0.00432881759479642,-0.00516827078536153,0.00862764846533537,0.00868851970881224,-0.0040410365909338,0.00525309005752206,0.000984337064437568,-0.00829997751861811,-0.0172885041683912,0.00094502791762352
"6",-0.015048498287797,0.00637999456375837,-8.00174384494312e-05,-0.00157159788068384,0.000627900008112192,0.00129474466666579,0.000769611215218902,-0.0067417430691421,0.000938150507863611,0.002278818981722
"7",-0.00584966223686934,0.00746913813054562,0.00154385133646429,0.00613502087071538,-0.00463357288390398,-0.00359705626033247,0.00388084282167256,0.00361328315921128,0.00210662232711911,9.3121336249169e-05
"8",-0.000793612794950604,0.00502196559682488,0.0053306519985199,0.00301428115926683,0.00115578016266227,-0.00211788318119943,0.00282372767105699,-0.0166469197720289,-0.011544531211257,0.000416098569985479
"9",-0.0105103803798556,0.00973683409392834,-0.00425984943285584,-0.00056071684230119,0.00364243076182902,0.00103166210465133,0.00401958031579852,-0.0107130063697696,-0.000807538395747542,-0.000734568980988115
"10",-0.00255880947224796,0.00254425499588251,0.00431457487866282,-0.000741146446671337,-0.00338794873096049,0.00278216460719705,0.00309069338254631,-0.000209008285310119,-0.00395044963806868,-0.00196184939704835
"11",-0.00561951426789165,0.0006229531718418,-0.00475138844922185,-0.000907641369849443,0.0010404969798401,-0.00477363774552941,0.00137292733415961,-0.00509278103709221,0.000998074538074434,0.000776785193011165
"12",-0.00677082734182477,-0.00176827004179358,0.00453033903613687,-0.000382200378226116,-0.0049822642467916,0.00133369746617973,0.00277045462280512,-0.0205120537430048,0.00272286171093583,0.00303189503028989
"13",-0.0101373149082065,-0.000448132370365784,0.00208818446844816,-0.00366810476407409,0.00147044810000807,-0.00789339747279882,0.00137742853257805,-0.00108333700336516,-0.0145869320258498,-0.00147988798562437
"14",0.00204704701900482,0.00365052418783307,0.000339811726007611,0.00171386857982725,-0.000950143963564187,0.00753084011375904,-8.89252260094509e-05,-0.000905943335965276,0.00476660626009107,0.00315717258490622
"15",-0.00578593602403998,0.00689910864457488,0.00302523165009916,-0.00348685821518302,-0.004610575735569,0.00295897061005235,0.00182151480112225,-0.0121831744909286,-0.000979139935225248,0.00389216467738152
"16",-0.00835306290537119,0.00246539944782853,-0.000577379716560245,-0.000195864908164367,-0.00307785230688751,0.00485572451725602,0.000979696400463581,-0.004188213031739,-0.011711142025888,0.001315240515396
"17",-0.00437642354518175,-0.000540844222996384,0.00507188541814685,-0.000318781065288931,-0.00180303188972175,-0.000832780671771616,0.00288172229193151,0.00299618253484368,3.42745952366386e-05,0.00309267197735608
"18",-0.00930033810436726,0.00808771420270205,-0.00201097712852061,-0.00149612093809992,0.00298161222599447,-0.0102154044434428,0.00201304722577333,-0.0113568855449557,-0.00522729521617293,0.00388943473808467
"19",-0.0117108095437288,0.00346437352709472,-2.18011082324665e-05,-0.00116828619502485,-0.00581882055848837,0.00715008983388543,-0.000680929515510798,-0.00769905466586351,-0.00118653778918087,-0.0021367238368839
"20",-0.00294839101843536,0.00566080352291465,0.00381940347142518,-0.00233987858518958,0.00160616531502455,0.00514926947653294,0.00376558932475746,-0.00570788327604532,0.00100126990582794,0.00454878713935614
"21",-0.00215885974466801,6.04497072345112e-05,-0.0031984131783247,-0.00176595652010292,-0.00421073148027062,0.00152299564797431,0.000821209396235645,-0.0131128476932645,-0.00983871892094612,0.00295606651343405
