"","WMT","JNJ","PG","CVX","CSCO","GS","NKE","VZ","MRK","KO"
"1",-0.00247123721055686,-0.00143500254489481,0.00832823198288679,0.006281862501055,-0.00819303281605244,0.00170211878139526,-0.00242708367295563,0.00316936569288373,-0.00763195240870118,0.000479882262879983
"2",-0.00951449573040009,0.000699337164405733,0.00233542476780713,0.00825997162610292,-0.00315263960510492,0.0111654307693243,0.0011097394162789,0.00190795224625617,-0.00767897814512253,0.00188704091124237
"3",-0.000433902256190777,0.000412679510191083,0.00441720522940159,-0.00467347959056497,0.00220904545858502,0.00500830728560686,-0.00603028852492571,-0.000810445344541222,-0.00219686981290579,-0.00178602593950927
"4",-0.000740488059818745,0.00223985407501459,-0.00274049397557974,0.0018080819863826,0.00115019443910569,-0.00241390313021839,0.00738538196310401,0.00185994640924037,-0.0105090010911226,0.000424455123720691
"5",0.000306841917335987,-0.000799208821263164,-0.000194325737538747,-0.00412868103012443,-0.00137742748484015,-0.00777122005820274,0.00266545312479138,-0.00148534751497209,0.00288646714761853,-0.000700962904375046
"6",-0.00333125027827919,0.00337021611630917,0.00165096763521433,-0.000453360204119235,-0.00322378240525723,-0.0105229439213872,0.00249363225884736,-0.000356789474608377,-0.00350067135877907,0.00103076465893537
"7",-0.00102073780726641,-0.0021372833289206,-0.00118681334424764,0.00252132932655513,-0.00468739867210388,-0.0100109605118632,0.00350306159816682,-0.00544050242751837,0.00158204860053957,-0.00411207135766745
"8",-0.00140068726614118,0.00442185672000051,0.00581914000213146,0.00779216177761555,-0.00638441368937492,-0.00375048210844398,-0.0017578168772161,0.00217979727312922,-0.000738283502869308,-0.00136007624678314
"9",-0.000183194177225232,-0.0018263547681272,0.00445111049339175,-0.00447738263756037,-0.0140313291922212,0.00771109759807587,-0.00355217279866338,0.00385050429031253,-0.00792713183909655,-0.000510032405145466
"10",0.000970624620094895,0.00414099544286728,-0.000106112216599286,-0.004037004429847,0.00659472960978746,0.00393528398126364,-0.00104953185655177,0.00211104284971952,0.000755702320020646,0.00417450768873096
"11",-0.000730769999790937,-0.00252612913027406,0.00164887134451419,-0.00899447407573462,-0.000882752938196063,-0.0128550063818693,0.00221755239181221,0.00280958693474531,-0.00597071647644043,0.00192750745918602
"12",0.00464995158836246,0.0024307097773999,-0.00277382880449295,0.00205085193738341,-0.00408746628090739,-0.006273721344769,-0.00450230063870549,0.000451751373475417,-0.0021863856818527,-0.000339777237968519
"13",-0.000608798465691507,-0.000838966108858585,-0.00154002569615841,0.00237657036632299,-0.0112836742773652,-0.00141247268766165,0.00288149598054588,-0.00604817550629377,-0.00841457676142454,-0.0019852661062032
"14",-0.000458072929177433,0.00462557980790734,0.00331384036689997,0.00347761041484773,0.00856769923120737,-0.00279580149799585,0.00626111216843128,-0.00526648527011275,0.00502163683995605,-0.00165568001102656
"15",-0.000133433713926934,-0.00160944380331784,0.00384479714557528,0.000100334000308067,0.00392635026946664,0.00420484319329262,0.00642465054988861,-0.000438830960774794,-0.00861020479351282,-0.00231318734586239
"16",0.000134816131321713,0.00249282782897353,-0.00128851865883917,-0.00540656736120582,-0.0054455422796309,-0.00083609257126227,0.00407735491171479,-0.000356597476638854,-6.8508175900206e-05,0.000291872391244397
"17",-0.000808012497145683,-1.83838255907176e-05,-0.00217464636079967,-0.00335800065658987,-0.00967917870730162,0.00265934877097607,0.000641481659840792,0.00221703737042844,0.00404292158782482,-0.00260334857739508
"18",0.000884130073245615,0.00938173849135637,-0.00440057087689638,-0.00333614088594913,0.000491322367452085,0.000303729146253318,0.000939082645345479,0.00252249883487821,-0.00629740348085761,-0.000300914776744321
"19",0.00135350960772485,0.00361049128696322,0.00135598739143461,-0.00275851227343082,0.0103797549381852,-0.00261856964789331,-0.00535955652594566,-0.00176106032449752,-0.00040111195994541,-0.00074618257349357
"20",0.000155837507918477,0.00666762329638004,0.000430778774898499,0.00737576792016625,-0.00802329648286104,-0.0011081617558375,0.00565678719431162,0.000690700428094715,-0.00670184008777142,-0.00243806070648134
"21",-0.00211609550751746,-0.00243992684409022,0.00119955406989902,-0.000957317533902824,-0.00648828130215406,-0.00395087245851755,0.00327914394438267,0.00263611692935228,0.000424576574005187,-0.00175127200782299
