"","PG","WMT","MRK","CVX","CAT","T","KO","DIS","HD","MCD"
"1",-0.00212559313513339,0.00083992921281606,0.012568861246109,0.00375037384219468,-0.00153675430919975,0.00247246003709733,0.00718965986743569,-0.0119198337197304,0.00217394391074777,-0.00627830950543284
"2",0.00683713192120194,0.00133343797642738,-0.0118454871699214,0.0112559720873833,0.00459930952638388,0.00232405983842909,-0.00504723843187094,-0.00634406786412001,0.0085352398455143,0.000329596572555602
"3",0.0025143469683826,0.00452159345149994,0.017355727031827,0.00126381893642247,0.00351080438122153,0.00261740200221539,0.00386606738902628,-0.00423471163958311,0.00323532056063414,0.00469847861677408
"4",0.00505928974598646,-0.00234455731697381,0.0236957892775536,0.00191166496369988,-0.00879052840173244,0.00176690693479031,0.00972479302436113,0.00115319574251771,0.0089092655107379,-0.00147951999679208
"5",0.0122701311483979,-0.00302507937885821,0.00456867413595319,-0.00923050567507744,-0.000568875577300787,0.00071354495594278,0.0203285124152899,0.000351040827808902,0.000413003406720236,0.00818233378231525
"6",0.000391245121136308,-0.00288548436947167,-0.00360730639658868,-0.00636727456003428,0.00357827474363148,-0.00162106519564986,-0.000940962869208306,-0.00464855972677469,-0.000951103516854346,0.00109040620736778
"7",0.013150580227375,-0.000171139909070916,0.0121956374496222,0.0153968315571547,-0.000748463557101786,-0.00123572605662048,0.00977324973791838,-0.00392214627936482,0.0137543501332402,0.00364145333878696
"8",0.00925977062433958,-0.0013224477879703,-0.00778488768264651,-0.000522670452482998,-0.00496207643300295,0.00480942754074931,0.0115232476964593,-0.00400891620665789,-0.00138968240935355,0.00235821469686925
"9",-0.00161133054643869,-0.00240011722780764,0.00519616669043899,-0.00595543067902327,0.000477789639262483,0.00439621461555362,0.00861024204641581,-0.0103633850812912,0.00964608043432236,4.58314025308937e-05
"10",0.0056529501453042,0.000124149693874642,-0.00133239291608334,0.000286001682979986,0.000574660720303655,0.0029695644043386,0.00464627053588629,-0.00292599899694324,-0.00419127847999334,-0.00337530416436493
"11",-0.0044520734809339,-0.00179259816650301,-0.00682476488873363,0.00481491861864924,-0.00648409966379404,0.000647524546366185,-0.00677220104262233,-0.014151711948216,-0.00570904323831201,0.00336727686226368
"12",0.0108891967684031,0.00653749331831932,-0.00315307336859405,-0.0028347026091069,-0.000273911864496768,-0.00219175289385021,-0.00756566552445292,-0.00314135663211346,-0.000559822423383594,0.00489764055237174
"13",-0.00383420940488577,0.00242244242690504,0.0160034094005823,0.000505984935443848,0.00316530209966004,-0.00493733678013086,-0.0003263141552452,-0.0040984726510942,0.0101439291611314,-0.00101862626615912
"14",0.00390832498669624,-0.00122447649482638,0.000400999822886661,-0.000259523396380246,0.00028442608891055,-0.00278714764863253,-0.000771790626458824,0.00794888846576214,-0.00592177966609597,-0.00571765890344977
"15",0.00298522273078561,0.00587689643725753,-0.00191784219350666,0.00200584367848933,0.000919749960303307,-0.00125004758592695,-0.000472892104880884,0.000860846019349992,-0.00151981983799487,8.28935881145298e-05
"16",-0.000317638507112861,-0.000429967767558992,-0.00401416374370456,-0.00599923776462674,0.00214209733530879,-0.00290124304592609,-0.00228812359273434,0.00716004706919193,-0.00567518966272473,0.00151079532224685
"17",-0.00109201879240572,0.00173299969173968,0.000918776378966868,-0.00179143459536135,-3.26568442687858e-05,-0.00161852780729532,0.00296105723828077,-0.00212954450398684,0.00161882897373289,0.00306521914899349
"18",0.00777013413608074,0.00852261949330568,-4.23209676227998e-05,0.00517871137708426,-0.00070856063393876,0.000882890599314123,-8.00733469077386e-05,-0.0124136153608561,0.0016520224744454,-0.00065768655622378
"19",-0.000536933599505574,-0.00576353678479791,0.013259687460959,-0.00168909458443522,0.00493672583252192,0.0026032526511699,-0.00236344709992409,-0.00771533558145165,0.00318206683732569,-0.00340249901637435
"20",0.00583183625712991,0.00379888969473541,0.00210718018934131,-0.00445579597726464,-0.000984160229563713,-0.000161355870659463,-0.00607215473428369,-0.00607545720413327,0.00223826244473457,0.00125350628513843
"21",0.00143722409848124,-0.00123411975800991,-0.00283802580088377,0.000493327504955232,0.00172874180134386,0.000266251328866929,-0.00149652094114572,0.0096806799992919,-0.00202223169617355,0.0057411533780396
