"","JNJ","PG","CVX","BA","DIS","MRK","HD","KO","T","GS"
"1",0.000177988389623351,0.00445765117183328,0.000432546803494915,0.00468293344601989,-0.00321984151378274,-0.000324395688949153,0.0128664514049888,-0.000952859700191766,0.00193362287245691,-0.0104557052254677
"2",-0.00146124686580151,-0.0010976477060467,-6.53314782539383e-05,0.0028025230858475,-0.00230341288261116,0.000213732782867737,-0.00287074386142194,0.000289690826321021,0.00238948920741677,0.00395513931289315
"3",-0.0013857155572623,0.00230245082639158,0.00239182496443391,0.00309384916909039,0.00452486844733357,0.00458538858219981,0.00403798744082451,0.00195640255697072,0.00200208788737655,0.0114487381651998
"4",0.00372948194853961,-0.00118742568884045,0.00252966955304146,0.00941082648932934,0.0068027931265533,0.000600887055043131,0.0104847755283117,-0.00219617830589414,0.000663876533508301,0.00592900486662984
"5",-0.00158716680016369,-0.00186388869769871,-0.00557897426187992,0.00509176170453429,-0.0136530622839928,-0.00244159391149879,-0.00182836502790451,0.000842029810883105,0.00206098589114845,0.00243491469882429
"6",0.00098333926871419,-0.00133301527239382,-0.00141542626079172,-0.00400067958980799,0.00251055671833456,0.00156080385204405,0.00451780669391155,0.00324050360359251,-0.000302915374049917,-0.00514416629448533
"7",-0.00281230174005032,-0.00180702551733702,0.00610440643504262,-0.00797847844660282,0.00457981042563915,-0.00501180160790682,-0.00452957209199667,0.00374889420345426,0.00163793715182692,-0.0056320009753108
"8",-0.00178313255310059,-0.000297293823678046,0.000149144281749614,-0.00681886821985245,-0.00530231231823564,0.00105190230533481,0.00431972416117787,-0.00117318786215037,-0.000794976309407502,0.00552136125043035
"9",0.00144295045174658,-0.000342464132700115,-0.00194341770838946,-0.0072937305085361,0.000643972132820636,0.00417553633451462,0.00127564265858382,0.00121365208178759,0.000771448132582009,-0.00260324939154088
"10",-0.00292722368612885,-0.00261418242007494,-0.00445558270439506,-0.00445981975644827,-6.75237024552189e-05,-0.00175253534689546,-0.00267690513283014,-0.000870062212925404,-0.00215117214247584,-0.000413523754104972
"11",0.000554672675207257,-0.00127786980010569,-0.00944607891142368,0.00277736829593778,-0.00745891500264406,0.00359817547723651,0.000549034681171179,-0.00155509822070599,0.00116757547948509,0.000972982670646161
"12",-0.00115420471411198,-0.00208646920509636,0.000294120312901214,0.0022386834025383,0.00260011828504503,-0.00405118521302938,-0.00503120198845863,0.00382874021306634,-0.00148023816291243,0.00629421602934599
"13",-0.00235223234631121,-0.00333589548245072,-0.00511001190170646,0.00620916951447725,-0.00134604156482965,-0.000963250175118446,-0.00460745161399245,0.00194652460049838,0.000482919276691973,-0.00453735189512372
"14",0.00174783961847425,-0.00233607622794807,-0.00174185947980732,0.00368974846787751,0.00564246252179146,-0.00126710557378829,-0.000446527672465891,0.0047538485378027,0.00098140153568238,0.00556757533922791
"15",-0.00166982389055192,0.000518296263180673,-0.00461229588836432,-0.00212597474455833,0.00128878478426486,-0.00255908654071391,-0.00270119588822126,-0.0070580430328846,0.00258733495138586,-0.00219435803592205
"16",-0.00266431272029877,0.00187194650061429,5.28414093423635e-05,-0.00064154522260651,0.00178990012500435,0.00664523616433144,0.0013179574161768,0.00302894483320415,-0.00243831891566515,0.00104483787436038
"17",-0.00236702663823962,0.000540320586878806,-0.00433815456926823,0.00185386394150555,-0.000323300802847371,-0.00232511595822871,0.000748676131479442,-0.00239914376288652,0.000887591682840139,0.00227505899965763
"18",-0.00236706831492484,-0.0029017326887697,0.00311770662665367,-0.00414753425866365,-0.00101474544499069,0.00131636078003794,-0.00467268563807011,0.00233067222870886,0.000986046157777309,-0.00166441209148616
"19",0.00338071142323315,-0.000979629112407565,-0.00739542581140995,0.00147925049532205,-0.00196818122640252,-0.000857703329529613,-0.00107902055606246,-0.00147795281372964,0.00323208677582443,-9.34688650886528e-05
"20",-0.00187341030687094,-0.00232614879496396,-0.00357939605601132,0.00188484613317996,-0.000509098754264414,-0.00387587840668857,0.00403270265087485,0.0082007022574544,-0.00306318746879697,-0.000859594671055675
"21",-0.00120074383448809,-0.00168382527772337,-0.00406664609909058,-2.17826363950735e-05,0.00662891380488873,-0.00690931780263782,-0.00407805945724249,0.000352902250597253,-0.000836798804812133,-0.00319791003130376
