"","CSCO","PG","XOM","PFE","WMT","MRK","MCD","CVX","VZ","KO"
"1",-0.00601413985714316,0.00222694780677557,0.00757480133324862,-0.00296338251791894,-0.00410772953182459,-0.00277156429365277,-0.00210657203570008,0.0231749955564737,-0.00277972174808383,0.0101842377334833
"2",-0.00815886445343494,0.00757409632205963,0.00848119612783194,0.00103947124443948,0.0012453836388886,-0.00776293408125639,0.00030992622487247,-0.006431735586375,0.00672054383903742,-0.00633561937138438
"3",0.00106694048736244,-0.00199963059276342,-0.00554872443899512,-0.000984621699899435,0.000645429885480553,-0.00137298367917538,0.0101041672751307,-0.0157856177538633,0.00417340407148004,0.000400688644731417
"4",0.0144516825675964,-0.00401538889855146,0.00628330139443278,-0.00582839408889413,0.0113409897312522,-0.0113810487091541,-0.00233109178952873,0.0115656759589911,-0.00987221114337444,0.0171785671263933
"5",-0.000592908472754061,0.00282689882442355,-0.00335871148854494,-0.00214884849265218,0.00502901151776314,-0.00659952498972416,-0.000761113537009805,-0.00402447069063783,-0.000929911562707275,0.00493133533746004
"6",-0.00305527518503368,0.0049797953106463,0.00633661868050694,0.00332593382336199,0.000331807474140078,-0.00176183425355703,0.00624634837731719,0.011157245375216,0.00288394838571548,-0.00173490517772734
"7",-0.00392325548455119,0.00257082795724273,-6.81358797010034e-05,0.0108359102159739,0.00268722837790847,-0.00246030441485345,4.74519492854597e-06,-0.00392431300133467,-0.00445705046877265,-0.00226046261377633
"8",0.00177501328289509,-0.00330808619037271,-0.00260158139280975,-0.0099211186170578,-0.000411858462030068,0.000284266425296664,0.0101620396599174,-0.00194419594481587,-0.00226025050505996,0.00209171767346561
"9",-0.00879867095500231,0.00143486226443201,-0.0073285736143589,0.00484389578923583,0.0082745598629117,0.00651531806215644,-0.00834489241242409,-0.00812012981623411,0.000583842978812754,-0.00615998264402151
"10",0.00104753591585904,0.00115150702185929,0.00592756550759077,-0.00698087085038424,0.00173425825778395,0.003006293438375,-0.0113036595284939,0.00695168180391192,-0.000487408222397789,0.00472690397873521
"11",0.000593935954384506,-0.00165262946393341,-0.00657997652888298,-0.000782352522946894,-8.16063766251318e-05,0.00105345866177231,-0.000802070135250688,-0.00275180605240166,-0.00437279464676976,0.00559520209208131
"12",-0.0165695156902075,-0.00375182833522558,-0.00199631555005908,0.00174438988324255,0.000662729260511696,-0.00280032446607947,0.00383367436006665,-0.00469313096255064,-0.00265263859182596,0.00497636059299111
"13",-0.00181400019209832,-0.000117167583084665,0.00320966728031635,0.00210384838283062,-0.00466257706284523,-0.00644372683018446,0.00457240780815482,0.000547070987522602,-0.00680422596633434,-0.00317245535552502
"14",0.00591716542840004,-0.000661466270685196,-0.00643691932782531,-0.00208985572680831,0.002442158292979,6.34016396361403e-05,-0.00502362661063671,-0.00413089478388429,0.00283826282247901,0.000963782193139195
"15",-0.000704506819602102,0.00471457233652472,0.0053291548974812,0.00205837888643146,0.00307840225286782,0.00145556125789881,6.56100892229006e-05,0.00246114679612219,0.00254085287451744,-0.000604002212639898
"16",-0.00765317166224122,0.00292942486703396,-0.0040204101242125,0.00258434750139713,-0.000134928821353242,-0.00620274385437369,-0.00114026514347643,-0.00034471953404136,0.000851833843626082,-0.0051448573358357
"17",0.00285615492612123,0.00840313266962767,-0.00545544223859906,0.000115953458589502,-0.00424962351098657,0.00331773096695542,0.00611513247713447,0.000585650734137744,0.0039130225777626,-0.000631119299214333
"18",-0.00440086657181382,0.00276785739697516,-0.0020925784483552,0.000371330563211814,0.00269714300520718,0.00654715904965997,0.00190746132284403,-0.00515543017536402,0.00113923300523311,0.00209575169719756
"19",-0.00322894635610282,0.00276934378780425,-0.00102287135086954,0.00330985942855477,0.00068812002427876,-0.0023527885787189,-0.00916844978928566,6.7896799009759e-05,0.000405755679821596,0.00544685497879982
"20",-0.00186358334030956,0.000653100549243391,-0.00801799632608891,0.00430545210838318,0.000791125930845737,0.000371123547665775,0.00957857817411423,-0.00383480009622872,-0.00142000196501613,0.000283020868664607
"21",0.00321262842044234,0.000957869633566588,0.00559425074607134,0.00114832038525492,-0.00300400680862367,0.00424962118268013,0.00330523541197181,0.00290643377229571,0.00172611779998988,0.00276011298410594
