"","JNJ","HD","CSCO","PG","VZ","CVX","KO","MRK","NKE","MCD"
"1",0.0265603382140398,0.0123590156435966,0.00356163899414241,0.00338642811402678,0.00550784962251782,-0.0160418841987848,0.00520710414275527,-0.00854965019971132,0.0113222990185022,-0.000331450370140374
"2",0.0130005022510886,-0.00856237392872572,-0.00212542759254575,0.010517094284296,-0.000105805032944772,-0.0232974048703909,0.0020001963712275,-0.000867387629114091,-0.00268315523862839,0.000169492734130472
"3",0.00966272782534361,0.0196248777210712,0.000909204361960292,-0.00991534162312746,-0.00913827307522297,-0.0128167700022459,0.0177120212465525,-0.00866159424185753,0.0166579894721508,0.00438387924805284
"4",-8.23459486127831e-05,0.00457086833193898,-0.00520884711295366,-0.00636525778099895,-0.00522834481671453,-0.0170906819403172,0.00499072857201099,0.00820443965494633,0.00125283387023956,-0.00544608710333705
"5",-0.000540752545930445,0.0105864675715566,-0.00500351283699274,-0.0107496296986938,-0.00547309126704931,0.0110946465283632,-7.60786424507387e-05,-0.0181679259985685,-0.00591671513393521,-0.0089681800454855
"6",0.00214017811231315,0.00919583160430193,0.00114564516115934,-0.00262650172226131,-0.0157694574445486,0.00940423179417849,0.00153857818804681,-0.000707253406289965,-0.0183298401534557,0.00128558243159205
"7",-0.00692347250878811,-0.00509514752775431,0.0020456223282963,-0.0116018960252404,-0.00146789930295199,0.0122287143021822,0.00319281872361898,-0.00628433516249061,0.0119429947808385,-0.00231512263417244
"8",0.0141532216221094,-0.0028527220711112,0.00671838922426105,0.00426061870530248,0.00222940277308226,0.00579507416114211,0.00583586515858769,-0.00169959652703255,-0.0147673022001982,0.00484330207109451
"9",-0.0207975953817368,0.00356992334127426,-0.0103921424597502,-0.0013106019468978,-0.00400514854118228,-0.00927174650132656,0.00168402562849224,-0.00511010875925422,0.0157931912690401,0.00806526001542807
"10",-0.000525615469086915,-0.00137813948094845,0.00661634281277657,0.00578062422573566,0.00486189313232899,-0.00898677855730057,0.00389800383709371,0.00722935050725937,-0.00647672219201922,-0.00268014962784946
"11",-0.00508321821689606,-0.00424637133255601,-0.0137891601771116,-0.00142010650597513,-0.00213658483698964,0.0192568618804216,0.00817909743636847,0.00831213779747486,0.0210580434650183,0.00560461403802037
"12",-0.000623344967607409,0.0033846094738692,0.00146423059049994,0.000856881670188159,-0.00168402679264545,0.0123314764350653,-0.00320253428071737,-0.00277339573949575,-0.018273675814271,0.00726606836542487
"13",0.00339041068218648,0.00336054968647659,-0.00877779256552458,-0.00227278820239007,-1.09028005681466e-05,0.0106778535991907,0.00131078576669097,-0.000857054896187037,0.00883902050554752,-0.0040909918025136
"14",-0.00222048908472061,-0.00477445777505636,0.00110834196675569,0.00288146710954607,-0.00347921624779701,0.000787089637015015,-0.0089838532730937,0.00121359527111053,0.00325000192970037,-0.000704872829373926
"15",0.00018015323439613,0.000889179995283484,-0.00770534155890346,0.00525696063414216,-0.00571565609425306,-0.0042509906925261,0.00484946090728045,-0.000678455748129636,-0.000679449760355055,-0.000217999724554829
"16",0.0089885676279664,0.00568724051117897,-0.00272581516765058,-0.00132658320944756,0.000688669388182461,-0.000443047436419874,0.000669864646624774,-0.00579426484182477,-0.0102025279775262,-0.0137498416006565
"17",-0.00136285682674497,0.00197200966067612,-0.00136597617529333,0.00803192239254713,-0.00127159559633583,-0.0169477611780167,0.00726973777636886,-0.00155710428953171,0.00914431363344193,0.00171733472961932
"18",-0.00093157310038805,6.37011034996249e-05,-0.00216305302456021,0.00738279148936272,-0.00201674178242683,-0.0119792278856039,0.00490298680961132,-1.94050553545821e-05,-0.0128449248149991,-0.00165099429432303
"19",0.00376090779900551,-0.00170098559465259,0.000153779357788153,0.000291904987534508,0.000391934299841523,-0.0126287750899792,-0.00248286500573158,0.00217600888572633,0.00209041708149016,-0.00670597050338984
"20",0.00840229541063309,0.00556352036073804,-0.016301766037941,-0.00225011678412557,-0.00470486097037792,-0.0012703409884125,-0.00388614367693663,0.000616017088759691,-0.00111934635788202,-0.0008508778992109
"21",-0.000920826219953597,-0.00555327069014311,-0.00334387482143939,0.00100653141271323,0.00171004910953343,-0.00715043628588319,-0.00241116737015545,0.00198280531913042,0.00414496008306742,0.00287734810262918
