"","HD","PFE","PG","XOM","MRK","CVX","VZ","WMT","MCD","KO"
"1",0.000348676228895783,-0.00637124432250857,0.00436134682968259,0.0049152453429997,0.00191328197252005,0.00454954197630286,0.00058892066590488,0.00373578653670847,-0.00375847774557769,-0.00287540745921433
"2",0.00478601641952991,-0.00616540759801865,-0.00666241999715567,0.00517929904162884,0.00251179537735879,-0.00373045913875103,0.000925084110349417,0.00514519074931741,-0.0084516629576683,0.00594590697437525
"3",0.00128312699962407,0.00334333372302353,0.00391726940870285,0.0149345276877284,0.0025789572391659,-0.000399158423533663,0.00428222212940454,-0.000352988136000931,0.0101211508736014,0.00160253664944321
"4",0.000199035202967934,-0.00700385542586446,-0.00535027403384447,-0.0123432874679565,-0.0054735173471272,-0.0131401214748621,-0.00165143865160644,-0.000341606006259099,0.00583740463480353,-0.000368220673408359
"5",0.000538712251000106,0.00364152528345585,0.000748234044294804,0.00768184335902333,-0.00419725244864821,0.000613825162872672,-0.00635049864649773,0.00712883844971657,-0.00509414123371243,-0.00674000009894371
"6",-0.00446678372099996,-0.00425463682040572,-0.00285539566539228,0.00789584871381521,-0.00385756767354906,0.0111507261171937,0.00700319232419133,0.00683226808905602,0.0063122627325356,-0.00104021048173308
"7",0.000977886491455138,0.00346816913224757,-0.000246758077992126,0.00245307758450508,0.0031631316523999,-0.00563736306503415,8.22623260319233e-05,-0.00395625783130527,-0.00682416884228587,0.0132182128727436
"8",0.00277451169677079,-0.0030329970177263,0.00664605712518096,0.00721248611807823,0.00103322439827025,-0.00395256513729692,0.00243955827318132,-0.00517658097669482,0.00166402803733945,0.00738935032859445
"9",-0.00832647830247879,0.00520091550424695,0.00205084681510925,0.00219656992703676,-0.00106354232411832,0.00256622349843383,-0.0045949574559927,-0.00664649624377489,0.00828957185149193,-0.00123252451885492
"10",-0.00095303199486807,0.00332149118185043,0.00446900958195329,0.0030294528696686,-0.00489924661815166,0.00347724789753556,-0.00132741674315184,0.00389151298440993,-0.0106448046863079,0.0163999386131763
"11",0.00314648053608835,0.00217935489490628,0.00546080572530627,0.00624240469187498,-0.00122353865299374,-0.00572918448597193,-0.00279191834852099,-0.00387148908339441,0.00106249353848398,-0.00127163005527109
"12",-0.0115434369072318,0.00237154867500067,-0.000119104261102621,-0.000210200101719238,-0.00163350813090801,-0.00700520863756537,0.00253831618465483,-0.0028425978962332,-0.00208506872877479,6.77000789437443e-05
"13",0.00307691330090165,0.000157968388521113,0.00410376209765673,-0.00361495022661984,0.00122648698743433,-0.00188564579002559,0.00312944012694061,0.00595641694962978,0.00429052254185081,0.00121091830078512
"14",-0.0042078890837729,0.00381550309248269,-0.00383744109421968,0.00859447941184044,-0.00325267412699759,0.000366886204574257,-0.00800549052655697,0.00172054721042514,-0.000793992250692099,-0.00532533507794142
"15",0.00484202150255442,0.00864648353308439,0.000598148151766509,-0.00134411151520908,-0.00150190491694957,-0.00151651445776224,0.00177549989894032,-0.00419039325788617,-0.00479330448433757,0.00453537283465266
"16",0.00509972311556339,0.00179223099257797,-0.00627483706921339,-0.00133494369219989,-0.00776215502992272,-0.00519125210121274,1.1816435289802e-05,-0.00417255284264684,0.00259630265645683,-0.00414141919463873
"17",-0.000653796072583646,-0.00136110559105873,-0.0011277343146503,0.00534349586814642,-0.00292126857675612,-0.00297809974290431,-0.00183706823736429,-0.000178177986526862,-0.00930223055183887,0.00266951881349087
"18",-0.00301598897203803,0.00595906702801585,0.00251711788587272,-0.00694406125694513,-0.00147693231701851,-0.00356005411595106,-0.0010810773819685,-0.0041311145760119,0.00361423613503575,0.00622602831572294
"19",0.000821511843241751,0.000385564053431153,-0.000461202231235802,-0.00808495748788118,-0.00172082416247576,0.000110589215182699,0.00245325034484267,0.00324451108463109,0.00841016881167889,-0.00614364817738533
"20",-0.00766529981046915,0.00669548846781254,0.000546671217307448,0.00488455966114998,-0.00211065099574625,-0.00661925226449966,-0.001304887002334,-0.00531224207952619,0.0021885521709919,0.00421332567930222
"21",-0.00229839375242591,-0.000691462191753089,-0.00174556660931557,-0.00768475607037544,-0.00491703348234296,-0.00915721617639065,-0.00189632445108145,0.00209896452724934,-0.00281819747760892,0.0045554437674582
