"","JNJ","HD","HPQ","PG","AA","BA","MRK","AXP","CAT","DIS"
"1",0.000929027388338,-0.00293538649566472,0.014462442137301,0.00979789160192013,0.00793888233602047,-0.00381943117827177,0.00285926135256886,-0.0173315033316612,0.0132925705984235,0.00069728004746139
"2",-0.00693299388512969,-0.00936946365982294,-9.73413552856073e-05,-0.00374594843015075,-0.00944124348461628,-0.0177967716008425,0.00294719589874148,-0.0292779784649611,-0.00613838480785489,-0.00816947128623724
"3",-0.00136311003006995,-0.00137040775734931,-0.000502132053952664,0.00257819355465472,-0.00606794748455286,-0.00297462241724133,0.00176367990206927,0.0178035907447338,-8.19141423562542e-05,0.00228259153664112
"4",-0.000663113896735013,0.00240322132594883,0.00673021469265223,5.31957157363649e-05,0.0082394415512681,-0.00821739993989468,-0.0026186325121671,-0.00806739088147879,0.00686622597277164,0.00258700246922672
"5",0.00130538491066545,0.00261562201194465,0.00092417880659923,-0.00120511499699205,0.0170701984316111,-0.00328828650526702,-0.00867625791579485,-0.00240730587393045,0.0101280733942986,0.00215716194361448
"6",-0.000608197879046202,0.00118405872490257,-0.00292570283636451,0.00602148519828916,0.00132088933605701,0.00293989945203066,0.0024310159496963,0.00521658826619387,-0.00172259926330298,0.00242598727345467
"7",-0.000378011260181665,-0.0017231754027307,6.42126178718172e-05,0.000333786447299644,0.00661133183166385,-0.000930804410018027,0.00821873359382153,0.00839647371321917,-0.00504446867853403,0.00133286428172141
"8",0.00141847576014698,0.0145803205668926,0.00513992318883538,-0.00427412474527955,0.0016333325766027,0.00135528121609241,-0.00252401479519904,0.0113233216106892,-0.0066547729074955,-0.00109165883623064
"9",-0.000817626307252795,0.00128427764866501,-0.00506835291162133,-0.0134521005675197,-0.0057651330716908,-0.00255408394150436,-0.000416407332522795,-0.00246623763814569,0.00115144276060164,0.00482061598449945
"10",-0.00555349141359329,-0.00540972081944346,-0.00252796709537506,0.00949240103363991,0.00100136769469827,0.00423763040453196,0.0072569283656776,0.00324969296343625,-0.00187860592268407,0.000335932825691998
"11",0.0011447382858023,-0.00111841014586389,0.0069116372615099,0.00389154558070004,0.00534007512032986,-0.000878294522408396,0.00743277603760362,-0.0278789214789867,-0.00368702923879027,0.000331294693751261
"12",-0.00925206486135721,0.000610529386904091,-0.00481538102030754,-0.0015429868362844,0.00345059973187745,-0.00251959636807442,-0.0090398583561182,-0.0197439994663,0.000904130982235074,-0.0012553776614368
"13",-0.00176851637661457,0.00365983904339373,-0.0114944279193878,-0.00487910024821758,-0.00142535648774356,-0.000644993619062006,-0.00994061585515738,0.00923307053744793,0.00818982440978289,0.000699280994012952
"14",-0.00285755656659603,-0.00495416158810258,0.00737052364274859,-0.000476511457236484,-0.0128191290423274,-0.000477612367831171,0.00760496407747269,-0.00784496404230595,-0.00389655982144177,0.00269891088828444
"15",-0.00476936483755708,-0.00050943432142958,0.00200163829140365,0.00175155012402683,-0.003870117245242,-0.000217231150600128,0.00248604663647711,-0.00720739737153053,0.00756332604214549,-0.000559224979951978
"16",-0.00312297232449055,-0.00379548501223326,-0.00156493776012212,-0.00162517686840147,0.00459926761686802,-0.00676046963781118,-0.00302568986080587,0.00891697779297829,0.000334452546667308,0.00116991484537721
"17",-0.00199534022249281,0.000242173613514751,0.00222885352559388,7.75796579546295e-05,0.00125587277580053,0.000900814600754529,-0.00145829259417951,0.00854277703911066,-0.00435717636719346,-6.21830986347049e-05
"18",0.00103715667501092,-0.00459842663258314,0.00395214185118675,0.00472300127148628,0.0001294772955589,0.000922791950870305,0.00810256693512201,0.00429662968963385,-0.00462278956547379,-0.00174147775396705
"19",-0.00114408938679844,-0.00525912921875715,0.00355263985693455,-0.00592889217659831,0.00109130749478936,0.00731816235929728,-0.000381921592634171,0.00124748493544757,-0.00248350715264678,0.000519690336659551
"20",0.000273257697699592,-0.00475308764725924,0.00321359909139574,0.000953284499701113,-0.0095624141395092,0.00380105641670525,0.00111367844510823,0.00242359540425241,-0.00443923752754927,0.00324444891884923
"21",-0.00116147054359317,-0.00146200589369982,-0.00381051981821656,0.0108233019709587,0.00888101290911436,0.00362448277883232,0.00431723427027464,-0.029007762670517,-0.00722051225602627,0.000454838329460472
