"","PG","HPQ","JNJ","PFE","AXP","MRK","BA","AA","KO","HD"
"1",0.0139015838503838,-4.58194699604064e-05,0.0172730199992657,0.0131144719198346,0.03259102627635,0.010937886312604,-0.00428315391764045,0.0473495498299599,-7.65679942560382e-05,0.0211173389106989
"2",0.00365203060209751,0.023517107591033,-0.00230982038192451,0.020272908732295,0.0274443104863167,0.00562390265986323,-0.0126180378720164,0.0132756279781461,0.0234089829027653,-0.0184064172208309
"3",0.0251790191978216,0.00352468807250261,-0.00562645075842738,0.0253047198057175,-0.0226625539362431,-0.00610476778820157,0.0191742740571499,0.00741581944748759,0.0162740498781204,0.0135464752092957
"4",0.00434968061745167,-0.0112494649365544,-0.00367352017201483,0.0107929259538651,0.0113682840019464,0.0126668307930231,0.0072870790027082,0.0475126951932907,0.00236018537543714,0.0186421405524015
"5",0.0121666956692934,0.00134549161884934,0.00481899734586477,0.00168611004482955,0.0249269660562277,-0.0875921472907066,0.00310482690110803,-0.0193318035453558,0.0186731461435556,0.0178048219531775
"6",0.00269627175293863,0.010011532343924,-0.00856263097375631,0.0410337336361408,0.00198682118207216,0.00551156839355826,0.000932289287447929,0.00851089507341385,-0.000143892902997322,0.00191358558367938
"7",-0.00524635147303343,-0.00558498874306679,0.000397241674363613,-0.00188052596058697,0.00722601730376482,-0.00413369433954358,-0.00145326380152255,0.00985963083803654,-0.00667780358344316,-0.00289079733192921
"8",-0.00163770955987275,-0.0158219337463379,0.0025361308362335,-0.00397750549018383,0.00227817660197616,0.00869073159992695,0.0288079734891653,0.0140739409253001,-0.00526378769427538,0.00142739480361342
"9",-0.00426894379779696,0.00459065521135926,-0.0041173929348588,0.00228635827079415,-0.0183099005371332,-0.013490928336978,0.00678152032196522,0.00762161379680037,-0.00815131328999996,0.000766392971854657
"10",0.00764775462448597,-0.0246485583484173,0.00853105075657368,-0.0182000510394573,0.00659084180369973,0.0137024484574795,-0.00878019258379936,-0.0183047391474247,0.0170690640807152,-0.0246127974241972
"11",-0.00676376232877374,0.00881073158234358,-0.00130977889057249,0.0222974941134453,-0.0225427784025669,0.00410382030531764,-0.00205718143843114,0.0128023307770491,-0.00614514667540789,-0.00965078361332417
"12",0.00547814648598433,0.00558246532455087,-0.000955833471380174,-0.0100435232743621,-0.00642823241651058,-0.00527170486748219,-0.00166255270596594,0.0197073183953762,-0.0128209441900253,-0.0109164156019688
"13",-0.00174007238820195,-0.00935853272676468,-0.00336051010526717,-0.00197133747860789,-0.00660866498947144,-0.00840408820658922,-0.0117630921304226,-0.00581138953566551,-0.00571105536073446,-0.0131220947951078
"14",-0.004587113391608,-0.0131496237590909,-3.62624923582189e-05,0.00267588486894965,-0.000869173847604543,0.0137707209214568,-0.0107653150334954,-0.00158346327953041,-0.00389060005545616,-0.00351091963239014
"15",-0.00118693942204118,0.0104393204674125,0.000254521262831986,0.0062623037956655,-0.0126218488439918,0.00153784535359591,-0.00460548512637615,-0.00728339469060302,0.00182741205208004,-0.00854490976780653
"16",-0.000130712171085179,0.0176487434655428,-0.000644546817056835,0.00030225669615902,-0.00620241696015,0.0053602671250701,-0.00357202766463161,0.00572396768257022,0.00392212485894561,-0.00164672790560871
"17",-0.00372322462499142,-0.0115999942645431,-0.00112837553024292,-0.0101697975769639,0.00764313479885459,0.00724592572078109,0.00272912974469364,-0.0158891025930643,0.00188068544957787,0.00177572760730982
"18",-0.00407138979062438,-0.00177911506034434,0.000262963672867045,0.00443058786913753,-0.0273838974535465,3.87160471291281e-05,0.010939079336822,0.00303262402303517,0.0039029757026583,0.00506856571882963
"19",-0.00181720475666225,-0.00214708456769586,-0.00164794607553631,-0.00504322303459048,0.00619084434583783,-0.00832232460379601,-0.004083760548383,-0.00277310353703797,0.00386594212614,0.000936602591536939
"20",-0.00292957480996847,0.014404539950192,0.00119716802146286,0.00358502008020878,-0.00737649854272604,-0.00390381342731416,-0.0112458989024162,0.00431074853986502,3.16198238579091e-05,0.000294876255793497
"21",0.00418353173881769,-0.00317937391810119,-0.00303623476065695,0.00546193309128284,-0.0150173092260957,4.6764180297032e-05,0.00461420882493258,-0.0166548583656549,-0.00360324513167143,-0.000447060680016875
