"","HD","JNJ","CSCO","PG","CVX","VZ","KO","MRK","NKE","MCD"
"1",0.00656738085672259,0.00519066723063588,-0.00662350235506892,-2.60971828538459e-05,0.00938683934509754,0.00508009316399693,0.00417520385235548,-0.00543519901111722,-0.0112513191998005,0.00248722755350173
"2",0.00128122000023723,0.00448819668963552,0.00303148361854255,0.00137366307899356,0.0231436230242252,0.00274089397862554,-0.00826522056013346,-0.0146008329465985,0.0117409210652113,0.00168900610879064
"3",0.00603512255474925,0.000510406738612801,-0.013521745800972,-0.00151441374327987,-0.0050843907520175,0.00606355722993612,0.00438617495819926,-0.0106740808114409,0.00107291107997298,0.00508209550753236
"4",-0.00037162093212828,0.000209866891964339,0.0045127454213798,-0.00760459993034601,-0.00352713000029325,0.000519412162248045,0.006333586294204,-0.000413510511862114,0.00414845440536737,0.00607931241393089
"5",0.0011084086727351,0.00338669284246862,-0.0111238565295935,0.00236564548686147,0.0241123884916306,-0.00250003719702363,0.0025792489759624,-0.000447718193754554,0.00463159987702966,0.00532413180917501
"6",0.00519215269014239,0.00201468542218208,-0.00038570593460463,-0.00645794440060854,-0.0028939894400537,-5.87729628023226e-05,-0.00481359008699656,0.00686134956777096,-0.000602717453148216,0.000383509061066434
"7",-0.00118757947348058,0.00353811704553664,-0.010586398653686,0.00152048247400671,-0.0491012148559093,0.000735262117814273,0.00167723791673779,0.0033472846262157,-0.00382276182062924,-0.000535499304533005
"8",-0.00112710276152939,0.00316040986217558,0.00447644665837288,0.00434007914736867,0.0194699894636869,-0.00208315858617425,0.0052052647806704,0.00222220388241112,0.000601932813879102,0.0100596193224192
"9",-0.000171930150827393,0.00163243839051574,-0.00467327795922756,0.00367209943942726,-0.00612456304952502,0.00201359996572137,-0.00720185460522771,4.11722567150719e-06,-0.00708953849971294,0.00621024938300252
"10",0.00880874320864677,0.00281962403096259,0.00351184862665832,-0.00368495378643274,-0.0101581737399101,-0.00149079551920295,0.00110328721348196,0.00187517469748855,-0.00261951563879848,0.00398036139085889
"11",-0.00211943127214909,0.00404596142470837,-0.00682003702968359,0.000925450993236154,0.00159845850430429,0.00420140055939555,0.00489643728360534,-0.00308277131989598,-0.00217951834201813,0.00822558533400297
"12",0.00308796437457204,0.00308196689002216,0.00407076301053166,0.000540740787982941,-0.0135724116116762,0.00175983225926757,-0.000591498916037381,0.00668917037546635,0.00959300249814987,0.0051454110071063
"13",0.00588316051289439,0.00102218240499496,-0.00435749441385269,0.000942120794206858,-0.00516762072220445,-0.00402859831228852,-0.00546857062727213,0.00363128632307053,0.00155984295997769,0.00431824661791325
"14",-0.00684703001752496,0.0049697570502758,0.00265015847980976,-0.00226490083150566,-0.0255395881831646,0.00195845123380423,-0.0078797172755003,0.000862949644215405,0.00216127606108785,0.000216705549973994
"15",-0.00325202010571957,0.00349956029094756,-0.00891188625246286,0.00243507698178291,0.0099541712552309,-0.00283155241049826,0.00664645666256547,-0.00353540596552193,0.00634949700906873,-0.00103829731233418
"16",0.00240843812935054,0.00211338163353503,0.00416715443134308,-0.000797015149146318,-0.0120145427063107,-0.00463334564119577,0.0015412870561704,-0.00157776405103505,0.00454645371064544,0.00696099828928709
"17",0.00479372031986713,0.00436035450547934,-0.00464473338797688,-0.00149972131475806,-0.00999081134796143,-0.000241467278101481,-0.00579865556210279,-0.00542896473780274,-0.00201243557967246,0.00655172485858202
"18",-0.0205137468874454,0.00393908191472292,0.00266501400619745,-0.0018464729655534,-0.00750469323247671,-0.00321194319985807,0.00658570928499103,0.0117887500673532,-0.000331112998537719,-0.00299596670083702
"19",-0.00537019781768322,0.00214804825372994,-0.00797778647392988,0.00327955139800906,-0.00501538068056107,-0.0051351604051888,0.00296274083666503,0.000971100409515202,-0.0138893136754632,0.00147308607120067
"20",-0.001885432517156,0.00208995421417058,0.00464527355507016,0.00108817440923303,0.00711234472692013,-0.00272864243015647,-0.00305303419008851,-0.00352347362786531,-0.0173602607101202,0.00249099498614669
"21",0.00997151341289282,0.00405765231698751,-0.00525624072179198,-0.00201015244238079,-0.0020193443633616,0.00127364916261286,-0.00275634741410613,-0.00409614201635122,-0.020550761371851,0.00154326646588743
