"","WMT","JNJ","PG","CVX","CAT","KO","AXP","DIS","AA","MRK"
"1",0.00960186775773764,0.00692425714805722,-0.00430160807445645,0.00502335419878364,0.00882821530103683,-0.00654803682118654,0.00218662549741566,0.00261680991388857,-0.00555880041792989,-0.00592343928292394
"2",0.00797855760902166,0.00188572553452104,0.00740606477484107,-0.00128728791605681,0.0075551182962954,0.00490923319011927,0.00401613255962729,0.00164931791368872,0.00388904241845012,-0.0078239319846034
"3",0.00521069997921586,-0.00342739513143897,0.00219963630661368,0.00898734293878078,-0.00381641834974289,-0.00261544133536518,0.0066495630890131,0.00359170301817358,-0.00549107603728771,0.000644344196189195
"4",0.0136441495269537,-0.000191609316971153,0.000415149028412998,0.00487930560484529,-0.00809064228087664,0.000260347034782171,0.000833314843475819,0.00554346991702914,0.0168344210833311,-0.00579657172784209
"5",-0.00189877499360591,0.00331807089969516,0.0100295934826136,-0.00223454181104898,-0.00504767568781972,0.00235213781706989,0.00242291414178908,0.00463709095492959,-0.0217993035912514,0.00531538110226393
"6",-0.0221944358199835,-0.000854322628583759,0.00111537775956094,0.00700486125424504,-0.00346382055431604,0.00150112004484981,0.00628310721367598,0.000741149880923331,0.00171659106854349,-0.00447753258049488
"7",0.00143168889917433,0.00193936564028263,-0.00630879960954189,0.0048579010181129,-0.00593372108414769,0.000803308910690248,0.00209490908309817,-0.00823141634464264,0.0039557097479701,-0.0116057768464088
"8",-0.010776768438518,0.00125128705985844,-0.00856895837932825,-0.00143699254840612,0.00564269116148353,0.0019323832821101,-0.00382323539815843,-0.00560100749135017,0.00998405832797289,-0.000189016747754067
"9",0.00257775001227856,0.00161432009190321,0.00702888751402497,-0.00033682631328702,0.0028873891569674,0.00568431848660111,-0.0107796909287572,-0.00585638917982578,-0.00192892656195909,-0.00356096099130809
"10",0.0112746302038431,-0.00922819878906012,-0.00375861581414938,0.00281480536796153,0.0131966797634959,-0.00464153336361051,-0.00681654503569007,0.00411581620573997,-0.0100464075803757,0.00240618851967156
"11",-0.0144182424992323,0.00804944895207882,-0.00717666279524565,0.000801758898887783,0.00361475232057273,-0.00583172915503383,-0.011275258846581,-0.00281404703855515,-0.00314445793628693,-0.00411822041496634
"12",0.00186792528256774,0.00121842045336962,-0.00692866323515773,-0.00111291802022606,0.0027523753233254,0.000929075002204627,-0.00843175686895847,0.00190492311958224,-0.00688285613432527,-0.00693182880058885
"13",0.00962750520557165,-0.00421423325315118,0.00309422332793474,0.00420266948640347,0.00104969134554267,0.00405044993385673,-0.00463398732244968,0.00259975250810385,0.00435063475742936,0.00643038144335151
"14",0.000647582695819438,-0.00289519503712654,0.00219148467294872,-0.000988958985544741,0.00240835291333497,0.00577939115464687,-0.0110784899443388,0.00608194153755903,-0.00649041915312409,-0.00907609518617392
"15",0.0124307023361325,0.00359127251431346,0.00343810068443418,-0.00116987095680088,-0.00191244634333998,0.000390348548535258,-0.00235265074297786,0.009939294308424,0.0150053342804313,0.00029403468943201
"16",-0.00334777100943029,-0.000185227050678805,0.00385637884028256,0.00506739784032106,0.00208894209936261,-0.0042746621184051,-0.000354650779627264,0.00190473557449877,0.00285040540620685,0.00175472407136112
"17",-0.00180374563205987,-0.00187987368553877,-0.00231076264753938,0.00354042649269104,-0.00454260408878326,-0.000818041036836803,0.00137651734985411,0.00375511357560754,0.00876622553914785,-0.00371159380301833
"18",-0.00169469194952399,0.00561283621937037,0.00140025257132947,0.00457120221108198,0.00949247181415558,0.000397860276279971,0.00722848670557141,-6.45738182356581e-05,0.000901992432773113,-0.000839205400552601
"19",-0.00081211538054049,-0.00245215278118849,0.00215687206946313,0.00520796095952392,0.00155052961781621,0.00741162803024054,0.00567827606573701,-0.00314492755569518,-0.00881304498761892,-0.00588626926764846
"20",0.00381324836052954,-0.0028004024643451,0.00197114376351237,0.00521475356072187,0.00226457789540291,0.00439492659643292,0.0211683306843042,-0.0049401936121285,-0.0039296755567193,0.00287459907121956
"21",-0.00183473213110119,0.00730243604630232,0.00140045990701765,0.00417582504451275,0.000584564229939133,0.00315990881063044,0.000106534847873263,-0.00238273246213794,-0.0154206696897745,-0.00176669901702553
