"","IBM","PG","MRK","CVX","BA","DIS","GS","HD","KO","T"
"1",0.00968874804675579,-0.00189270009286702,0.00210279738530517,0.000122642712085508,-0.000653463008347899,-0.00434090616181493,-0.00251933978870511,0.0081869512796402,-0.000364387262379751,0.00885559804737568
"2",0.0103361532092094,0.00297611998394132,-0.00650909217074513,0.0145051945000887,0.00706505915150046,-0.000891026109457016,0.00432173814624548,0.00227050902321935,-0.000991951324976981,0.00341183971613646
"3",-0.0114126456901431,0.00646991236135364,0.011302943341434,0.00338903698138893,0.0142914587631822,-0.00215685158036649,-0.00354811199940741,-0.0173899754881859,0.000652966904453933,0.00533219100907445
"4",0.0047783637419343,-0.00401662429794669,-0.00134687020909041,0.00210352544672787,-0.00692218448966742,-0.0017057933146134,-0.00938398018479347,-0.00654776813462377,0.00253424094989896,-0.00268822768703103
"5",-0.0052303709089756,0.00570771284401417,0.00179489143192768,0.00233269133605063,-0.00244923681020737,-0.00237768748775125,0.00609107315540314,-0.0029245784971863,0.00301406322978437,0.000545158633030951
"6",0.0110938977450132,0.00200875010341406,0.00099495321046561,0.00415024487301707,-0.0057312841527164,-0.00177687150426209,-0.00589083973318338,-0.00575704034417868,-0.00428118696436286,0.00314985192380846
"7",-0.00641233334317803,-0.00150033622048795,0.0049977321177721,0.00545276189222932,-0.00374221778474748,-0.00516613433137536,-0.0035201539285481,-0.000658793491311371,0.00257549248635769,-0.000842123001348227
"8",0.00188241491559893,-0.00180015747901052,-0.00384676340036094,0.000673731265123934,0.00797593779861927,-0.00138685561250895,0.00532459747046232,-0.00429777009412646,0.00433557340875268,0.00157149275764823
"9",-0.00183193222619593,3.29778449668083e-05,0.00594410113990307,-0.000835989427287132,0.00604888424277306,-0.0164346434175968,0.000504581839777529,0.004431685898453,-0.00217536347918212,-0.00791076105087996
"10",-0.00756152393296361,-0.00143754109740257,-0.00198177504353225,0.00136939529329538,0.00808085408061743,0.00132359494455159,0.00232456321828067,-0.00185859692282975,0.00176455080509186,-0.000507647404447198
"11",-0.000310656818328425,-0.00214204704388976,0.00184441369492561,0.00716530019417405,0.00416590971872211,-0.00329909496940672,-0.00279170298017561,-0.000721497868653387,0.00234166439622641,-0.00855524279177189
"12",-0.0038027036935091,-0.00218237447552383,0.00299558369442821,-0.000292681768769398,-0.00227323919534683,-0.00176430540159345,0.00161966518498957,-0.000894208555109799,-0.000128048093756661,-0.00297481007874012
"13",-0.00100189901422709,0.00110987154766917,0.00143168808426708,-0.00376968295313418,-0.00666139787063003,-0.0237058997154236,-0.00428918050602078,0.00522980652749538,-0.00020764849614352,-0.000876095029525459
"14",-0.00591714726760983,0.00155582849401981,-0.0044237351976335,-0.00222004950046539,0.000118814823508728,-0.000389621942304075,-0.00235096109099686,-0.00837033893913031,-0.00111395993735641,-0.00195924728177488
"15",-0.000778672168962657,-0.0077608791179955,-0.00384253775700927,0.000629450369160622,0.0097128301858902,-0.00250928360037506,0.00451932707801461,-0.000664228573441505,0.00286807073280215,-0.00184645899571478
"16",-0.00144159840419888,8.13905353425071e-05,-0.00418927799910307,0.00386923574842513,0.00715580629184842,-0.0181419383734465,-0.00500701181590557,-0.00212628324516118,-0.000569517025724053,-0.00412187585607171
"17",-0.00291781453415751,-0.0031335277017206,-0.00163277145475149,-0.0042074010707438,0.000689956301357597,-0.00251063564792275,0.00585370324552059,0.00425964407622814,-0.00196835887618363,-0.00644937483593822
"18",0.0037716431543231,-0.00255461921915412,0.000780183239839971,-0.00431268895044923,0.00416553067043424,-0.00267837126739323,-0.00643930863589048,-0.00265735271386802,0.00180214794818312,-0.00293840793892741
"19",-0.000638061494100839,0.00454670935869217,-0.00290618510916829,-0.00905923824757338,0.00106045673601329,-0.0292774252593517,0.00369816855527461,-0.00741399638354778,-0.00063177797710523,-0.00283154845237732
"20",-0.00448145950213075,-0.00283664045855403,0.00213631521910429,0.00228141085244715,-0.00215323129668832,0.00876125227659941,0.000941753096412867,-0.00313373771496117,-0.00396880228072405,-0.00516511779278517
"21",0.00174598663579673,0.0016141573432833,0.00132851232774556,-0.00529648549854755,-0.00503810495138168,-0.00224800291471183,-0.00230377377010882,0.000243874412262812,0.00212646997533739,-0.00174568127840757
