"","V","CSCO","PG","VZ","IBM","WMT","BA","MRK","MCD","KO"
"1",0.028560932725668,0.0108934231102467,0.00078942091204226,0.00650074286386371,-0.00416941521689296,0.00840747449547052,0.00752375088632107,0.00272923498414457,0.00318051851354539,-0.000895456236321479
"2",0.00339431408792734,0.00538290524855256,-0.000461027550045401,9.23923289519735e-05,-0.000452236767159775,-0.0105538554489613,-0.0030231662094593,0.00319101777859032,-0.002239556517452,0.00779008120298386
"3",-0.00672285025939345,0.000264237693045288,-0.00531411310657859,0.00512068718671799,-0.00240447092801332,-0.00524167343974113,0.0025631042663008,0.0124493995681405,-0.00504616228863597,-0.000623110099695623
"4",-0.00386089109815657,-0.000433514855103567,0.00755875557661057,-0.0020835236646235,-0.00385415297932923,0.0103528248146176,0.00127987598534673,0.00355080142617226,-0.00452959584072232,-0.00141299667302519
"5",0.00765951769426465,0.00419020000845194,-0.00332716736011207,-0.00377573282457888,0.00657045328989625,0.00869112741202116,0.00110367825254798,-0.00278864055871964,0.000936610565986484,-0.0034290764015168
"6",0.0124874003231525,-0.00101627013646066,0.00476652150973678,-0.00527161732316017,0.00246434914879501,0.00536775356158614,-0.00254278420470655,-0.00645368685945868,0.00343640008941293,0.00404643034562469
"7",0.00652964320033789,0.000513035163749009,0.00323747331276536,0.00342768197879195,0.00587605126202106,-0.00180853030178696,0.00432900572195649,-0.00324827549047768,0.00149747414980084,0.000555752194486558
"8",0.00774483662098646,0.0149181224405766,-0.00311412708833814,-0.00369348400272429,-0.00239280518144369,0.00433693220838904,0.0071130758151412,0.000935753923840821,0.0049876063130796,-0.000130477288621478
"9",-0.00321285566315055,-0.0150273032486439,0.00268294452689588,-0.000647215056233108,0.00166968023404479,-0.00128752586897463,-0.00109096977394074,0.00204473291523755,0.00222121807746589,0.00203263154253364
"10",-0.00299262022599578,-0.0024277453776449,-0.00257919053547084,-6.52617018204182e-05,-0.00502529321238399,0.00339042511768639,-0.007429173681885,-0.00118733302224427,-0.0041712443344295,0.00328267738223076
"11",0.00393910380080342,0.00830232538282871,-0.00336412782780826,0.000380903453333303,-0.00215674191713333,-0.000997874652966857,-0.0054407948628068,-0.0028997662011534,0.00108363188337535,0.00244627264328301
"12",-0.00641213729977608,0.00469976896420121,-0.00223060278221965,-0.00112473883200437,0.00594676053151488,0.000492023420520127,-0.00840306282043457,-0.00297118234448135,-0.00218396843411028,0.00378371239639819
"13",-0.000346592598361894,0.00408857455477118,-0.00577785028144717,-0.00378253171220422,-0.00356983975507319,-0.00658777821809053,1.94535023183562e-05,0.000842110894154757,0.000470055761979893,-2.54040151048684e-06
"14",0.0048099416308105,-0.00653733406215906,-0.00225041597150266,-0.00539663480594754,0.000425562029704452,0.00225555873475969,0.00590532133355737,0.00157840258907527,0.00416827481240034,0.00746639166027308
"15",0.000381975289201364,-0.00324703403748572,-0.00105953158345073,0.000622237450443208,0.000166927246027626,0.0119903888553381,0.00209374399855733,-0.00577064789831638,-0.00507495412603021,0.00650017196312547
"16",-0.000494956155307591,-0.00808672700077295,-0.00173271843232214,-0.000753755797632039,-0.00147904129698873,0.00828369054943323,0.000491797749418765,0.00483949761837721,-0.000753845553845167,0.00647075427696109
"17",0.00548381451517344,0.00140535039827228,-0.00380951375700533,-0.00205119582824409,-6.10403149039485e-05,-0.00557054439559579,0.00526195392012596,0.00212959037162364,0.00057899602688849,-0.00197691307403147
"18",0.00489768758416176,0.00561229605227709,-0.00358198955655098,-0.00119476835243404,0.00391323491930962,0.00582492863759398,0.0046364557929337,0.00113003398291767,0.00537665328010917,-0.00178995972964913
"19",-0.00393675081431866,0.00541563704609871,-0.00178231752943248,0.000508804339915514,-0.00276920036412776,0.00149761396460235,0.0035689698997885,0.00209611351601779,0.00111632642801851,0.0020761382766068
"20",0.00470912177115679,-0.00703325774520636,-0.00636894349008799,-0.00567240593954921,-0.00195592455565929,0.00203016307204962,0.00488742627203465,-0.00503835082054138,-0.00046390132047236,0.000712698500137776
"21",-0.00167519901879132,-0.000669707369524986,-0.00879745744168758,-0.00479518668726087,0.00184439797885716,-0.00115391693543643,0.00571482721716166,-0.00387573009356856,0.00172683643177152,-0.00018586270743981
