"","HPQ","JNJ","PG","CVX","AA","AXP","KO","CAT","MRK","MCD"
"1",-0.00356254610233009,0.00104605464730412,0.00126015965361148,0.0018288919236511,0.00119021057616919,0.0107909170910716,-0.00374872493557632,-0.0134768476709723,0.00481015630066395,0.00847055856138468
"2",0.00484428973868489,-0.000297132297419012,0.0011533023789525,4.32767228630837e-05,0.0172224752604961,0.00523243844509125,0.00031256937654689,0.00204705982469022,0.00719565944746137,-0.00301024341024458
"3",-0.00333873718045652,-0.00100941467098892,0.00100375805050135,-0.00740844896063209,0.0081523759290576,-0.000979400239884853,-0.00720809446647763,0.00902579259127378,0.00871069263666868,-0.0078863799571991
"4",-0.000496173102874309,0.00256377225741744,-0.00263229827396572,0.00147155777085572,0.00789783243089914,0.00553622143343091,-0.00545717682689428,0.00878805946558714,0.00144699809607118,0.00317787029780447
"5",0.00258697522804141,-0.00224780174903572,-0.00101843441370875,0.00183939491398633,-0.00771882431581616,4.59414513898082e-05,-0.00394068565219641,0.00864746794104576,-0.000972805777564645,0.00503152329474688
"6",0.00376139860600233,0.00260799727402627,-0.00388642027974129,0.000194099513464607,0.0132889077067375,0.00527848629280925,0.00832077115774155,0.00468532834202051,0.00159492227248847,-0.00355298421345651
"7",-0.00523413252085447,0.00188549095764756,0.00656121829524636,-0.00151498708873987,0.0190765410661697,0.00975743681192398,-3.78037975679035e-06,0.0243406798690557,0.000242884270846844,0.00177226751111448
"8",-0.00237431027926505,0.00162673718295991,-0.00321187032386661,-0.00138383219018579,0.0201749112457037,0.00870470236986876,-0.0031060460023582,-0.0076747047714889,-0.00143247039522976,0.0016799975419417
"9",0.000599863356910646,0.000268919189693406,0.00105343444738537,0.00105183245614171,0.00122244539670646,0.00567511841654778,-0.00164668017532676,-0.00461971340700984,0.000324623862979934,0.00746274180710316
"10",-0.00468277465552092,-0.00107433390803635,-0.00311919278465211,-0.00140000996179879,0.0022432676050812,-0.00069852959131822,0.000831668323371559,0.0054382118396461,-0.00160209485329688,-0.00694506708532572
"11",-0.00112488097511232,0.00229048891924322,0.00369437178596854,-0.000391440204111859,0.00123604258988053,0.00664115557447076,0.00035651566577144,0.000813321326859295,0.00961499474942684,0.00194807490333915
"12",0.000945989566389471,-0.00268660695292056,-0.00583450449630618,-0.00243526767008007,0.0205026343464851,0.00506439013406634,-0.00921298563480377,-0.000949101231526583,-0.000657529511954635,0.0104369567707181
"13",-0.00248752487823367,0.00160783564206213,0.00431027868762612,-0.00670762034133077,0.0216533802449703,0.0067013269290328,-0.00687539018690586,-0.00238136271946132,0.000526173680555075,0.00307346740737557
"14",-0.00670603197067976,0.00212482758797705,-0.00127000617794693,0.00200648116879165,0.0205652173608541,0.00930162984877825,-0.00457643950358033,0.0186704248189926,0.0019753857050091,-0.00517522776499391
"15",0.00313685205765069,0.0034560055937618,-0.000755161861889064,-0.000230358637054451,0.00478044711053371,0.00823214743286371,-0.000603758380748332,0.00243638642132282,0.00312422844581306,0.00151150557212532
"16",0.000250905868597329,-0.000345686072250828,-0.00149505631998181,0.00137675472069532,-0.012061920017004,0.000800926005467772,-0.000383829610655084,0.00803374126553535,0.000182496558409184,-0.00290704797953367
"17",0.000218298911931925,-0.00150864140596241,-0.00155317329335958,-0.00326573546044528,-0.00356532633304596,0.00735924951732159,-0.00308979558758438,0.000939611811190844,0.00357691501267254,-0.000125555889098905
"18",-0.00132460193708539,-0.000946837302763015,-0.000808026175945997,0.000193960207980126,0.0126948887482285,0.00473195360973477,-0.00235528429038823,-0.000986904371529818,0.00281390268355608,-0.00608739396557212
"19",0.00011222609464312,0.000317757367156446,0.00259224814362824,0.00330987549386919,-0.0113645466044545,0.00824267510324717,-0.00396278686821461,0.0069450088776648,0.00255972240120173,0.00702807027846575
"20",0.000276800245046616,0.00189393758773804,0.00265534687787294,-0.0013488344848156,-0.00085408054292202,0.00827590376138687,-0.00284367334097624,0.00170506653375924,-0.0072753569111228,0.00486423727124929
"21",-0.000624325533863157,0.000336101889843121,0.00239452044479549,-0.00156951451208442,-0.0129216108471155,0.00412106793373823,-0.0104743456467986,0.00340520613826811,-0.0020501920953393,-1.7094560462283e-05
