"","VZ","MRK","PG","CVX","BA","GS","DIS","HD","KO","T"
"1",-0.000194979802472517,-0.00535009941086173,9.50345347519033e-05,-0.0013618195662275,-0.00239713932387531,-0.0052526630461216,0.00498550850898027,-0.00345685356296599,0.00424459483474493,0.00131708581466228
"2",0.0100376764312387,0.00292184064164758,0.00212025223299861,0.00501591712236404,-0.00147395662497729,0.0132704125717282,-0.00322947255335748,0.00217036646790802,0.000473471125587821,-0.00718303164467216
"3",-0.012146539054811,-0.000453112937975675,0.0015468675410375,-0.000950953108258545,0.0022569636348635,-0.00502642104402184,0.00213631452061236,0.000630009802989662,0.00248042726889253,-0.00663076573982835
"4",0.00146125536412001,0.013892138376832,-0.00204093893989921,0.000221748850890435,-0.00199256022460759,-0.00264737196266651,-0.00443584332242608,-0.00268481113016605,0.00346204219385982,-0.00885460712015629
"5",0.00432099867612123,0.000608602538704872,0.00277326186187565,-0.000671871413942426,0.0017513909842819,-0.00454587070271373,-0.00490630697458982,-0.000880579522345215,0.00260981731116772,0.00385172804817557
"6",-0.00507158692926168,0.00268034776672721,0.00107425265014172,0.00719046173617244,-0.00184213393367827,-0.00562161672860384,0.00519139179959893,-0.0206426698714495,0.000886384979821742,-0.00178373861126602
"7",0.000819834531284869,-0.00158576224930584,-0.00559078715741634,0.00279587390832603,0.00623575272038579,0.00100643036421388,0.00428130477666855,-0.00397273385897279,0.000828023941721767,-0.00187125767115504
"8",0.00179994816426188,0.00790908373892307,0.00618511904031038,0.00155136233661324,0.000107892483356409,-0.00283244135789573,0.00676495209336281,0.0109150717034936,0.000538700842298567,-0.00408255448564887
"9",-0.00426832959055901,0.00021912093507126,0.000897205842193216,-0.00414043013006449,0.00651634251698852,0.00825735460966825,-0.00254548201337457,0.00015017316036392,-0.00184259074740112,-0.00883608870208263
"10",0.000315315002808347,0.0006799700204283,-0.0037159975618124,0.00547357369214296,0.00723561877384782,0.00281179160811007,0.00369023974053562,0.00110944476909935,0.00427573639899492,-0.00560200773179531
"11",0.00599464075639844,-0.000890129129402339,0.00259884470142424,-0.000303209642879665,-0.000211651116842404,0.00120034662541002,-0.00529226288199425,-0.00302571407519281,0.00157599861267954,0.00518632587045431
"12",-0.00328980223275721,0.0021282434463501,0.000781608396209776,-0.00457516871392727,-0.00917823892086744,0.00206276797689497,0.000129110223497264,0.000488344230689108,-0.00202007102780044,-0.00207162671722472
"13",-0.00634799152612686,-0.00667721219360828,0.00111602433025837,-0.00040042502223514,0.0017987237079069,0.00551225477829576,0.00507279904559255,-0.00191907410044223,-0.00106417026836425,-0.00686885695904493
"14",-0.00216435338370502,-0.00170917017385364,0.00335769075900316,0.00133343087509274,-0.0020458463113755,-0.00703934160992503,0.00777755957096815,0.000274928344879299,0.00176667934283614,-0.00439136568456888
"15",-0.000921517319511622,0.00420146435499191,-0.00622145878151059,-0.000707372440956533,0.00403312221169472,0.0045058922842145,0.000685884908307344,0.000984451733529568,-0.00186260661575943,0.00303996726870537
"16",-0.00884922780096531,0.00501556321978569,0.00476938998326659,0.00119289150461555,-0.00164760171901435,-0.00423732213675976,0.00373405823484063,0.00582818919792771,0.00129995495080948,-0.00577417341992259
"17",0.00165223388466984,-0.00206767953932285,0.00366958440281451,-0.000931489805225283,0.00214161328040063,0.00355686875991523,0.0051312493160367,-0.0094009805470705,0.000573848956264555,-0.000454762775916606
"18",0.00120893761049956,-0.00146717857569456,-0.00251083471812308,-0.00489216996356845,0.00591418379917741,-0.00414856290444732,-0.000190245875273831,-0.000673640286549926,-0.00379133806563914,0.00119664194062352
"19",-0.00819208472967148,0.00258267112076283,0.00226619001477957,0.00514709763228893,0.00356910470873117,0.000629089656285942,-0.000540180539246649,-0.00433455361053348,-0.000802837952505797,-0.00359050743281841
"20",-0.00214734207838774,0.00231540971435606,0.00267101195640862,0.000258557702181861,0.00085458776447922,0.00480224564671516,0.00855847168713808,0.0056999078951776,-0.00218316609971225,-0.00947340670973063
"21",-0.00378226628527045,-0.00204678322188556,-0.00249200710095465,0.00117997033521533,-0.00533350044861436,-0.00698531605303288,-0.00451214285567403,-0.00258993171155453,0.00132388260681182,0.00492028146982193
