"","GS","PFE","CSCO","VZ","WMT","CVX","HD","MRK","NKE","UNH"
"1",-0.0111045269295573,-0.00402041058987379,0.00683660805225372,-0.00125590665265918,-0.00122648838441819,0.00306101166643202,0.00726920366287231,0.00204116222448647,-0.000381344580091536,-0.00363391707651317
"2",0.0187603700906038,0.000345246022334322,0.00334497890435159,-0.00547393085435033,-0.000138472416438162,-0.00208224938251078,-0.0045606903731823,5.73813849769067e-05,-0.00271396106109023,0.00809911917895079
"3",0.011447487398982,0.00209532934240997,0.00275687454268336,-0.00118934246711433,0.00364155927672982,0.00275383191183209,0.00117332849185914,0.0019834830891341,-0.00353143992833793,0.00139526196289808
"4",-0.0012030175421387,0.000661249272525311,0.00441119493916631,0.0014622057788074,-0.00167198409326375,0.0052638198249042,-0.00407984061166644,0.000792736420407891,-0.011301988735795,-0.00373016367666423
"5",0.00943720899522305,0.000237289277720265,-0.0063316305167973,-0.00320365163497627,0.00109695084393024,-0.00239002774469554,0.00598649587482214,-0.0011578812263906,-0.017042001709342,-0.000757894362322986
"6",0.0135482214391232,-0.000455986679298803,-0.00105884403456002,-0.00386971444822848,0.000464866287074983,-0.000980680459178984,-0.000357343931682408,-0.0028052672278136,-0.00225529866293073,-0.00238025886937976
"7",0.00712714157998562,-0.00271841161884367,0.00191644695587456,-0.00571141857653856,-0.0012078796280548,-0.00410513300448656,0.000433838664321229,-0.00166481349151582,0.00517276488244534,-0.00460718153044581
"8",-0.00321172038093209,-0.00495789619162679,0.00424060272052884,0.00234924582764506,-0.000184477801667526,-0.00459603173658252,-0.00166330521460623,-0.000675915507599711,-2.74883204838261e-05,0.000411898974562064
"9",-0.00234435265883803,0.00210557132959366,0.000947556982282549,-0.00661682710051537,0.0058741569519043,0.00153616419993341,0.0104887755587697,-0.000143175289849751,0.00479122903198004,-0.00160070217680186
"10",-0.00830616522580385,-0.000939415011089295,0.00228257081471384,0.00427866820245981,-0.00320709892548621,-0.00254897144623101,-0.00806363113224506,-0.00245971558615565,0.00283974362537265,-0.00232611363753676
"11",0.00401321006938815,-0.000972760084550828,0.00413876492530107,-0.00222790217958391,-0.00242879521101713,-0.000768492580391467,-8.7212240032386e-05,-0.00332751637324691,-0.00413407804444432,-0.00288070552051067
"12",0.00197077565826476,-0.00476193754002452,0.00194546580314636,0.00809409469366074,0.00747188925743103,-0.00140838930383325,-0.00298581225797534,-0.00339436950162053,-0.00941798277199268,-0.00415910594165325
"13",0.0177767369896173,-0.000571291020605713,0.00514899892732501,-0.00150640751235187,0.0011043002596125,-0.00184767274186015,0.005672637373209,-0.00329651939682662,-1.04983628261834e-05,-0.00135076232254505
"14",-0.00835824199020863,-0.000730587926227599,-0.0032659019343555,-0.00531279435381293,-0.000916097545996308,-0.00141805433668196,-0.00263921124860644,-0.00131631526164711,0.00135522894561291,0.00251271412707865
"15",0.000489222991745919,0.00191357196308672,1.42444769153371e-05,-0.00952074397355318,0.00253941002301872,-0.00414100475609303,0.00247968710027635,-0.000323703687172383,0.00392938358709216,8.07197138783522e-05
"16",0.000760270399041474,-0.00129561312496662,0.00116917712148279,-0.00731229735538363,-0.00332431215792894,-0.00445219874382019,0.000698343152180314,-0.00354490056633949,-0.00374752283096313,0.000984276062808931
"17",0.0038569534663111,-0.00334504875354469,0.00376141862943769,0.00059745431644842,-0.00166524469386786,-0.00186247669626027,0.00172690791077912,-0.00253412104211748,-0.000909356225747615,-0.000278495397651568
"18",0.00259018945507705,-0.00148294551763684,-0.0018698520725593,-0.00767485331743956,0.00367272784933448,-0.0025857703294605,-0.000458762457128614,-0.0011239746818319,-0.000763057789299637,-0.00279667600989342
"19",-0.00206676544621587,-0.00279516051523387,0.000831435201689601,-0.00437423773109913,-0.000470525148557499,-0.00277014914900064,0.00208332715556026,-0.000683674647007138,-0.000850017706397921,-0.00200341688469052
"20",-0.00528982421383262,0.00278404983691871,0.00172446551732719,-0.00306099280714989,0.00108648545574397,-0.00354509986937046,-0.00448872288689017,-0.00150980590842664,0.00498271267861128,-0.00294016022235155
"21",-0.0062417141161859,-0.00210422999225557,-7.56417139200494e-05,-0.00436940602958202,0.00286986143328249,-0.0026742888148874,-0.00626468518748879,-0.00147947738878429,1.83130305231316e-05,0.00229594320990145
