"","JNJ","CVX","PG","WMT","HPQ","KO","MCD","DIS","MRK","T"
"1",0.00117564504034817,-0.00521975755691528,0.0131409643217921,0.00590229546651244,-0.00181570742279291,0.00190755201037973,0.000616065401118249,-0.00338025228120387,-0.00333925173617899,-0.00310797314159572
"2",-0.00111001031473279,-0.00201879860833287,-0.000289245683234185,-0.00202868971973658,-0.000312763382680714,-0.00451535172760487,-0.0141205135732889,0.00175222160760313,-0.00608395645394921,0.000109862186945975
"3",-0.00355856050737202,-0.00511466944590211,0.00482101086527109,0.00562901794910431,0.00537425559014082,-0.00539188086986542,0.00389298773370683,-0.0139206470921636,0.00158369925338775,-0.00437611108645797
"4",-0.000957101001404226,-0.00101385964080691,-0.00669219344854355,0.00399816036224365,0.00860865693539381,-0.00302381557412446,0.00837702862918377,0.00916894804686308,0.00303684710524976,-0.0091236000880599
"5",-0.00329853687435389,0.00295153982006013,0.00491840252652764,0.00722586642950773,0.00535847712308168,-0.00801377277821302,0.00266282772645354,0.00825595483183861,-0.00382250035181642,0.00198935391381383
"6",7.19768722774461e-05,-0.00181866949424148,-0.00718033360317349,0.000577949336729944,0.00202225823886693,-0.00050219107652083,0.00378897180780768,-0.0024229499977082,0.00375532638281584,-0.00598862441256642
"7",0.00294553488492966,0.00507660442963243,0.00471264263615012,-0.000334322132403031,-0.00302738975733519,0.005336694419384,-0.00372548913583159,-0.00131984730251133,0.00497447466477752,0.000430724845500663
"8",0.0022764103487134,-0.0295519065111876,0.00697081163525581,-0.00526947388425469,0.00513207819312811,-0.00469715893268585,-0.00126636342611164,-0.0018466297769919,-0.00429839221760631,-0.00329943373799324
"9",0.00388330523855984,0.00267696427181363,-0.00469080358743668,0.00277293263934553,0.0130856754258275,-0.00194498512428254,0.000704451173078269,0.00578868435695767,0.005597282666713,0.000931997725274414
"10",0.00399702787399292,0.00467339158058167,0.00358283310197294,-0.000564608431886882,0.0079716807231307,0.00815717782825232,2.22766516344564e-06,0.000533085258211941,0.00433377409353852,0.00158972968347371
"11",0.000880199135281146,0.00450875889509916,-0.00269518001005054,-0.000311432260787115,0.0265144240111113,0.00778420874848962,-0.00185089954175055,-0.00485439691692591,0.00673558656126261,0.001021200674586
"12",0.00247007491998374,-0.00257146940566599,0.00324309151619673,-0.00128760898951441,-0.00494462344795465,0.00164391007274389,-0.0101896710693836,0.00186663656495512,-0.000623145140707493,-0.000522603339049965
"13",0.000196575609152205,0.00320364651270211,-0.00187538622412831,0.00119724147953093,-0.00408095540478826,-0.00117006606888026,0.000343628780683503,-0.00537997670471668,0.00412046629935503,-0.000586515932809561
"14",-0.000394194183172658,0.00220344401896,0.0103957932442427,4.12660119764041e-05,-0.0101631004363298,0.00281851808540523,0.000357996439561248,-0.0162369888275862,0.00118079711683095,-0.00703987339511514
"15",-0.00298393447883427,-0.00227629626169801,0.0107373772189021,-0.000997098279185593,-0.0125853810459375,0.00277606584131718,0.00626239273697138,-0.00416551344096661,0.000375766278011724,-0.0011723026400432
"16",-0.000868989271111786,-6.94139089318924e-05,-0.00160709267947823,0.000345184234902263,0.00348737230524421,-0.00123649067245424,-0.00113197497557849,0.000934363226406276,0.00389077933505177,-0.00878345221281052
"17",-0.000534596329089254,-0.00142418756149709,0.00161605002358556,0.00313010765239596,0.00520069198682904,0.00286854524165392,-0.00630634464323521,0.00820774864405394,0.00387974036857486,-0.00290920911356807
"18",-0.000472353276563808,-0.00729539059102535,-0.00235929666087031,0.00249318056739867,0.0115262614563107,0.00142513657920063,-0.0015629802364856,0.00194812729023397,0.00300892419181764,0.00319253606721759
"19",0.00341703649610281,-0.00676870532333851,-0.00528132077306509,-0.000365002604667097,0.00911541748791933,0.000545064453035593,0.00190719065722078,0.00388575973920524,0.00566879659891129,0.00407446688041091
"20",-0.000304336950648576,-0.00602918909862638,-0.00517963478341699,-0.00208445568569005,-0.000127207997138612,1.15653119792114e-05,0.00680045271292329,-0.0046268948353827,0.00640703551471233,0.00244917324744165
"21",0.00183413631748408,0.00123068643733859,0.00145360163878649,-0.00358725897967815,-0.00644758669659495,0.00559932645410299,-0.000604164670221508,0.0011050330940634,0.00359119987115264,0.00167373579461128
