"","PFE","GS","CSCO","WMT","VZ","CVX","HD","MRK","NKE","BA"
"1",-0.00206465017981827,-0.0132547710090876,0.00575710600242019,0.000680952274706215,0.00137858919333667,-0.00199091713875532,0.0029491949826479,-0.00147081818431616,-0.00744674913585186,0.00481892097741365
"2",-0.00703292153775692,0.00163552386220545,-0.00240678363479674,0.00171435391530395,0.00151365459896624,0.00185492797754705,0.00505239656195045,0.00364555092528462,-0.0010440886253491,0.00388396135531366
"3",-0.00333508476614952,-0.00862241443246603,0.0011121736606583,0.00289561250247061,0.000394878123188391,0.000573571247514337,-0.000447770435130224,-0.0024371484760195,0.00291340472176671,-0.00212128483690321
"4",0.000810007564723492,-0.0043568373657763,0.00189698685426265,0.00356437498703599,-0.00248184869997203,0.00279953633435071,-0.00124679389409721,0.000775624183006585,-0.00925900228321552,0.00558200525119901
"5",0.000553755322471261,-0.000828739372082055,-0.00157997524365783,-0.000543536967597902,0.00197335169650614,-0.00279206340201199,0.00189749849960208,-0.000696873757988214,-0.000871663040015846,0.00779799977317452
"6",0.000924494466744363,-0.00323191261850297,0.00160352606326342,-4.52387976110913e-05,-0.00569110130891204,-0.00478694913908839,0.00118328595999628,-0.00418433267623186,-0.00103722990024835,-0.000370924361050129
"7",-0.00166689045727253,0.000480054965009913,0.000297671853331849,0.000532364763785154,0.00201379205100238,0.00092222256353125,-0.00206081243231893,0.000753912318032235,0.00365188182331622,-0.00224593584425747
"8",-0.00324251386336982,0.00219973735511303,-0.00137600803282112,-0.00184120505582541,-0.00222264183685184,-0.00783684570342302,0.00074859440792352,-0.00114422745537013,0.00393303809687495,0.00175047724042088
"9",-0.0038465722464025,-0.0015163931529969,0.00295948074199259,-0.000359834550181404,-0.00128174980636686,0.000926583306863904,0.00108599662780762,0.0053710020147264,0.000401788711315021,-0.00112868030555546
"10",0.000934158568270504,0.0142054846510291,-0.0012641279026866,0.00286525394767523,-0.00664736935868859,0.00169509171973914,-0.00256459857337177,-0.0073810126632452,-9.77016316028312e-05,0.000501810282003134
"11",-0.0101004252210259,-0.00687136454507709,-0.00325133325532079,-0.000834566482808441,-0.00303017953410745,-0.00145600130781531,-0.000511444988660514,-0.00192002672702074,0.00124574708752334,-6.14568270975724e-05
"12",-0.00165284471586347,-0.00613316241651773,-0.00386678846552968,0.000109737156890333,-0.00348596507683396,0.00297841359861195,-0.000562733272090554,-0.00346042565070093,-0.000576006539631635,-0.000694073387421668
"13",-0.00197762902826071,-0.00181053811684251,-0.000362371007213369,-0.00100598204880953,-0.00559253012761474,-0.00360316503793001,-0.000988167244940996,-0.0022270989138633,0.000129874315462075,0.00107876269612461
"14",0.00243325647898018,-0.00032826402457431,-0.00476287864148617,-0.00356592400930822,-0.0030094338580966,0.000424423778895289,-0.00212511443533003,-0.00247835577465594,-0.000323063199175522,-0.000180451621417888
"15",-0.00386965903453529,-0.00789439585059881,0.000363716186257079,0.00074624310946092,-0.00384210725314915,-0.00464175594970584,-0.000700304342899472,-0.000372308859368786,-0.0026512942276895,0.0028750232886523
"16",0.000305009656585753,0.00326621416024864,0.003360002534464,0.000499664631206542,-0.00378630822524428,-0.0011944678844884,0.00179018906783313,-0.00391024257987738,-0.00234462670050561,0.000733818509615958
"17",0.00329384044744074,-0.00803928822278976,-0.0049031157977879,0.00173507374711335,-0.00193322892300785,-0.00306684011593461,-0.00152330647688359,-0.00481012603268027,0.00126301730051637,0.0040556495077908
"18",0.0056338650174439,0.00437866291031241,0.00630712741985917,0.0026994850486517,0.00320241949521005,-0.00090670381905511,-0.00120020133908838,-0.0014903707196936,-0.00238417088985443,7.71327904658392e-05
"19",-0.00231198966503143,0.00178321497514844,0.000594776007346809,0.00139675801619887,-0.0041731633245945,0.00204356666654348,0.00305376318283379,0.0142204072326422,-0.00179000408388674,0.00203110836446285
"20",0.00726880459114909,-0.0025625133421272,0.0019756315741688,-0.00278591318055987,0.000348048168234527,-0.00182849739212543,-0.0022978950291872,-0.000486554723465815,-1.36711341838236e-05,0.00157864985521883
"21",-0.000425764505052939,0.00425425730645657,0.000489411933813244,0.00138709880411625,-0.00411652633920312,0.00135336932726204,-0.000653589784633368,-0.00179951486643404,-2.90517709800042e-05,-0.000317856494802982
