"","IBM","HD","AIG","PG","DIS","CAT","BA","MRK","AXP","KO"
"1",0.00747830281034112,0.00906205642968416,-0.000553421676158905,-0.00601968774572015,0.00370670319534838,0.0091704148799181,-0.000227167940465733,0.00479970872402191,-0.0024056879337877,-0.00614242861047387
"2",-0.00301874754950404,0.00626985356211662,-0.00132997112814337,-0.00898210983723402,-0.00371846626512706,0.0144495312124491,0.00632565887644887,0.00167339202016592,0.00124553451314569,-0.000133740468299948
"3",0.00440818862989545,0.000615044962614775,-0.00424717226997018,0.0034579411149025,0.0028610376175493,0.00937971845269203,-0.00101238349452615,-0.00482666864991188,-0.00536065502092242,0.00411548279225826
"4",0.00857248436659575,0.00325882690958679,0.00190151017159224,0.00169769325293601,0.00359901716001332,0.00542915146797895,-0.000636809912975878,0.00679179513826966,-0.00447731977328658,0.000332660245476291
"5",0.00988286733627319,0.00895356200635433,-0.000165029967320152,0.00244314316660166,0.00126978079788387,-0.152013272047043,0.00280789099633694,0.0156679190695286,0.000204686119104736,-0.000584296009037644
"6",0.00722913770005107,0.00720622530207038,-0.00145773880649358,0.00200161756947637,7.24427081877366e-05,0.00565833458676934,0.00538924289867282,-0.00299161346629262,-0.0032157595269382,-0.000609338807407767
"7",0.0119768818840384,0.00233737658709288,0.00141823512967676,-0.00123163685202599,-0.00241776625625789,-0.00839584693312645,0.00453059328719974,-0.00318322936072946,0.000656756514217705,-0.00190284161362797
"8",-0.000735773472115397,0.00285309366881847,0.0067837187089026,-0.00191334856208414,0.000930726411752403,-0.00234253564849496,0.00146791606675833,-0.0104619581252337,-1.4797654330323e-05,2.24214932131872e-06
"9",-0.00307537033222616,-0.00224125059321523,-0.00217286497354507,0.00396287767216563,-0.00505064148455858,0.000940628116950393,0.00586942164227366,0.0054325251840055,0.00022564698883798,-0.000901595456525683
"10",0.00596932088956237,-0.00327972159720957,0.00535837234929204,-0.00424229120835662,0.016686050221324,-0.00535253249108791,-0.000848939060233533,0.00291760615073144,-0.00280040805228055,-0.00248157675378025
"11",0.00565849104896188,-0.00516083836555481,-0.00258366321213543,0.00457121059298515,-0.00469899130985141,-0.00474951881915331,-0.00101990846451372,0.000295238132821396,-0.00491098593920469,0.00417911447584629
"12",0.00100763270165771,-0.00164689985103905,-0.00163285771850497,-0.00121041631791741,0.000238021937548183,-0.00447514047846198,0.00381423183716834,0.00179702439345419,-0.000297339574899524,-0.00370888621546328
"13",-0.00386540614999831,0.00224153115414083,-0.000707022845745087,0.00106406852137297,0.0109508130699396,0.000493805680889636,0.000183688767720014,0.00409955065697432,0.00279079936444759,-0.00124650273937732
"14",0.00344990543089807,0.0057760919444263,-0.00152361369691789,0.003248451044783,-0.0017807527910918,0.00283335917629302,0.00492651341482997,-0.000975076050963253,-0.00228228513151407,0.00180480070412159
"15",0.00358644383959472,0.00149102660361677,0.000882144435308874,-0.00205049361102283,0.00584862241521478,0.00129904213827103,0.00376910297200084,0.000977793009951711,0.00095183402299881,-0.00301850587129593
"16",0.00123074371367693,-0.00108415551949292,0.00192912120837718,-0.00221645669080317,0.0037839945871383,-0.0104564558714628,0.00090672291116789,-0.00519182067364454,0.00490297330543399,-0.00370182795450091
"17",0.0051039457321167,-0.00253194128163159,-6.22260340605862e-05,0.00268193893134594,-0.0042017288506031,-0.00256413011811674,-0.0022394007537514,0.00267798011191189,0.000585157424211502,-0.00227246596477926
"18",-3.7531786801992e-05,-0.00394905032590032,0.00160582957323641,0.000849219039082527,-0.00715054105967283,-0.00168247846886516,0.0060189152136445,-0.00154932087752968,-0.00148269848432392,0.00302661745809019
"19",0.0018201635684818,-0.00212735403329134,0.00139375193975866,-0.00171747442800552,-0.00273901782929897,0.00174651911947876,0.00226750271394849,0.000278231629636139,0.00378695642575622,-0.00340464105829597
"20",-0.00179976329673082,-0.00922432634979486,-0.000560570973902941,-0.00074837205465883,0.009673404507339,0.00209028925746679,-0.000279654108453542,0.000519823748618364,0.00141314463689923,-0.000825954193715006
"21",0.00396713055670261,-0.00319302384741604,0.00322929164394736,0.00394123746082187,-0.0083557004109025,0.0124577963724732,0.00384333520196378,0.00400481000542641,0.00112626887857914,0.00349760032258928
