"","JNJ","IBM","HPQ","PFE","KO","MCD","AXP","HD","DIS","MRK"
"1",0.00828496553003788,-0.00166215817444026,0.0286825746297836,0.00770052941516042,0.00633102608844638,0.0213842578232288,-0.0303425416350365,-0.00437228428199887,0.00809746794402599,-0.00445037987083197
"2",-0.000256831583101302,0.00806540250778198,-0.012252482585609,-0.029458899050951,-0.00678006466478109,0.00961737707257271,-0.0218718815594912,0.0136548914015293,-0.014412023127079,-0.020782208070159
"3",0.00543711986392736,0.017994886264205,0.0043747560121119,-0.00677079847082496,0.00175900140311569,-0.0175023209303617,0.035287894308567,0.0240669790655375,-0.00642904452979565,-0.0159152373671532
"4",0.0012088967487216,-0.00232054712250829,0.0112803243100643,0.00419479794800282,-0.0119261657819152,0.0067242169752717,0.0715441480278969,-0.0144448513165116,0.0131792053580284,0.00592795386910439
"5",-0.000837067142128944,-0.0222638361155987,-0.0123295038938522,-0.00889843516051769,0.00129888253286481,0.00134667556267232,0.00268559716641903,-0.0195671916007996,-0.0337597280740738,-0.00307294516824186
"6",0.00592774758115411,-0.00782014708966017,0.00475216330960393,0.00466151302680373,-0.00352582638151944,-0.00351134198717773,-0.0220599826425314,0.00151387322694063,0.00918136909604073,-0.0108529701828957
"7",-0.00183574378024787,-0.00280285999178886,-0.0094441119581461,-0.00864789355546236,-0.00875063333660364,0.000949403503909707,0.0208901464939117,-0.00358716468326747,-0.00649663479998708,-0.000382523168809712
"8",-0.000326709443470463,-0.0414861440658569,0.0145984999835491,0.00417294865474105,0.00363395269960165,-0.0106649389490485,0.0071658487431705,0.00662531238049269,-0.00983070861548185,0.0176304318010807
"9",0.00484403315931559,0.00656771101057529,-0.0130097316578031,0.000785336538683623,-0.00140480871777982,-0.00944516155868769,-0.0303787644952536,0.0014748825924471,-0.0108038866892457,0.0152813792228699
"10",0.00552756804972887,-0.00623034313321114,-0.0168048404157162,-0.0139556769281626,-0.000422386481659487,-0.00716578401625156,0.00367773580364883,-0.00495753157883883,0.0159540120512247,-0.01555001642555
"11",0.00175772374495864,-0.0177212115377188,-0.0112768393009901,0.00289508257992566,0.00659725954756141,-0.00921918544918299,-0.00799134373664856,0.00365730025805533,-0.00606238655745983,-0.00363012519665062
"12",0.00189623259939253,-0.00951715651899576,0.00672642700374126,0.0197262037545443,0.00395485525950789,0.00909062754362822,-0.00922341551631689,0.00364975584670901,-0.0116648944094777,0.00364492507651448
"13",0.00877246260643005,0.00858655758202076,0.00408919015899301,-0.0107667660340667,-0.0048724883235991,0.00331098935566843,0.0195701848715544,0.0106457574293017,-0.0186611171811819,0.00473515596240759
"14",-0.00527573702856898,-0.00506883347406983,-0.00131622527260333,-0.0135474177077413,-0.00263465731404722,0.00832428131252527,0.0025642947293818,0.00752884661778808,0.0110090347006917,0.0131747024133801
"15",-0.00300066452473402,0.00121064088307321,0.000703662750311196,-0.00777367223054171,-4.32845372415613e-05,0.00494378432631493,-0.00861213263124228,-0.00404174346476793,-0.00272652273997664,-0.00233661639504135
"16",0.00667173368856311,-0.00572055205702782,-0.00893400423228741,-0.00179096707142889,0.00142956699710339,0.0103168496862054,0.0170937813818455,0.000123815887491219,-0.00208892859518528,0.00254132668487728
"17",0.00510835088789463,0.00311865145340562,-0.0104935178533196,-0.00185961171519011,-0.0117400689050555,0.00938846543431282,0.0162325128912926,0.00844596605747938,-0.00706386938691139,-0.00365103431977332
"18",-0.00231692846864462,-0.0359716825187206,0.00340352929197252,-0.00731831416487694,-0.00354038341902196,-0.0047827260568738,-0.0161024015396833,0.0112542174756527,0.00500432495027781,0.00988609530031681
"19",0.0045768111012876,0.020177198573947,-0.00715871667489409,0.000342947634635493,-0.000286920607322827,0.0136778438463807,0.000749778700992465,0.00176877621561289,0.0169652234762907,0.0049399365670979
"20",0.00579525064677,0.00247306632809341,-0.000445791200036183,-0.00823096185922623,-0.00113077682908624,0.00805982574820518,0.00241862004622817,0.00467569520696998,0.0101807592436671,0.003522336948663
"21",-0.00479078106582165,-0.0145107563585043,0.00227400311268866,-0.00723926117643714,0.000926216947846115,-0.00656357733532786,0.0120942518115044,0.000819839420728385,-0.0166574232280254,-0.00945340469479561
