"","INTC","CVX","WMT","MCD","CSCO","HD","VZ","NKE","BA","GS"
"1",0.000192471488844603,0.0054950499907136,-0.00235266075469553,0.000145159967360087,0.0173233710229397,-0.00163865659851581,0.00607218593358994,0.00283853779546916,-0.000286759954178706,-0.00983207579702139
"2",0.0128233525902033,0.00123284303117543,-0.00329409702681005,-0.00221417192369699,-0.00727452151477337,0.00367988832294941,0.00123809010256082,0.00281566916964948,-2.35560091823572e-05,0.00645914394408464
"3",0.0109188808128238,0.000490124803036451,0.00156673486344516,-0.00924485363066196,-0.0125680500641465,0.00893948972225189,0.00429413095116615,-0.00671374099329114,0.00168002129066736,-0.00332644511945546
"4",-0.00602600304409862,0.010194911621511,0.0032914059702307,0.00617073103785515,-0.00503673730418086,-0.0073018572293222,0.00166921189520508,-0.00491197500377893,0.00656798901036382,0.00578240025788546
"5",-0.00998274050652981,0.00692496309056878,-6.76713568736886e-07,-0.000204305368242785,0.00904686655849218,-0.00262077245861292,0.0168493315577507,0.0038041677325964,0.00958286225795746,0.00614412175491452
"6",0.00456478586420417,0.00497731473296881,-0.00444339821115136,-0.00199022842571139,0.00142762751784176,-0.000941628240980208,0.00517860241234303,-0.00189087144099176,0.00600697565823793,0.00342638744041324
"7",0.00600334536284208,-0.00281108543276787,0.000321694416925311,-0.00355803384445608,0.00481608044356108,0.00904692523181438,0.00295091583393514,-0.00223631877452135,0.000245893868850544,0.000770749989897013
"8",0.00170190655626357,0.00735254632309079,-0.00190459401346743,-0.000444934499682859,0.000449354120064527,-0.00199060724116862,0.00333364889957011,0.000797492393758148,0.00587550457566977,0.00731887668371201
"9",-0.00447947299107909,-0.00712539162486792,0.00109738251194358,0.0021747718565166,0.00105862901546061,-0.00279371580109,0.001105887000449,-0.00358142773620784,0.00854306947439909,-0.0192867908626795
"10",-0.00293410033918917,0.00295976013876498,-0.00115873455069959,0.00192986044567078,0.00299988361075521,-0.00588070880621672,0.00261513004079461,0.0032044043764472,0.0105588715523481,-0.0101595912128687
"11",0.00123454001732171,0.00218613795004785,-0.00203842972405255,0.00231223599985242,-0.00827069394290447,-0.00436453707516193,-0.00112344173248857,-0.00106211297679693,0.00503061898052692,-0.011652615852654
"12",0.00245557446032763,0.00387490377761424,-3.18215898005292e-05,0.00339646614156663,-0.0110644949600101,0.00179501145612448,0.00300803501158953,-0.00820483732968569,0.0006537064909935,-0.00367955304682255
"13",0.00759465619921684,-0.000964057224337012,-0.00113508268259466,-0.00159861100837588,-0.00183522154111415,0.00280595570802689,0.00182625045999885,-0.00116881972644478,-0.00262001878581941,0.00266270502470434
"14",-0.00338283367455006,0.00810176692903042,-0.00401183217763901,-0.000901778403203934,0.00116336450446397,0.00209140498191118,-0.00329487305134535,0.000900216866284609,-0.00343055301345885,0.0107128927484155
"15",-0.00959168281406164,0.0139074847102165,0.00359929911792278,-0.00103069667238742,0.00869105849415064,-0.00488739088177681,-0.0124601572751999,0.00235519884154201,0.00333664985373616,-0.00249981973320246
"16",0.000287377421045676,-0.00868676789104939,-0.00263634813018143,0.00222425046376884,-0.00116434751544148,-0.00130855431780219,0.00934954173862934,0.00184045149944723,-0.00506247859448195,0.00131026888266206
"17",0.00463386718183756,-0.00423273770138621,0.00119150371756405,0.00706177297979593,-0.00361774303019047,-0.00213237013667822,-0.00680793263018131,-0.00509521691128612,-0.00488621322438121,0.00955829676240683
"18",0.00115133903454989,0.00082882953574881,-0.00151693553198129,-0.000331469520460814,-0.000317127909511328,0.00551328947767615,0.00137476262170821,0.00212162081152201,-0.00306734791956842,0.00103511824272573
"19",-0.0022768781054765,0.00400185119360685,-0.00240096333436668,-0.00163669139146805,0.00408327020704746,-0.00793699454516172,-0.00805236678570509,-0.000770836311858147,-0.00132320018019527,-0.00231453310698271
"20",-0.00271223671734333,-0.000892935786396265,0.00029945035930723,3.97977382817771e-05,-0.00448928028345108,-0.00372364395298064,-0.00197061244398355,-0.000351912487531081,-0.00194281607400626,-0.00703949481248856
"21",0.0016531451838091,0.0143916588276625,-0.0005076564848423,0.00450171483680606,-0.0103422878310084,-0.0046282815746963,-0.00371275772340596,-0.0020387046970427,-0.00248467409983277,-0.0030541536398232
