"","PG","MRK","CVX","WMT","CAT","T","DIS","KO","HD","BA"
"1",-0.00130667223129421,-0.00583582930266857,-0.000585588801186532,0.000171421270351857,-0.0164588186889887,0.00477918982505798,0.00502608483657241,0.000677553587593138,0.00129280739929527,0.00369224697351456
"2",0.0122984508052468,-0.00363565213046968,-0.00634269369766116,0.00565716484561563,0.00234889518469572,0.00139836617745459,0.00282153277657926,-0.00283749494701624,0.00326389377005398,0.00900537800043821
"3",-0.000356362230377272,0.000887029222212732,0.00770240928977728,-0.000962401914875954,-0.00078226684127003,-0.000911762996111065,0.00297699403017759,-0.00230110832490027,0.0020104858558625,0.00537042086943984
"4",0.00325284013524652,0.00863303709775209,0.00278704916127026,-0.000765862117987126,-0.00217731902375817,-0.00799295958131552,-0.00805003941059113,-0.00448113726451993,0.00438204640522599,0.00116945477202535
"5",-0.00256057176738977,0.00380351953208447,0.00610312726348639,-0.00283017475157976,-0.0108352536335588,-0.00274193612858653,-0.00490598380565643,-0.00154360115993768,-0.00444937217980623,0.00260339956730604
"6",-0.00950398575514555,0.00085363956168294,0.00249597476795316,-0.000533674552571028,-0.0026391267310828,0.00322671886533499,-0.00709832552820444,-0.000273819721769542,0.0051989546045661,-0.00992860924452543
"7",0.0029063387773931,-0.000526513904333115,-0.000395753391785547,0.00356661947444081,0.000409921281971037,-0.00251272530294955,0.00463297124952078,-0.000624054402578622,0.00674958107993007,-0.00186106329783797
"8",-0.00399023201316595,0.0013291354989633,0.00620346749201417,0.000277484534308314,-0.00343326549045742,0.000115388735139277,0.0063237645663321,-0.00537131959572434,0.00398004101589322,0.00631618872284889
"9",-0.000100926583399996,-0.00839859433472157,-0.00265888753347099,0.00240605999715626,-0.00336328311823308,-0.00143061473499984,0.000996410846710205,-0.00104163808282465,0.00525303464382887,0.00436157500371337
"10",-0.00315700052306056,-0.000103248537925538,-0.00631221057847142,0.000860317726619542,-0.00369866681285203,0.000884343462530524,-0.00225260760635138,0.000175442401086912,0.00774797378107905,-0.000925436324905604
"11",0.0152260204777122,0.00433099362999201,-0.00475131161510944,-0.00172813795506954,0.000149125655298121,-0.00388211524114013,0.00290020368993282,-0.00196210015565157,0.00794049911201,-0.00317075126804411
"12",-0.00722486712038517,0.00339929363690317,-0.000526983931194991,-0.00434068730100989,-0.0049249529838562,0.00315926503390074,-0.00361256487667561,-0.00366017152555287,0.00553532829508185,-0.000117082279757597
"13",0.00736192753538489,0.00756436260417104,0.00618596887215972,-0.00296541559509933,-0.0122628640383482,0.000462155294371769,-0.0073220687918365,-0.00240928772836924,0.00354046770371497,0.00391671108081937
"14",0.00469079706817865,-0.000727571547031403,-0.00547039974480867,0.00227469485253096,-0.00258103292435408,0.00460573704913259,-0.00336489430628717,-0.000199952075490728,0.00618977565318346,-0.000467146310256794
"15",-0.00128589430823922,0.00144609133712947,0.000499133369885385,0.00341456034220755,-0.00292774266563356,-0.000319714628858492,0.0110224625095725,-0.00531890755519271,0.0059040617197752,-0.0132360383868217
"16",-0.00332859228365123,-0.00458431243896484,0.00271222810260952,-0.00103547133039683,-0.00165436812676489,0.00147246313281357,0.00330120301805437,-0.00466166157275438,0.00509239267557859,0.00709972530603409
"17",0.0117756277322769,-0.00557153951376677,-0.00491011701524258,0.00191250431817025,0.00969324819743633,0.00117575260810554,0.00010412119445391,-0.00362594937905669,0.00626108748838305,0.00994975864887238
"18",0.00196158234030008,-0.00354881607927382,0.00425893347710371,0.00117700861301273,-0.001042470918037,0.000164752811542712,-0.0016772992676124,0.00193439202848822,0.00600671162828803,0.0029364968650043
"19",0.00933039933443069,0.00403188029304147,-8.01215537649114e-06,-0.00369821698404849,-0.000706443795934319,-0.000286147143924609,0.000421536999056116,-0.00410583009943366,-0.0015407094033435,-0.00374687928706408
"20",-0.00136764824856073,0.0134195052087307,0.00207068654708564,-0.00347804208286107,-0.00560270063579082,0.00193002016749233,-0.00779454689472914,-0.00235587311908603,0.000566249364055693,-0.000103023594419938
"21",-0.00320805516093969,0.0011779508786276,-0.00261936779133976,-0.00221287272870541,-0.00801356881856918,0.0094798905774951,0.000489062920678407,-0.00658263685181737,-0.000313797412673011,6.69747023493983e-05
