"","CVX","IBM","DIS","PG","BA","KO","HD","MRK","MCD","T"
"1",0.00634164782240987,-0.00753148039802909,-0.00482997531071305,0.0030194534920156,0.00570215238258243,-0.00156461319420487,-0.00476520648226142,0.000487243582028896,0.00655741197988391,0.00629720184952021
"2",0.00356948329135776,-0.00713252229616046,0.00482924049720168,-0.00259766168892384,-0.000570675707422197,-3.82569123758003e-06,0.00415053265169263,0.00189472245983779,0.00527191301807761,5.4341639042832e-05
"3",-0.00021758624643553,0.00520840240642428,-0.00031862617470324,0.00651936559006572,0.00258059427142143,-0.00140505144372582,-0.00821991544216871,0.0022287811152637,-0.00633555697277188,-0.00471581611782312
"4",-5.72031894989777e-05,-0.000394297443563119,0.00117829628288746,0.00344256055541337,0.0157955251634121,0.000480047310702503,0.0089826500043273,-0.00512398639693856,-0.0029730477835983,0.000289713643724099
"5",-0.00288239121437073,-0.00595042854547501,0.00453558936715126,-0.00325220706872642,0.010865037329495,0.00212666438892484,0.00945989228785038,-0.000148172577610239,0.00156796723604202,-0.00213483348488808
"6",-0.00404650717973709,0.0100804921239614,-0.00150216044858098,-0.00132860674057156,-0.00411456450819969,0.00165774975903332,-0.0183159857988358,0.000872276490554214,-0.00092265399871394,-0.000621574174147099
"7",-0.00332240457646549,-0.0039614443667233,-0.00811913050711155,-0.00110740750096738,-0.000263485679170117,0.00292779668234289,0.00203923881053925,0.000343352323397994,3.2438532798551e-05,-0.00750638404861093
"8",0.00171313749160618,0.00325416401028633,0.00245123566128314,0.000790668651461601,-0.00170942698605359,0.00155169132631272,0.00146506808232516,-0.00272038183175027,0.00648134434595704,-0.000392445072066039
"9",-0.00198044558055699,0.00448500411584973,-0.00213672406971455,-0.00163246341980994,0.00567027274519205,-0.00352625083178282,0.000244833237957209,-0.000916252378374338,-0.00299255643039942,3.94963626604294e-06
"10",-0.00415326608344913,-0.0051963715814054,-0.000776425004005432,0.000272199104074389,-0.00192201544996351,-0.000252737983828411,-0.000871699943672866,0.00230271508917212,-0.00483096437528729,0.00561620760709047
"11",0.00330719677731395,-0.00290283653885126,0.0034777803812176,-0.00132801779545844,-0.000313705473672599,0.0076416190713644,-0.00169283407740295,2.7651731215883e-05,-0.00178654643241316,0.00233413418754935
"12",0.0023382615763694,0.000461350980913267,-0.00157450849656016,-0.002178437076509,-0.00281297089532018,0.00702047068625689,0.00405588559806347,-0.000565499300137162,-0.0028296266682446,0.00818021595478058
"13",-0.00162479723803699,0.00486420001834631,-0.00214858748950064,0.000499264220707119,-0.00740276556462049,0.00717663392424583,0.00189941050484776,-0.00149742548819631,0.000382339698262513,0.00277203228324652
"14",0.003477375023067,0.000423797959228978,0.00179579108953476,-0.0014832925517112,0.00494925864040852,0.000511210178956389,0.00235967291519046,-0.000176220157300122,-0.000124889906146564,0.000504513969644904
"15",0.0014511487679556,0.00170377909671515,-0.00236865994520485,0.000439407740486786,0.00611945008859038,0.000197945468244143,0.00185511389281601,0.00156726292334497,0.00145396287553012,-0.000296774553135037
"16",-0.00148751528467983,-0.002404042519629,-0.00405025575309992,-0.00240496778860688,-0.000518157728947699,-0.00249811634421349,0.00501492060720921,-0.00174751679878682,0.00319172604940832,-0.00294907484203577
"17",0.00255074095912278,0.00546444859355688,-0.00550847174599767,-0.00353635707870126,-0.00174801412504166,0.00229449360631406,0.00173332693520933,0.00031644050613977,-0.000498378882184625,-0.00151298125274479
"18",-0.00156588386744261,0.00332119595259428,0.000323609710903838,-0.00283853709697723,-0.00281843496486545,0.00239307386800647,-0.000963235623203218,-0.000334109558025375,-0.000191051774891093,-0.0013291307259351
"19",-0.0022637655492872,0.000989233492873609,-0.00133745663333684,-0.00309447664767504,-0.00240469630807638,0.00226427102461457,0.0025878781452775,0.000469141668872908,-0.00355453160591424,0.0019134902395308
"20",-0.00451606558635831,0.00272330339066684,0.00206007994711399,0.000480687856907025,-0.00361117324791849,0.00303099886514246,-0.00141403346788138,-0.000423761841375381,1.92598436115077e-05,-0.00354702211916447
"21",0.00692056212574244,-0.0057732630521059,-0.00491004064679146,0.00531983049586415,-0.00116452679503709,0.00356189999729395,-0.000123860314488411,0.000833579106256366,0.00048627654905431,-0.00134181964676827
